Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,5e-06,20.976633,[ 9 39] ; [24 11],[19.08433735 28.91566265] ; [13.91566265 21.08433735],1
p2,1,1.1e-05,19.270802,[18 31] ; [29  5],[27.74698795 21.25301205] ; [19.25301205 14.74698795],1
s2,1,2.6e-05,17.680031,[ 7 43] ; [20 15],[15.88235294 34.11764706] ; [11.11764706 23.88235294],1
p11,1,0.000519,12.046894,[20 31] ; [27  8],[27.87209302 23.12790698] ; [19.12790698 15.87209302],1
p7,1,0.000609,11.748208,[11 39] ; [19 13],[18.29268293 31.70731707] ; [11.70731707 20.29268293],1
s8,1,0.002328,9.271444,[ 6 45] ; [14 21],[11.86046512 39.13953488] ; [ 8.13953488 26.86046512],0
p10,1,0.003314,8.625741,[19 29] ; [24  9],[25.48148148 22.51851852] ; [17.51851852 15.48148148],0
r3,1,0.005698,7.643378,[21 28] ; [25  9],[27.15662651 21.84337349] ; [18.84337349 15.15662651],0
s7,1,0.006848,7.312524,[12 34] ; [19 15],[17.825 28.175] ; [13.175 20.825],0
s5,1,0.006996,7.273924,[ 3 47] ; [ 9 24],[ 7.22891566 42.77108434] ; [ 4.77108434 28.22891566],0
v4,1,0.009171,6.789305,[24 27] ; [25  8],[29.75 21.25] ; [19.25 13.75],0
p9,1,0.009601,6.70755,[23 24] ; [27  8],[28.65853659 18.34146341] ; [21.34146341 13.65853659],0
b5,1,0.01246,6.244269,[21 30] ; [24 11],[26.68604651 24.31395349] ; [18.31395349 16.68604651],0
v2,1,0.021323,5.3002,[15 34] ; [19 15],[20.07228916 28.92771084] ; [13.92771084 20.07228916],0
s4,1,0.049595,3.855106,[ 5 46] ; [ 9 26],[ 8.30232558 42.69767442] ; [ 5.69767442 29.30232558],0
b2,1,0.06675,3.361177,[14 17] ; [ 6 21],[10.68965517 20.31034483] ; [ 9.31034483 17.68965517],0
b3,1,0.06675,3.361177,[14 17] ; [ 6 21],[10.68965517 20.31034483] ; [ 9.31034483 17.68965517],0
v1,1,0.076372,3.140472,[13 36] ; [15 18],[16.73170732 32.26829268] ; [11.26829268 21.73170732],0
u2,1,0.093079,2.820301,[ 6 15] ; [6 4],[ 8.12903226 12.87096774] ; [3.87096774 6.12903226],0
p6,1,0.10271,2.662945,[ 7 41] ; [10 24],[ 9.95121951 38.04878049] ; [ 7.04878049 26.95121951],0
a2,1,0.103582,2.64951,[ 9 42] ; [ 2 33],[ 6.52325581 44.47674419] ; [ 4.47674419 30.52325581],0
d1,1,0.104266,2.639046,[25 26] ; [11 24],[21.34883721 29.65116279] ; [14.65116279 20.34883721],0
n6,1,0.126476,2.335239,[28 21] ; [25  9],[31.28915663 17.71084337] ; [21.71084337 12.28915663],0
n2,1,0.129524,2.298196,[14 10] ; [13  3],[16.2  7.8] ; [10.8  5.2],0
u3,1,0.151317,2.058924,[ 3 18] ; [4 7],[ 4.59375 16.40625] ; [2.40625 8.59375],0
d3,1,0.201781,1.62944,[22 29] ; [20 15],[24.90697674 26.09302326] ; [17.09302326 17.90697674],0
u1,1,0.214121,1.543343,[ 5 46] ; [ 1 34],[ 3.55813953 47.44186047] ; [ 2.44186047 32.55813953],0
p1,1,0.233129,1.421671,[ 7 44] ; [ 2 33],[ 5.3372093 45.6627907] ; [ 3.6627907 31.3372093],0
p3,1,0.233798,1.417606,[13 37] ; [13 21],[15.47619048 34.52380952] ; [10.52380952 23.47619048],0
d5,1,0.26185,1.25895,[32 19] ; [26  9],[34.39534884 16.60465116] ; [23.60465116 11.39534884],0
n5,1,0.269532,1.219127,[40 11] ; [29  4],[41.89285714  9.10714286] ; [27.10714286  5.89285714],0
p4,1,0.273322,1.2,[14 35] ; [14 21],[16.33333333 32.66666667] ; [11.66666667 23.33333333],0
d2,1,0.318056,0.996923,[25 24] ; [14 21],[22.75 26.25] ; [16.25 18.75],0
d4,1,0.366864,0.814259,[31 19] ; [25 10],[32.94117647 17.05882353] ; [23.05882353 11.94117647],0
a4,1,0.368261,0.809524,[22 28] ; [12 23],[20. 30.] ; [14. 21.],0
p12,1,0.371093,0.8,[ 1 48] ; [ 2 33],[ 1.75 47.25] ; [ 1.25 33.75],0
r1,1,0.377528,0.778735,[13 38] ; [12 23],[14.8255814 36.1744186] ; [10.1744186 24.8255814],0
b1,1,0.402379,0.701207,[28 23] ; [16 19],[26.09302326 24.90697674] ; [17.90697674 17.09302326],0
n3,1,0.436275,0.606061,[12 12] ; [10  6],[13.2 10.8] ; [8.8 7.2],0
r2,1,0.467429,0.528048,[29 18] ; [16 14],[27.46753247 19.53246753] ; [17.53246753 12.46753247],0
p5,1,0.544115,0.367965,[ 4 47] ; [ 4 30],[ 4.8 46.2] ; [ 3.2 30.8],0
b4,1,0.548414,0.360167,[31 20] ; [19 16],[29.65116279 21.34883721] ; [20.34883721 14.65116279],0
a1,1,0.575612,0.313382,[ 8 43] ; [ 4 31],[ 7.11627907 43.88372093] ; [ 4.88372093 30.11627907],0
a3,1,0.592544,0.286388,[30 20] ; [23 12],[31.17647059 18.82352941] ; [21.82352941 13.17647059],0
n1,1,0.601456,0.272805,[11 13] ; [ 6 10],[10.2 13.8] ; [6.8 9.2],0
p8,1,0.635795,0.224284,[12 38] ; [10 25],[12.94117647 37.05882353] ; [ 9.05882353 25.94117647],0
a8,1,0.682119,0.16775,[ 4 43] ; [ 2 31],[ 3.525 43.475] ; [ 2.475 30.525],0
s1,1,0.703419,0.144939,[ 4 47] ; [ 2 33],[ 3.55813953 47.44186047] ; [ 2.44186047 32.55813953],0
a7,1,0.733913,0.115549,[21 29] ; [16 19],[21.76470588 28.23529412] ; [15.23529412 19.76470588],0
a5,1,0.94174,0.005341,[31 20] ; [21 14],[30.8372093 20.1627907] ; [21.1627907 13.8372093],0
a6,1,0.955027,0.00318,[28 23] ; [19 16],[27.87209302 23.12790698] ; [19.12790698 15.87209302],0
v3,1,0.981332,0.000547,[13 38] ; [ 9 26],[13.04651163 37.95348837] ; [ 8.95348837 26.04651163],0
