Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,124.20162,[228 162] ; [ 53 259],[156.11111111 233.88888889] ; [124.88888889 187.11111111],1
v1,1,0.0,67.189424,[270 121] ; [118 192],[216.41654779 174.58345221] ; [171.58345221 138.41654779],1
r1,1,1.2e-05,19.162466,[345  55] ; [229  84],[322.01963534  77.98036466] ; [251.98036466  61.01963534],1
d1,1,3.5e-05,17.098799,[265 136] ; [160 155],[238.02374302 162.97625698] ; [186.97625698 128.02374302],1
a3,1,4.6e-05,16.594393,[311  89] ; [200 113],[286.67601683 113.32398317] ; [224.32398317  88.67601683],1
a5,1,0.000357,12.744303,[315  86] ; [210 105],[294.02932961 106.97067039] ; [230.97067039  84.02932961],1
s4,1,0.000891,11.041571,[ 51 347] ; [ 69 241],[ 67.45762712 330.54237288] ; [ 52.54237288 257.45762712],1
d4,1,0.001492,10.08834,[347  53] ; [244  70],[331.09243697  68.90756303] ; [259.90756303  54.09243697],0
d5,1,0.001784,9.759652,[345  56] ; [241  72],[329.11204482  71.88795518] ; [256.88795518  56.11204482],0
u1,1,0.003374,8.593236,[ 86 315] ; [ 41 274],[ 71.12709497 329.87290503] ; [ 55.87290503 259.12709497],0
p3,1,0.0039,8.32982,[230 171] ; [146 168],[210.87552448 190.12447552] ; [165.12447552 148.87552448],0
r4,1,0.003963,8.300713,[378  23] ; [278  37],[367.39664804  33.60335196] ; [288.60335196  26.39664804],0
d3,1,0.005043,7.863995,[300 101] ; [204 109],[283.05882353 117.94117647] ; [220.94117647  92.05882353],0
a6,1,0.007462,7.158272,[289 111] ; [198 117],[272.44755245 127.55244755] ; [214.55244755 100.44755245],0
s8,1,0.009368,6.751203,[196 202] ; [124 190],[178.87640449 219.12359551] ; [141.12359551 172.87640449],0
p11,1,0.011783,6.343224,[339  62] ; [243  72],[325.95251397  75.04748603] ; [256.04748603  58.95251397],0
n3,1,0.012866,6.187432,[63 14] ; [52 29],[56.0443038 20.9556962] ; [58.9556962 22.0443038],0
