Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,29.761218,[105  41] ; [ 9 29],[90.45652174 55.54347826] ; [23.54347826 14.45652174],1
d5,1,1e-06,25.128745,[120  26] ; [16 22],[107.91304348  38.08695652] ; [28.08695652  9.91304348],1
a5,1,0.00011,14.954283,[100  46] ; [13 25],[89.66304348 56.33695652] ; [23.33695652 14.66304348],1
d2,1,0.000195,13.877358,[72 74] ; [ 6 32],[61.89130435 84.10869565] ; [16.10869565 21.89130435],1
a3,1,0.000415,12.464879,[92 53] ; [12 26],[82.40437158 62.59562842] ; [21.59562842 16.40437158],1
s5,1,0.002584,9.08035,[46 93] ; [ 3 34],[ 38.69886364 100.30113636] ; [10.30113636 26.69886364],0
a4,1,0.003385,8.587129,[57 89] ; [ 5 32],[49.46448087 96.53551913] ; [12.53551913 24.46448087],0
b3,1,0.004553,8.049102,[30 44] ; [ 2 21],[24.41237113 49.58762887] ; [ 7.58762887 15.41237113],0
b2,1,0.004553,8.049102,[30 44] ; [ 2 21],[24.41237113 49.58762887] ; [ 7.58762887 15.41237113],0
p10,1,0.004788,7.957969,[117  28] ; [21 15],[110.55248619  34.44751381] ; [27.44751381  8.55248619],0
u2,1,0.005196,7.810074,[32 21] ; [ 7 19],[26.16455696 26.83544304] ; [12.83544304 13.16455696],0
a6,1,0.005917,7.57544,[107  39] ; [19 19],[99.97826087 46.02173913] ; [26.02173913 11.97826087],0
a2,1,0.008577,6.908774,[ 30 116] ; [ 1 37],[ 24.59782609 121.40217391] ; [ 6.40217391 31.59782609],0
a7,1,0.012441,6.246872,[113  32] ; [22 16],[106.96721311  38.03278689] ; [28.03278689  9.96721311],0
s2,1,0.015823,5.82247,[93 53] ; [16 22],[86.48913043 59.51086957] ; [22.51086957 15.48913043],0
p9,1,0.040639,4.191,[117  27] ; [25 13],[112.35164835  31.64835165] ; [29.64835165  8.35164835],0
p6,1,0.053359,3.732633,[45 97] ; [ 6 32],[ 40.23333333 101.76666667] ; [10.76666667 27.23333333],0
u3,1,0.053949,3.714286,[32 20] ; [10 16],[28. 24.] ; [14. 12.],0
r1,1,0.093557,2.812086,[110  35] ; [23 14],[105.96153846  39.03846154] ; [27.03846154  9.96153846],0
r2,1,0.105532,2.619883,[136   8] ; [33  5],[133.71428571  10.28571429] ; [35.28571429  2.71428571],0
p8,1,0.131322,2.276807,[67 78] ; [12 25],[62.93956044 82.06043956] ; [16.06043956 20.93956044],0
v2,1,0.162636,1.94954,[68 67] ; [13 22],[64.32352941 70.67647059] ; [16.67647059 18.32352941],0
s6,1,0.164522,1.932165,[102  41] ; [22 15],[98.51111111 44.48888889] ; [25.48888889 11.51111111],0
p12,1,0.188117,1.732304,[ 13 131] ; [ 1 37],[ 11.07692308 132.92307692] ; [ 2.92307692 35.07692308],0
v1,1,0.197876,1.657979,[69 71] ; [13 22],[65.6 74.4] ; [16.4 18.6],0
b5,1,0.211898,1.558409,[93 53] ; [20 18],[89.66304348 56.33695652] ; [23.33695652 14.66304348],0
p11,1,0.251498,1.314961,[113  33] ; [26 12],[110.29347826  35.70652174] ; [28.70652174  9.29347826],0
s1,1,0.275188,1.190701,[  3 140] ; [ 2 35],[  3.97222222 139.02777778] ; [ 1.02777778 35.97222222],0
p1,1,0.320112,0.98849,[  6 139] ; [ 3 34],[  7.17032967 137.82967033] ; [ 1.82967033 35.17032967],0
r3,1,0.335221,0.928623,[140   6] ; [35  3],[138.85869565   7.14130435] ; [36.14130435  1.85869565],0
s8,1,0.340975,0.906764,[ 42 104] ; [ 8 30],[ 39.67391304 106.32608696] ; [10.32608696 27.67391304],0
p2,1,0.378454,0.775719,[119  26] ; [28  9],[117.11538462  27.88461538] ; [29.88461538  7.11538462],0
p7,1,0.396103,0.720124,[80 60] ; [24 13],[82.25988701 57.74011299] ; [21.74011299 15.25988701],0
p4,1,0.513512,0.426904,[73 71] ; [17 21],[71.20879121 72.79120879] ; [18.79120879 19.20879121],0
