Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.6e-05,18.578798,[43  8] ; [20 27],[32.78571429 18.21428571] ; [30.21428571 16.78571429],1
s6,1,4.3e-05,16.729668,[45  6] ; [26 25],[35.5 15.5] ; [35.5 15.5],1
u1,1,0.000123,14.750586,[24 28] ; [ 6 45],[15.14563107 36.85436893] ; [14.85436893 36.14563107],1
a5,1,0.000153,14.335538,[46  6] ; [28 23],[37.3592233 14.6407767] ; [36.6407767 14.3592233],1
d2,1,0.000256,13.368363,[38 14] ; [19 32],[28.77669903 23.22330097] ; [28.22330097 22.77669903],1
s2,1,0.001315,10.321285,[40 12] ; [23 27],[32.11764706 19.88235294] ; [30.88235294 19.11764706],0
p10,1,0.00276,8.959684,[47  5] ; [33 17],[40.78431373 11.21568627] ; [39.21568627 10.78431373],0
b5,1,0.00491,7.912249,[42 10] ; [28 23],[35.33980583 16.66019417] ; [34.66019417 16.33980583],0
v1,1,0.00704,7.262824,[33 17] ; [20 31],[26.23762376 23.76237624] ; [26.76237624 24.23762376],0
s5,1,0.009996,6.63569,[23 23] ; [12 37],[16.94736842 29.05263158] ; [18.05263158 30.94736842],0
d5,1,0.013131,6.151385,[48  4] ; [37 13],[43.33333333  8.66666667] ; [41.66666667  8.33333333],0
p9,1,0.01932,5.472348,[49  3] ; [40 11],[44.93203883  7.06796117] ; [44.06796117  6.93203883],0
v3,1,0.029165,4.757862,[21 30] ; [10 38],[15.96969697 35.03030303] ; [15.03030303 32.96969697],0
v2,1,0.031869,4.605554,[36 14] ; [25 24],[30.80808081 19.19191919] ; [30.19191919 18.80808081],0
d1,1,0.059869,3.541013,[35 17] ; [25 26],[30.29126214 21.70873786] ; [29.70873786 21.29126214],0
s3,1,0.071136,3.256602,[34 17] ; [25 26],[29.5 21.5] ; [29.5 21.5],0
a4,1,0.076362,3.140675,[34 18] ; [24 26],[29.56862745 22.43137255] ; [28.43137255 21.56862745],0
u3,1,0.086673,2.935101,[9 1] ; [10  7],[7.03703704 2.96296296] ; [11.96296296  5.03703704],0
a3,1,0.103715,2.647461,[42 10] ; [34 17],[38.36893204 13.63106796] ; [37.63106796 13.36893204],0
n4,1,0.109114,2.567004,[46  6] ; [39 12],[42.91262136  9.08737864] ; [42.08737864  8.91262136],0
d4,1,0.135196,2.231804,[44  8] ; [37 14],[40.89320388 11.10679612] ; [40.10679612 10.89320388],0
a2,1,0.165869,1.919884,[21 31] ; [14 37],[17.66990291 34.33009709] ; [17.33009709 33.66990291],0
n6,1,0.258314,1.277768,[46  6] ; [41 10],[43.9223301  8.0776699] ; [43.0776699  7.9223301],0
d3,1,0.279945,1.167356,[33 19] ; [36 13],[35.52475248 16.47524752] ; [33.47524752 15.52475248],0
n2,1,0.284462,1.145648,[7 7] ; [13  6],[8.48484848 5.51515152] ; [11.51515152  7.48484848],0
s4,1,0.295126,1.096089,[10 41] ; [ 6 44],[ 8.07920792 42.92079208] ; [ 7.92079208 42.07920792],0
s1,1,0.29803,1.082989,[ 1 50] ; [ 3 47],[ 2.01980198 48.98019802] ; [ 1.98019802 48.01980198],0
p5,1,0.298406,1.081302,[ 1 51] ; [ 3 48],[ 2.01941748 49.98058252] ; [ 1.98058252 49.01941748],0
r3,1,0.317193,1.000487,[49  3] ; [50  1],[49.98058252  2.01941748] ; [49.01941748  1.98058252],0
p7,1,0.440464,0.595074,[32 19] ; [35 15],[33.83168317 17.16831683] ; [33.16831683 16.83168317],0
p4,1,0.490238,0.476004,[35 17] ; [31 20],[33.32038835 18.67961165] ; [32.67961165 18.32038835],0
b1,1,0.494692,0.466304,[20 32] ; [23 28],[21.70873786 30.29126214] ; [21.29126214 29.70873786],0
p1,1,0.526531,0.401082,[ 6 46] ; [ 4 47],[ 5.04854369 46.95145631] ; [ 4.95145631 46.04854369],0
p12,1,0.569419,0.323655,[ 2 50] ; [ 1 50],[ 1.51456311 50.48543689] ; [ 1.48543689 49.51456311],0
a7,1,0.579176,0.307569,[37 15] ; [38 12],[38.23529412 13.76470588] ; [36.76470588 13.23529412],0
n1,1,0.598366,0.277467,[6 7] ; [ 7 12],[5.28125 7.71875] ; [ 7.71875 11.28125],0
r1,1,0.61485,0.253172,[39 13] ; [36 15],[37.86407767 14.13592233] ; [37.13592233 13.86407767],0
p2,1,0.615804,0.251809,[43  9] ; [44  7],[43.9223301  8.0776699] ; [43.0776699  7.9223301],0
n3,1,0.618402,0.24812,[10  4] ; [15  4],[10.60606061  3.39393939] ; [14.39393939  4.60606061],0
a1,1,0.630688,0.231129,[ 2 50] ; [ 3 48],[ 2.52427184 49.47572816] ; [ 2.47572816 48.52427184],0
b3,1,0.656589,0.197694,[20 19] ; [17 13],[20.91304348 18.08695652] ; [16.08695652 13.91304348],0
b2,1,0.656589,0.197694,[20 19] ; [17 13],[20.91304348 18.08695652] ; [16.08695652 13.91304348],0
v4,1,0.675853,0.174832,[49  3] ; [47  4],[48.46601942  3.53398058] ; [47.53398058  3.46601942],0
r4,1,0.738252,0.111669,[46  6] ; [44  7],[45.4368932  6.5631068] ; [44.5631068  6.4368932],0
p3,1,0.761882,0.091815,[25 27] ; [23 28],[24.23300971 27.76699029] ; [23.76699029 27.23300971],0
b4,1,0.775293,0.081487,[30 22] ; [28 23],[29.2815534 22.7184466] ; [28.7184466 22.2815534],0
a8,1,0.777679,0.079719,[ 5 42] ; [ 4 41],[ 4.59782609 42.40217391] ; [ 4.40217391 40.59782609],0
a6,1,0.868692,0.027331,[38 14] ; [38 13],[38.36893204 13.63106796] ; [37.63106796 13.36893204],0
n5,1,0.898266,0.016346,[37 15] ; [35 15],[36.70588235 15.29411765] ; [35.29411765 14.70588235],0
p11,1,0.944854,0.004784,[35 17] ; [34 17],[34.83495146 17.16504854] ; [34.16504854 16.83495146],0
r2,1,1.0,0.0,[49  2] ; [49  2],[49.  2.] ; [49.  2.],0
