Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.001001,10.826332,[17 10] ; [32 78],[ 9.65693431 17.34306569] ; [39.34306569 70.65693431],0
n1,1,0.004169,8.208774,[8 3] ; [11 31],[3.94339623 7.05660377] ; [15.05660377 26.94339623],0
p10,1,0.012406,6.251973,[10 17] ; [17 92],[ 5.36029412 21.63970588] ; [21.63970588 87.36029412],0
s6,1,0.047829,3.915983,[14 13] ; [35 76],[ 9.58695652 17.41304348] ; [39.41304348 71.58695652],0
p11,1,0.053981,3.713279,[17 10] ; [47 64],[12.52173913 14.47826087] ; [51.47826087 59.52173913],0
s2,1,0.060815,3.515004,[10 17] ; [22 88],[ 6.30656934 20.69343066] ; [25.69343066 84.30656934],0
s4,1,0.06284,3.460798,[ 7 20] ; [13 97],[ 3.94160584 23.05839416] ; [16.05839416 93.94160584],0
v1,1,0.096532,2.761917,[12 15] ; [31 80],[ 8.41304348 18.58695652] ; [34.58695652 76.41304348],0
p6,1,0.129846,2.294348,[ 7 20] ; [15 93],[ 4.4 22.6] ; [17.6 90.4],0
n6,1,0.141512,2.161439,[20  7] ; [64 45],[16.67647059 10.32352941] ; [67.32352941 41.67647059],0
a8,1,0.150142,2.070806,[ 4 19] ; [ 8 96],[ 2.17322835 20.82677165] ; [ 9.82677165 94.17322835],0
p2,1,0.156113,2.011477,[17 10] ; [53 58],[13.69565217 13.30434783] ; [56.30434783 54.69565217],0
p8,1,0.17089,1.87512,[11 16] ; [30 80],[ 8.08029197 18.91970803] ; [32.91970803 77.08029197],0
n2,1,0.225494,1.469063,[8 3] ; [22 20],[6.22641509 4.77358491] ; [23.77358491 18.22641509],0
n4,1,0.280889,1.162783,[19  8] ; [65 45],[16.55474453 10.44525547] ; [67.44525547 42.55474453],0
d5,1,0.281311,1.160744,[20  7] ; [70 41],[17.60869565  9.39130435] ; [72.39130435 38.60869565],0
a3,1,0.297794,1.084046,[17 10] ; [57 53],[14.58394161 12.41605839] ; [59.41605839 50.58394161],0
u3,1,0.309747,1.031753,[6 4] ; [23 31],[4.53125 5.46875] ; [24.46875 29.53125],0
d3,1,0.316307,1.004155,[17 10] ; [58 53],[14.67391304 12.32608696] ; [60.32608696 50.67391304],0
