Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000608,11.75128,[80 10] ; [51 25],[71.02409639 18.97590361] ; [59.97590361 16.02409639],1
p4,1,0.00093,10.962858,[73 17] ; [45 33],[63.21428571 26.78571429] ; [54.78571429 23.21428571],1
p8,1,0.001849,9.693925,[67 23] ; [40 38],[57.32142857 32.67857143] ; [49.67857143 28.32142857],0
p3,1,0.00228,9.309122,[64 26] ; [38 41],[54.31952663 35.68047337] ; [47.68047337 31.31952663],0
p5,1,0.010134,6.611113,[26 64] ; [10 69],[19.17159763 70.82840237] ; [16.82840237 62.17159763],0
p1,1,0.014315,5.998868,[17 72] ; [ 5 74],[11.6547619 77.3452381] ; [10.3452381 68.6547619],0
n6,1,0.019918,5.419107,[84  5] ; [64 13],[79.34939759  9.65060241] ; [68.65060241  8.34939759],0
v1,1,0.028931,4.771695,[70 20] ; [48 29],[63.59281437 26.40718563] ; [54.40718563 22.59281437],0
a1,1,0.049563,3.856172,[ 9 81] ; [ 2 77],[ 5.85798817 84.14201183] ; [ 5.14201183 73.85798817],0
p10,1,0.086118,2.945478,[86  4] ; [69  9],[83.03571429  6.96428571] ; [71.96428571  6.03571429],0
n4,1,0.094024,2.80409,[77 13] ; [58 19],[72.75449102 17.24550898] ; [62.24550898 14.75449102],0
d3,1,0.119453,2.424477,[71 19] ; [54 25],[66.56804734 23.43195266] ; [58.43195266 20.56804734],0
p9,1,0.128635,2.3089,[87  3] ; [72  7],[84.67455621  5.32544379] ; [74.32544379  4.67455621],0
u1,1,0.159253,1.981306,[28 62] ; [17 62],[23.96449704 66.03550296] ; [21.03550296 57.96449704],0
b3,1,0.164617,1.931291,[32 27] ; [20 29],[28.40740741 30.59259259] ; [23.59259259 25.40740741],0
b2,1,0.164617,1.931291,[32 27] ; [20 29],[28.40740741 30.59259259] ; [23.59259259 25.40740741],0
r1,1,0.177164,1.821251,[77 13] ; [71  6],[79.76047904 10.23952096] ; [68.23952096  8.76047904],0
r4,1,0.181269,1.787186,[88  2] ; [74  5],[86.27218935  3.72781065] ; [75.72781065  3.27218935],0
a4,1,0.195105,1.678639,[50 40] ; [36 43],[45.79881657 44.20118343] ; [40.20118343 38.79881657],0
n5,1,0.199152,1.648579,[78 12] ; [61 16],[74.91017964 15.08982036] ; [64.08982036 12.91017964],0
b5,1,0.227705,1.455143,[55 35] ; [41 38],[51.12426036 38.87573964] ; [44.87573964 34.12426036],0
s3,1,0.248114,1.33389,[68 22] ; [63 13],[71.02409639 18.97590361] ; [59.97590361 16.02409639],0
n3,1,0.293429,1.103819,[13  7] ; [19  5],[14.54545455  5.45454545] ; [17.45454545  6.54545455],0
u2,1,0.295108,1.096171,[9 8] ; [8 3],[10.32142857  6.67857143] ; [6.67857143 4.32142857],0
p11,1,0.310903,1.026835,[72 18] ; [58 21],[69.23076923 20.76923077] ; [60.76923077 18.23076923],0
s4,1,0.322077,0.980493,[26 62] ; [18 61],[23.18562874 64.81437126] ; [20.81437126 58.18562874],0
v3,1,0.373363,0.792441,[43 46] ; [42 34],[45.84848485 43.15151515] ; [39.15151515 36.84848485],0
