Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.410107,[476  40] ; [38 16],[465.30526316  50.69473684] ; [48.69473684  5.30526316],1
n4,1,3e-05,17.394477,[473  42] ; [40 14],[464.31458699  50.68541301] ; [48.68541301  5.31458699],1
p10,1,3.8e-05,16.966271,[444  69] ; [33 18],[433.86702128  79.13297872] ; [43.13297872  7.86702128],1
p3,1,7.3e-05,15.72632,[292 222] ; [15 38],[278.30335097 235.69664903] ; [28.69664903 24.30335097],1
r3,1,0.000113,14.901205,[490  22] ; [44  9],[483.9079646  28.0920354] ; [50.0920354  2.9079646],1
d4,1,0.001357,10.26387,[459  56] ; [40 14],[451.64323374  63.35676626] ; [47.35676626  6.64323374],0
p11,1,0.001373,10.241373,[427  89] ; [35 19],[418.23157895  97.76842105] ; [43.76842105 10.23157895],0
b1,1,0.00177,9.773821,[193 323] ; [32 22],[203.68421053 312.31578947] ; [21.31578947 32.68421053],0
u1,1,0.001908,9.636094,[124 392] ; [ 3 51],[114.96842105 401.03157895] ; [12.03157895 41.96842105],0
p4,1,0.002699,9.000744,[348 166] ; [25 28],[338.1340388 175.8659612] ; [34.8659612 18.1340388],0
d1,1,0.003507,8.523074,[375 141] ; [29 25],[365.72631579 150.27368421] ; [38.27368421 15.72631579],0
s6,1,0.004899,7.916217,[362 140] ; [29 25],[353.02517986 148.97482014] ; [37.97482014 16.02517986],0
p9,1,0.004943,7.900117,[451  58] ; [39 13],[444.58110517  64.41889483] ; [45.41889483  6.58110517],0
p2,1,0.006424,7.42744,[447  67] ; [38 14],[440.44169611  73.55830389] ; [44.55830389  7.44169611],0
s7,1,0.009326,6.759272,[266 223] ; [18 33],[257.17777778 231.82222222] ; [26.82222222 24.17777778],0
v4,1,0.020995,5.327208,[493  21] ; [48  6],[489.56690141  24.43309859] ; [51.43309859  2.56690141],0
v3,1,0.02421,5.079555,[227 274] ; [14 35],[219.52909091 281.47090909] ; [21.47090909 27.52909091],0
d3,1,0.033488,4.520675,[382 134] ; [32 21],[375.43760984 140.56239016] ; [38.56239016 14.43760984],0
s2,1,0.037344,4.334637,[278 231] ; [21 32],[270.8024911 238.1975089] ; [28.1975089 24.8024911],0
r1,1,0.045024,4.017741,[426  86] ; [39 15],[420.6360424  91.3639576] ; [44.3639576  9.6360424],0
s5,1,0.045559,3.997841,[183 311] ; [12 40],[176.42857143 317.57142857] ; [18.57142857 33.42857143],0
u2,1,0.04968,3.852232,[63 54] ; [10  2],[66.20930233 50.79069767] ; [6.79069767 5.20930233],0
p8,1,0.055002,3.682029,[280 227] ; [21 30],[273.48924731 233.51075269] ; [27.51075269 23.48924731],0
a4,1,0.078663,3.092315,[274 240] ; [22 32],[267.85915493 246.14084507] ; [28.14084507 25.85915493],0
b2,1,0.084876,2.968976,[133 196] ; [ 7 22],[128.65921788 200.34078212] ; [11.34078212 17.65921788],0
b3,1,0.084876,2.968976,[133 196] ; [ 7 22],[128.65921788 200.34078212] ; [11.34078212 17.65921788],0
a5,1,0.088783,2.896306,[414 102] ; [38 16],[409.17894737 106.82105263] ; [42.82105263 11.17894737],0
s8,1,0.120306,2.413334,[256 256] ; [21 33],[250.57243816 261.42756184] ; [26.42756184 27.57243816],0
d2,1,0.137974,2.200416,[291 221] ; [25 29],[285.85159011 226.14840989] ; [30.14840989 23.85159011],0
a2,1,0.144108,2.133537,[154 362] ; [11 43],[149.36842105 366.63157895] ; [15.63157895 38.36842105],0
p6,1,0.189639,1.720419,[205 305] ; [15 34],[200.71556351 309.28443649] ; [19.28443649 29.71556351],0
p5,1,0.196744,1.666378,[ 71 441] ; [ 4 49],[ 67.96460177 444.03539823] ; [ 7.03539823 45.96460177],0
a6,1,0.206141,1.598323,[358 157] ; [42 12],[362.03866432 152.96133568] ; [37.96133568 16.03866432],0
p12,1,0.20696,1.592566,[ 46 467] ; [ 2 50],[ 43.58230088 469.41769912] ; [ 4.41769912 47.58230088],0
p1,1,0.21334,1.548613,[ 44 470] ; [ 2 52],[ 41.62676056 472.37323944] ; [ 4.37323944 49.62676056],0
n3,1,0.255522,1.29286,[76 29] ; [10  7],[74.01639344 30.98360656] ; [11.98360656  5.01639344],0
