Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.4e-05,17.174211,[53 15] ; [34 43],[40.8 27.2] ; [46.2 30.8],1
p9,1,0.003005,8.804303,[60  8] ; [52 25],[52.52413793 15.47586207] ; [59.47586207 17.52413793],0
p1,1,0.003279,8.645532,[16 52] ; [ 5 73],[ 9.78082192 58.21917808] ; [11.21917808 66.78082192],0
s5,1,0.005184,7.814158,[23 43] ; [11 64],[15.91489362 50.08510638] ; [18.08510638 56.91489362],0
d5,1,0.005747,7.62798,[25 43] ; [46 31],[33.29655172 34.70344828] ; [37.70344828 39.29655172],0
p6,1,0.006641,7.367457,[28 40] ; [16 62],[20.49315068 47.50684932] ; [23.50684932 54.49315068],0
p10,1,0.011689,6.357431,[57 11] ; [49 26],[50.40559441 17.59440559] ; [55.59440559 19.40559441],0
p3,1,0.026525,4.92146,[39 28] ; [31 47],[32.34482759 34.65517241] ; [37.65517241 40.34482759],0
p12,1,0.028131,4.820034,[ 8 60] ; [ 2 76],[ 4.65753425 63.34246575] ; [ 5.34246575 72.65753425],0
s3,1,0.050589,3.821821,[30 36] ; [47 29],[35.78873239 30.21126761] ; [41.21126761 34.78873239],0
n4,1,0.053394,3.731553,[54 14] ; [50 27],[48.77241379 19.22758621] ; [55.22758621 21.77241379],0
p5,1,0.059511,3.550958,[11 57] ; [ 5 73],[ 7.45205479 60.54794521] ; [ 8.54794521 69.45205479],0
p11,1,0.066506,3.367229,[56 12] ; [54 24],[51.23287671 16.76712329] ; [58.76712329 19.23287671],0
a7,1,0.093398,2.814816,[48 20] ; [44 33],[43.14482759 24.85517241] ; [48.85517241 28.14482759],0
v3,1,0.106277,2.608735,[29 38] ; [23 53],[24.36363636 42.63636364] ; [27.63636364 48.36363636],0
p2,1,0.10641,2.606742,[55 13] ; [54 24],[50.76712329 17.23287671] ; [58.23287671 19.76712329],0
s7,1,0.109554,2.560638,[32 32] ; [27 47],[27.36231884 36.63768116] ; [31.63768116 42.36231884],0
u3,1,0.119901,2.418612,[16 22] ; [20 13],[19.26760563 18.73239437] ; [16.73239437 16.26760563],0
a3,1,0.120721,2.407947,[30 37] ; [45 33],[34.65517241 32.34482759] ; [40.34482759 37.65517241],0
r3,1,0.127347,2.324555,[64  4] ; [77  1],[65.67123288  2.32876712] ; [75.32876712  2.67123288],0
a8,1,0.127849,2.31843,[ 5 57] ; [12 59],[ 7.92481203 54.07518797] ; [ 9.07518797 61.92481203],0
v2,1,0.145052,2.123525,[33 31] ; [29 45],[28.75362319 35.24637681] ; [33.24637681 40.75362319],0
a5,1,0.15364,2.03573,[42 26] ; [39 39],[37.7260274 30.2739726] ; [43.2739726 34.7260274],0
d1,1,0.176699,1.825173,[ 5 63] ; [ 2 76],[ 3.26027397 64.73972603] ; [ 3.73972603 74.26027397],0
n3,1,0.183363,1.770156,[9 2] ; [22  1],[10.02941176  0.97058824] ; [20.97058824  2.02941176],0
s1,1,0.195722,1.674012,[ 2 65] ; [ 6 69],[ 3.77464789 63.22535211] ; [ 4.22535211 70.77464789],0
a6,1,0.227577,1.455942,[45 23] ; [44 34],[41.45205479 26.54794521] ; [47.54794521 30.45205479],0
r1,1,0.229758,1.44236,[55 13] ; [55 21],[51.94444444 16.05555556] ; [58.05555556 17.94444444],0
n1,1,0.23437,1.414141,[6 5] ; [ 8 16],[4.4 6.6] ; [ 9.6 14.4],0
s2,1,0.266307,1.23567,[23 44] ; [33 43],[26.23776224 40.76223776] ; [29.76223776 46.23776224],0
n5,1,0.285795,1.139325,[53 15] ; [54 23],[50.17931034 17.82068966] ; [56.82068966 20.17931034],0
p4,1,0.477602,0.504335,[38 30] ; [39 39],[35.8630137 32.1369863] ; [41.1369863 36.8630137],0
d2,1,0.496368,0.462694,[15 53] ; [21 57],[16.76712329 51.23287671] ; [19.23287671 58.76712329],0
n2,1,0.621273,0.244082,[9 2] ; [22  3],[9.47222222 1.52777778] ; [21.52777778  3.47222222],0
v4,1,0.634289,0.226289,[67  1] ; [75  2],[66.59310345  1.40689655] ; [75.40689655  1.59310345],0
a4,1,0.642346,0.215687,[17 50] ; [17 60],[15.81944444 51.18055556] ; [18.18055556 58.81944444],0
s6,1,0.684267,0.165362,[41 24] ; [46 31],[39.82394366 25.17605634] ; [47.17605634 29.82394366],0
n6,1,0.712922,0.135376,[56 12] ; [66 12],[56.82191781 11.17808219] ; [65.17808219 12.82191781],0
b5,1,0.722073,0.126515,[39 29] ; [47 31],[40.05479452 27.94520548] ; [45.94520548 32.05479452],0
b4,1,0.757162,0.095611,[34 34] ; [41 37],[34.93150685 33.06849315] ; [40.06849315 37.93150685],0
u2,1,0.77656,0.080545,[16 22] ; [15 18],[16.5915493 21.4084507] ; [14.4084507 18.5915493],0
