Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,25.242834,[87 25] ; [16 29],[73.47770701 38.52229299] ; [29.52229299 15.47770701],1
p8,1,0.008584,6.907476,[38 73] ; [ 6 39],[31.30769231 79.69230769] ; [12.69230769 32.30769231],0
p4,1,0.010793,6.499084,[60 52] ; [14 31],[52.78980892 59.21019108] ; [21.21019108 23.78980892],0
p2,1,0.012052,6.303261,[89 23] ; [27 18],[82.75159236 29.24840764] ; [33.24840764 11.75159236],0
b1,1,0.028385,4.804558,[34 78] ; [22 23],[39.94904459 72.05095541] ; [16.05095541 28.94904459],0
n6,1,0.028569,4.793389,[90 22] ; [28 16],[84.71794872 27.28205128] ; [33.28205128 10.71794872],0
a6,1,0.030153,4.70056,[80 32] ; [24 21],[74.1910828 37.8089172] ; [29.8089172 15.1910828],0
r4,1,0.04326,4.085214,[99 13] ; [34 11],[94.87898089 17.12101911] ; [38.12101911  6.87898089],0
s8,1,0.080675,3.051251,[35 75] ; [21 24],[39.74193548 70.25806452] ; [16.25806452 28.74193548],0
d4,1,0.092432,2.831505,[91 21] ; [31 14],[87.03184713 24.96815287] ; [34.96815287 10.03184713],0
n1,1,0.126422,2.335902,[10 18] ; [9 6],[12.37209302 15.62790698] ; [6.62790698 8.37209302],0
a2,1,0.163545,1.941139,[29 83] ; [ 7 38],[25.68152866 86.31847134] ; [10.31847134 34.68152866],0
b4,1,0.189132,1.724368,[70 42] ; [23 22],[66.34394904 45.65605096] ; [26.65605096 18.34394904],0
v2,1,0.195152,1.678285,[69 39] ; [22 20],[65.52 42.48] ; [25.48 16.52],0
u1,1,0.195688,1.674269,[19 93] ; [ 4 41],[16.40764331 95.59235669] ; [ 6.59235669 38.40764331],0
b3,1,0.215154,1.536405,[21 38] ; [17 18],[23.85106383 35.14893617] ; [14.14893617 20.85106383],0
b2,1,0.215154,1.536405,[21 38] ; [17 18],[23.85106383 35.14893617] ; [14.14893617 20.85106383],0
v3,1,0.215499,1.534096,[49 59] ; [14 27],[45.66442953 62.33557047] ; [17.33557047 23.66442953],0
p5,1,0.219842,1.505399,[12 99] ; [ 2 42],[ 10.02580645 100.97419355] ; [ 3.97419355 40.02580645],0
d1,1,0.233566,1.41901,[64 48] ; [21 24],[60.63694268 51.36305732] ; [24.36305732 20.63694268],0
a4,1,0.347613,0.882154,[50 61] ; [24 21],[52.65384615 58.34615385] ; [21.34615385 23.65384615],0
p6,1,0.378566,0.775354,[21 88] ; [ 6 39],[19.11038961 89.88961039] ; [ 7.88961039 37.11038961],0
s1,1,0.402464,0.700951,[  4 107] ; [ 3 42],[  4.98076923 106.01923077] ; [ 2.01923077 42.98076923],0
d5,1,0.403942,0.696559,[89 23] ; [33 12],[87.03184713 24.96815287] ; [34.96815287 10.03184713],0
r3,1,0.424138,0.638821,[103   8] ; [40  5],[101.75   9.25] ; [41.25  3.75],0
s3,1,0.497644,0.459957,[53 54] ; [25 20],[54.90789474 52.09210526] ; [23.09210526 21.90789474],0
p12,1,0.544877,0.366575,[ 11 100] ; [ 3 41],[ 10.02580645 100.97419355] ; [ 3.97419355 40.02580645],0
n3,1,0.54622,0.364133,[18 10] ; [11  4],[18.88372093  9.11627907] ; [10.11627907  4.88372093],0
r1,1,0.561861,0.336492,[87 25] ; [33 12],[85.60509554 26.39490446] ; [34.39490446 10.60509554],0
a1,1,0.568818,0.324665,[  3 109] ; [ 2 43],[  3.56687898 108.43312102] ; [ 1.43312102 43.56687898],0
n5,1,0.602435,0.271339,[77 35] ; [29 16],[75.61783439 36.38216561] ; [30.38216561 14.61783439],0
p10,1,0.63045,0.23145,[80 31] ; [30 14],[78.77419355 32.22580645] ; [31.22580645 12.77419355],0
s7,1,0.634551,0.225939,[43 62] ; [19 23],[44.28571429 60.71428571] ; [17.71428571 24.28571429],0
s2,1,0.639633,0.219222,[55 52] ; [25 20],[56.31578947 50.68421053] ; [23.68421053 21.31578947],0
v4,1,0.681153,0.168831,[104   8] ; [40  4],[103.38461538   8.61538462] ; [40.61538462  3.38461538],0
n2,1,0.711465,0.136818,[21  7] ; [12  3],[21.48837209  6.51162791] ; [11.51162791  3.48837209],0
s6,1,0.718975,0.129477,[71 38] ; [30 14],[71.95424837 37.04575163] ; [29.04575163 14.95424837],0
d2,1,0.738574,0.111384,[51 60] ; [22 23],[51.94230769 59.05769231] ; [21.05769231 23.94230769],0
u2,1,0.743183,0.107348,[23 14] ; [8 6],[22.49019608 14.50980392] ; [8.50980392 5.49019608],0
p9,1,0.744505,0.106207,[90 20] ; [35  9],[89.28571429 20.71428571] ; [35.71428571  8.28571429],0
s5,1,0.746524,0.104475,[30 74] ; [11 31],[29.20547945 74.79452055] ; [11.79452055 30.20547945],0
a8,1,0.765594,0.088889,[11 87] ; [ 4 38],[10.5 87.5] ; [ 4.5 37.5],0
s4,1,0.772313,0.083724,[15 94] ; [ 7 38],[15.57142857 93.42857143] ; [ 6.42857143 38.57142857],0
a3,1,0.78865,0.071858,[74 37] ; [31 14],[74.71153846 36.28846154] ; [30.28846154 14.71153846],0
p11,1,0.855862,0.032995,[78 34] ; [32 13],[78.47133758 33.52866242] ; [31.52866242 13.47133758],0
p1,1,0.857357,0.032306,[ 11 101] ; [ 4 41],[ 10.70063694 101.29936306] ; [ 4.29936306 40.70063694],0
u3,1,0.919469,0.010222,[25 13] ; [9 5],[24.84615385 13.15384615] ; [9.15384615 4.84615385],0
a5,1,0.920494,0.009962,[83 29] ; [33 12],[82.75159236 29.24840764] ; [33.24840764 11.75159236],0
r2,1,0.922988,0.009345,[105   7] ; [42  3],[104.86624204   7.13375796] ; [42.13375796  2.86624204],0
b5,1,0.943144,0.005086,[74 38] ; [30 15],[74.1910828 37.8089172] ; [29.8089172 15.1910828],0
p3,1,0.954802,0.003212,[40 71] ; [16 29],[39.84615385 71.15384615] ; [16.15384615 28.84615385],0
n4,1,0.987843,0.000232,[82 30] ; [33 12],[82.03821656 29.96178344] ; [32.96178344 12.03821656],0
