Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,1.3e-05,19.059775,[53 16] ; [40 54],[39.36809816 29.63190184] ; [53.63190184 40.36809816],1
p3,1,0.000114,14.88562,[33 36] ; [18 75],[21.72222222 47.27777778] ; [29.27777778 63.72222222],1
p6,1,0.000389,12.583877,[23 45] ; [10 82],[14.025 53.975] ; [18.975 73.025],1
r3,1,0.002267,9.320113,[60  9] ; [62 32],[51.64417178 17.35582822] ; [70.35582822 23.64417178],0
r4,1,0.002408,9.209495,[54 15] ; [52 42],[44.87116564 24.12883436] ; [61.12883436 32.87116564],0
p8,1,0.002777,8.948198,[29 38] ; [20 74],[20.39130435 46.60869565] ; [28.60869565 65.39130435],0
b5,1,0.003162,8.711479,[51 18] ; [48 46],[41.90797546 27.09202454] ; [57.09202454 36.90797546],0
n3,1,0.003391,8.584424,[16  3] ; [20 25],[10.6875  8.3125] ; [25.3125 19.6875],0
p4,1,0.003661,8.444681,[34 34] ; [26 68],[25.18518519 42.81481481] ; [34.81481481 59.18518519],0
p1,1,0.008413,6.943336,[ 1 68] ; [12 82],[ 5.50306748 63.49693252] ; [ 7.49693252 86.50306748],0
b3,1,0.015876,5.816524,[ 7 29] ; [23 29],[12.27272727 23.72727273] ; [17.72727273 34.27272727],0
b2,1,0.015876,5.816524,[ 7 29] ; [23 29],[12.27272727 23.72727273] ; [17.72727273 34.27272727],0
p10,1,0.015898,5.814089,[35 34] ; [29 62],[27.6 41.4] ; [36.4 54.6],0
s6,1,0.026393,4.930118,[37 32] ; [34 60],[30.05521472 38.94478528] ; [40.94478528 53.05521472],0
n6,1,0.03621,4.387185,[49 20] ; [51 42],[42.59259259 26.40740741] ; [57.40740741 35.59259259],0
v4,1,0.039315,4.247223,[59  9] ; [69 25],[53.72839506 14.27160494] ; [74.27160494 19.72839506],0
b4,1,0.04197,4.1364,[30 39] ; [56 38],[36.40490798 32.59509202] ; [49.59509202 44.40490798],0
n2,1,0.077797,3.110326,[14  5] ; [24 24],[10.7761194  8.2238806] ; [27.2238806 20.7761194],0
a6,1,0.083654,2.992439,[44 24] ; [48 46],[38.61728395 29.38271605] ; [53.38271605 40.61728395],0
a7,1,0.087268,2.924059,[50 18] ; [57 37],[44.91358025 23.08641975] ; [62.08641975 31.91358025],0
p9,1,0.092871,2.823884,[39 29] ; [39 50],[33.78343949 34.21656051] ; [44.21656051 44.78343949],0
u3,1,0.097665,2.743262,[15 10] ; [16 25],[11.74242424 13.25757576] ; [19.25757576 21.74242424],0
s3,1,0.14243,2.151506,[33 35] ; [34 58],[28.475 39.525] ; [38.525 53.475],0
s2,1,0.163089,1.945351,[27 42] ; [27 67],[22.85889571 46.14110429] ; [31.14110429 62.85889571],0
v1,1,0.230445,1.438115,[27 42] ; [28 65],[23.42592593 45.57407407] ; [31.57407407 61.42592593],0
a8,1,0.232574,1.425053,[ 6 57] ; [ 4 83],[ 4.2 58.8] ; [ 5.8 81.2],0
r2,1,0.234179,1.415296,[59  9] ; [74 19],[56.17391304 11.82608696] ; [76.82608696 16.17391304],0
d1,1,0.266802,1.233113,[27 42] ; [45 49],[30.47852761 38.52147239] ; [41.52147239 52.47852761],0
u2,1,0.297953,1.083333,[12 13] ; [14 26],[10. 15.] ; [16. 24.],0
a5,1,0.328662,0.954164,[42 27] ; [50 44],[38.94478528 30.05521472] ; [53.05521472 40.94478528],0
a1,1,0.37911,0.773585,[ 4 65] ; [ 9 85],[ 5.50306748 63.49693252] ; [ 7.49693252 86.50306748],0
s7,1,0.428048,0.628115,[17 47] ; [28 58],[19.2 44.8] ; [25.8 60.2],0
s1,1,0.459176,0.547902,[ 5 64] ; [10 84],[ 6.34969325 62.65030675] ; [ 8.65030675 85.34969325],0
v2,1,0.537854,0.379532,[26 39] ; [32 59],[24.16666667 40.83333333] ; [33.83333333 57.16666667],0
d2,1,0.578363,0.308888,[27 41] ; [41 52],[28.72049689 39.27950311] ; [39.27950311 53.72049689],0
s8,1,0.586874,0.295253,[13 56] ; [21 73],[14.39263804 54.60736196] ; [19.60736196 74.39263804],0
a3,1,0.596712,0.279984,[42 26] ; [53 39],[40.375 27.625] ; [54.625 37.375],0
n1,1,0.607098,0.264423,[ 8 10] ; [18 30],[ 7.09090909 10.90909091] ; [18.90909091 29.09090909],0
r1,1,0.614138,0.254193,[46 22] ; [60 34],[44.49382716 23.50617284] ; [61.50617284 32.49382716],0
d3,1,0.635331,0.2249,[39 27] ; [52 42],[37.5375 28.4625] ; [53.4625 40.5375],0
u1,1,0.63636,0.223534,[ 9 60] ; [10 84],[ 8.04294479 60.95705521] ; [10.95705521 83.04294479],0
p5,1,0.63714,0.222502,[ 4 64] ; [ 4 90],[ 3.35802469 64.64197531] ; [ 4.64197531 89.35802469],0
n5,1,0.676662,0.173908,[42 26] ; [55 39],[40.71604938 27.28395062] ; [56.28395062 37.71604938],0
a2,1,0.684289,0.165338,[15 54] ; [18 76],[13.96932515 55.03067485] ; [19.03067485 74.96932515],0
u4,1,0.750201,0.101362,[ 1 68] ; [ 2 92],[ 1.26993865 67.73006135] ; [ 1.73006135 92.26993865],0
d4,1,0.780243,0.077843,[47 20] ; [64 30],[46.19254658 20.80745342] ; [64.80745342 29.19254658],0
p12,1,0.825201,0.048779,[ 1 68] ; [ 1 93],[ 0.84662577 68.15337423] ; [ 1.15337423 92.84662577],0
b1,1,0.888569,0.019632,[36 33] ; [48 46],[35.55828221 33.44171779] ; [48.44171779 45.55828221],0
d5,1,0.938744,0.005906,[46 21] ; [64 30],[45.77639752 21.22360248] ; [64.22360248 29.77639752],0
s4,1,0.958326,0.002731,[ 9 60] ; [12 82],[ 8.88957055 60.11042945] ; [12.11042945 81.88957055],0
a4,1,0.962594,0.002199,[26 43] ; [35 57],[26.14285714 42.85714286] ; [34.85714286 57.14285714],0
n4,1,0.984193,0.000393,[41 28] ; [56 38],[41.06134969 27.93865031] ; [55.93865031 38.06134969],0
v3,1,0.994447,4.8e-05,[19 48] ; [25 63],[19.01935484 47.98064516] ; [24.98064516 63.01935484],0
