Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,61.957588,[33 64] ; [232  68],[64.74811083 32.25188917] ; [200.25188917  99.74811083],1
d3,1,0.0,39.146535,[55 42] ; [260  41],[76.77135678 20.22864322] ; [238.22864322  62.77135678],1
a2,1,3e-06,21.605958,[ 6 91] ; [ 88 213],[22.90954774 74.09045226] ; [ 71.09045226 229.90954774],1
b5,1,2e-05,18.15893,[37 60] ; [189 112],[55.08040201 41.91959799] ; [170.91959799 130.08040201],1
u1,1,3.2e-05,17.311117,[ 4 93] ; [ 69 232],[17.79145729 79.20854271] ; [ 55.20854271 245.79145729],1
b1,1,0.013852,6.056885,[46 51] ; [101 200],[35.82663317 61.17336683] ; [111.17336683 189.82663317],0
r2,1,0.014709,5.951042,[85  9] ; [287  10],[89.43222506  4.56777494] ; [282.56777494  14.43222506],0
s8,1,0.03011,4.703022,[59 38] ; [143 154],[49.73096447 47.26903553] ; [152.26903553 144.73096447],0
b3,1,0.051756,3.783643,[30 31] ; [ 64 118],[23.59670782 37.40329218] ; [ 70.40329218 111.59670782],0
b2,1,0.051756,3.783643,[30 31] ; [ 64 118],[23.59670782 37.40329218] ; [ 70.40329218 111.59670782],0
n1,1,0.057069,3.620584,[10  7] ; [16 33],[ 6.6969697 10.3030303] ; [19.3030303 29.6969697],0
s5,1,0.062286,3.475452,[44 50] ; [103 183],[36.36315789 57.63684211] ; [110.63684211 175.36315789],0
p12,1,0.066364,3.37073,[ 5 91] ; [ 35 264],[ 9.72151899 86.27848101] ; [ 30.27848101 268.72151899],0
s7,1,0.070866,3.262858,[57 36] ; [144 141],[49.45238095 43.54761905] ; [151.54761905 133.45238095],0
b4,1,0.074097,3.189849,[49 48] ; [183 118],[56.54271357 40.45728643] ; [175.45728643 125.54271357],0
n2,1,0.090966,2.857194,[11  6] ; [42  8],[13.44776119  3.55223881] ; [39.55223881 10.44776119],0
p2,1,0.104832,2.630445,[86 11] ; [281  19],[89.67002519  7.32997481] ; [277.32997481  22.67002519],0
