Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,76.172233,[325  92] ; [56 89],[282.69928826 134.30071174] ; [98.30071174 46.69928826],1
d3,1,0.0,40.695025,[327  91] ; [73 72],[296.98046181 121.01953819] ; [103.01953819  41.98046181],1
u1,1,1e-06,24.433839,[111 309] ; [ 10 135],[ 89.94690265 330.05309735] ; [ 31.05309735 113.94690265],1
a2,1,2e-06,22.415975,[134 286] ; [ 17 128],[112.24778761 307.75221239] ; [ 38.75221239 106.24778761],1
b5,1,4e-06,21.309032,[282 138] ; [66 79],[258.69026549 161.30973451] ; [89.30973451 55.69026549],1
b1,1,0.000217,13.680838,[139 281] ; [73 72],[157.59292035 262.40707965] ; [54.40707965 90.59292035],1
p2,1,0.013367,6.119846,[360  59] ; [111  33],[350.53108348  68.46891652] ; [120.46891652  23.53108348],0
d1,1,0.019001,5.501455,[272 148] ; [78 67],[260.17699115 159.82300885] ; [89.82300885 55.17699115],0
u3,1,0.019312,5.473059,[79 33] ; [20 20],[72.94736842 39.05263158] ; [26.05263158 13.94736842],0
v2,1,0.019591,5.447957,[241 161] ; [67 71],[229.28888889 172.71111111] ; [78.71111111 59.28888889],0
r1,1,0.032242,4.585559,[371  46] ; [119  26],[363.57651246  53.42348754] ; [126.42348754  18.57651246],0
d4,1,0.047545,3.925996,[360  58] ; [114  30],[352.5480427  65.4519573] ; [121.4519573  22.5480427],0
s8,1,0.052854,3.748523,[226 191] ; [92 53],[235.95373665 181.04626335] ; [82.04626335 62.95373665],0
b2,1,0.061795,3.48855,[ 88 163] ; [42 49],[ 95.40935673 155.59064327] ; [34.59064327 56.40935673],0
b3,1,0.061795,3.48855,[ 88 163] ; [42 49],[ 95.40935673 155.59064327] ; [34.59064327 56.40935673],0
n1,1,0.103912,2.644444,[32 52] ; [19 16],[36. 48.] ; [15. 20.],0
s5,1,0.104362,2.637589,[174 236] ; [70 69],[182.22222222 227.77777778] ; [61.77777778 77.22222222],0
d5,1,0.108596,2.574542,[355  63] ; [114  30],[348.82918149  69.17081851] ; [120.17081851  23.82918149],0
s7,1,0.138167,2.198259,[239 162] ; [94 47],[246.37084871 154.62915129] ; [86.62915129 54.37084871],0
n6,1,0.141071,2.16624,[370  47] ; [121  23],[364.96791444  52.03208556] ; [126.03208556  17.96791444],0
n3,1,0.191015,1.70977,[65 20] ; [22 12],[62.14285714 22.85714286] ; [24.85714286  9.14285714],0
b4,1,0.199662,1.644843,[260 160] ; [81 64],[253.48672566 166.51327434] ; [87.51327434 57.48672566],0
p4,1,0.207768,1.586911,[280 137] ; [89 56],[273.79537367 143.20462633] ; [95.20462633 49.79537367],0
a5,1,0.226541,1.462445,[325  95] ; [105  40],[319.6460177 100.3539823] ; [110.3539823  34.6460177],0
u2,1,0.253692,1.302857,[73 39] ; [22 18],[70. 42.] ; [25. 15.],0
s4,1,0.258885,1.274712,[ 82 331] ; [ 35 109],[ 86.75224417 326.24775583] ; [ 30.24775583 113.75224417],0
r2,1,0.28136,1.160511,[411   8] ; [139   5],[409.3250444   9.6749556] ; [140.6749556   3.3250444],0
p3,1,0.300615,1.071464,[219 200] ; [83 62],[224.35815603 194.64184397] ; [77.64184397 67.35815603],0
a1,1,0.387225,0.747639,[ 21 399] ; [ 10 135],[ 23.04424779 396.95575221] ; [  7.95575221 137.04424779],0
v3,1,0.391,0.735829,[163 240] ; [62 77],[167.29704797 235.70295203] ; [57.70295203 81.29704797],0
n4,1,0.41612,0.661247,[327  92] ; [117  27],[330.43694494  88.56305506] ; [113.56305506  30.43694494],0
s2,1,0.417683,0.656825,[279 138] ; [91 53],[275.02673797 141.97326203] ; [94.97326203 49.02673797],0
d2,1,0.527829,0.39857,[214 203] ; [70 75],[210.72597865 206.27402135] ; [73.27402135 71.72597865],0
p6,1,0.528561,0.397158,[167 248] ; [61 80],[170.17985612 244.82014388] ; [57.82014388 83.17985612],0
v4,1,0.538657,0.378035,[412   8] ; [141   4],[411.07964602   8.92035398] ; [141.92035398   3.07964602],0
r3,1,0.543947,0.368274,[410   8] ; [141   4],[409.09058615   8.90941385] ; [141.90941385   3.09058615],0
s1,1,0.586183,0.296344,[ 16 397] ; [  7 135],[ 17.11531532 395.88468468] ; [  5.88468468 136.11531532],0
a8,1,0.603206,0.270187,[ 59 316] ; [ 19 118],[ 57.12890625 317.87109375] ; [ 20.87109375 116.12890625],0
p5,1,0.632302,0.228952,[ 57 360] ; [ 22 122],[ 58.72192513 358.27807487] ; [ 20.27807487 123.72192513],0
p10,1,0.63745,0.222092,[355  60] ; [120  23],[353.27060932  61.72939068] ; [121.72939068  21.27060932],0
p7,1,0.6447,0.212648,[271 134] ; [92 50],[268.76599634 136.23400366] ; [94.23400366 47.76599634],0
p9,1,0.658989,0.194754,[367  46] ; [126  18],[365.54578097  47.45421903] ; [127.45421903  16.54578097],0
p8,1,0.690561,0.158479,[229 184] ; [76 66],[226.96396396 186.03603604] ; [78.03603604 63.96396396],0
p12,1,0.691128,0.157867,[ 46 373] ; [ 14 129],[ 44.73309609 374.26690391] ; [ 15.26690391 127.73309609],0
s3,1,0.746111,0.104828,[292 120] ; [100  44],[290.47482014 121.52517986] ; [101.52517986  42.47482014],0
p11,1,0.759151,0.094001,[328  92] ; [115  30],[329.30973451  90.69026549] ; [113.69026549  31.30973451],0
v1,1,0.771219,0.084554,[235 172] ; [80 62],[233.52459016 173.47540984] ; [81.47540984 60.52459016],0
n5,1,0.777671,0.079725,[327  92] ; [114  30],[328.20426288  90.79573712] ; [112.79573712  31.20426288],0
u4,1,0.834682,0.043556,[ 13 407] ; [  5 140],[ 13.38053097 406.61946903] ; [  4.61946903 140.38053097],0
n2,1,0.839036,0.04126,[67 18] ; [27  8],[66.58333333 18.41666667] ; [27.41666667  7.58333333],0
a3,1,0.853159,0.034258,[306 112] ; [105  40],[305.14742451 112.85257549] ; [105.85257549  39.14742451],0
a4,1,0.904482,0.0144,[194 224] ; [66 78],[193.38078292 224.61921708] ; [66.61921708 77.38078292],0
p1,1,0.907769,0.013422,[ 39 378] ; [ 13 131],[ 38.65240642 378.34759358] ; [ 13.34759358 130.65240642],0
