Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,67.438192,[106  60] ; [ 1 58],[78.94222222 87.05777778] ; [28.05777778 30.94222222],1
d4,1,0.0,53.832562,[145  21] ; [23 36],[123.94666667  42.05333333] ; [44.05333333 14.94666667],1
a5,1,0.0,44.188723,[134  32] ; [20 39],[113.61777778  52.38222222] ; [40.38222222 18.61777778],1
a3,1,0.0,33.290194,[133  33] ; [23 35],[115.60714286  50.39285714] ; [40.39285714 17.60714286],1
a4,1,0.0,29.736348,[91 74] ; [ 8 50],[73.25112108 91.74887892] ; [25.74887892 32.25112108],1
d3,1,1.4e-05,18.819686,[88 78] ; [12 47],[73.77777778 92.22222222] ; [26.22222222 32.77777778],1
d2,1,3.7e-05,17.002479,[93 71] ; [15 44],[79.42600897 84.57399103] ; [28.57399103 30.42600897],1
r2,1,0.000192,13.907134,[153  10] ; [45 14],[145.37837838  17.62162162] ; [52.62162162  6.37837838],1
s7,1,0.000297,13.089606,[94 66] ; [18 40],[82.20183486 77.79816514] ; [29.79816514 28.20183486],1
r1,1,0.00079,11.264862,[126  40] ; [31 28],[115.83111111  50.16888889] ; [41.16888889 17.83111111],1
p10,1,0.00095,10.921739,[135  30] ; [35 23],[125.78475336  39.21524664] ; [44.21524664 13.78475336],1
v3,1,0.001019,10.793063,[75 89] ; [12 45],[64.56108597 99.43891403] ; [22.43891403 34.56108597],0
s6,1,0.002005,9.545339,[111  49] ; [27 31],[101.28440367  58.71559633] ; [36.71559633 21.28440367],0
s2,1,0.002105,9.455758,[87 78] ; [17 41],[76.95067265 88.04932735] ; [27.04932735 30.95067265],0
v2,1,0.002791,8.939255,[87 77] ; [16 38],[77.48623853 86.51376147] ; [25.51376147 28.48623853],0
r4,1,0.002904,8.86711,[142  24] ; [40 19],[134.27555556  31.72444444] ; [47.72444444 11.27555556],0
s5,1,0.003242,8.665889,[68 90] ; [12 45],[58.79069767 99.20930233] ; [21.20930233 35.79069767],0
p3,1,0.005292,7.77698,[88 77] ; [19 40],[78.81696429 86.18303571] ; [28.18303571 30.81696429],0
v1,1,0.00543,7.730395,[87 74] ; [19 39],[77.92694064 83.07305936] ; [28.07305936 29.92694064],0
p4,1,0.006483,7.410942,[95 69] ; [22 37],[86.04484305 77.95515695] ; [30.95515695 28.04484305],0
p2,1,0.009322,6.760123,[133  31] ; [38 21],[125.75784753  38.24215247] ; [45.24215247 13.75784753],0
s8,1,0.016123,5.789372,[86 79] ; [20 39],[78.08035714 86.91964286] ; [27.91964286 31.08035714],0
p1,1,0.017479,5.647667,[  9 156] ; [ 9 50],[ 13.25892857 151.74107143] ; [ 4.74107143 54.25892857],0
p7,1,0.017652,5.630362,[108  54] ; [29 30],[100.42533937  61.57466063] ; [36.57466063 22.42533937],0
p9,1,0.018728,5.526772,[139  25] ; [41 17],[132.97297297  31.02702703] ; [47.02702703 10.97297297],0
r3,1,0.020832,5.340809,[153  13] ; [48 11],[148.29333333  17.70666667] ; [52.70666667  6.29333333],0
n4,1,0.036856,4.357074,[139  27] ; [42 17],[133.53777778  32.46222222] ; [47.46222222 11.53777778],0
a2,1,0.047361,3.932506,[ 16 150] ; [ 1 58],[ 12.54222222 153.45777778] ; [ 4.45777778 54.54222222],0
p6,1,0.055648,3.662569,[ 62 101] ; [14 44],[ 56.05429864 106.94570136] ; [19.94570136 38.05429864],0
