Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,41.347587,[ 17 243] ; [22 38],[ 31.6875 228.3125] ; [ 7.3125 52.6875],1
p1,1,1e-06,23.880274,[ 24 236] ; [20 40],[ 35.75 224.25] ; [ 8.25 51.75],1
p8,1,2e-06,22.543612,[165  94] ; [57  3],[180.24451411  78.75548589] ; [41.75548589 18.24451411],1
a1,1,1.9e-05,18.275367,[ 11 250] ; [12 48],[ 18.70093458 242.29906542] ; [ 4.29906542 55.70093458],1
s5,1,2.8e-05,17.521881,[ 95 154] ; [38 17],[108.9375 140.0625] ; [24.0625 30.9375],1
p3,1,0.000108,14.985046,[156 105] ; [51  8],[168.834375  92.165625] ; [38.165625 20.834375],1
v3,1,0.000688,11.522484,[ 94 161] ; [36 23],[105.57324841 149.42675159] ; [24.42675159 34.57324841],1
p4,1,0.001286,10.36286,[199  62] ; [56  3],[207.984375  53.015625] ; [47.015625 11.984375],0
s6,1,0.001458,10.130322,[182  76] ; [51  5],[191.44585987  66.55414013] ; [41.55414013 14.44585987],0
n5,1,0.001712,9.835051,[200  59] ; [57  3],[208.66144201  50.33855799] ; [48.33855799 11.66144201],0
b5,1,0.001802,9.740697,[166  95] ; [25 35],[155.29906542 105.70093458] ; [35.70093458 24.29906542],0
s7,1,0.002316,9.280504,[147 104] ; [45 11],[156.9771987  94.0228013] ; [35.0228013 20.9771987],0
u4,1,0.009876,6.657099,[  5 256] ; [ 5 55],[  8.13084112 252.86915888] ; [ 1.86915888 58.13084112],0
p7,1,0.011888,6.32749,[209  47] ; [56  3],[215.36507937  40.63492063] ; [49.63492063  9.36507937],0
s1,1,0.039613,4.234401,[  7 251] ; [ 5 55],[  9.73584906 248.26415094] ; [ 2.26415094 57.73584906],0
n6,1,0.044302,4.045006,[227  32] ; [57  2],[231.3081761  27.6918239] ; [52.6918239  6.3081761],0
p9,1,0.048603,3.889011,[229  31] ; [58  2],[233.1875  26.8125] ; [53.8125  6.1875],0
p10,1,0.049308,3.864835,[215  43] ; [56  4],[219.86792453  38.13207547] ; [51.13207547  8.86792453],0
p11,1,0.055466,3.668026,[207  54] ; [54  6],[212.21495327  48.78504673] ; [48.78504673 11.21495327],0
n4,1,0.058485,3.579841,[213  48] ; [55  5],[217.90654206  43.09345794] ; [50.09345794  9.90654206],0
s3,1,0.067872,3.333741,[147 113] ; [41 18],[153.22884013 106.77115987] ; [34.77115987 24.22884013],0
s8,1,0.08679,2.932918,[140 120] ; [39 20],[145.89341693 114.10658307] ; [33.10658307 25.89341693],0
d5,1,0.147694,2.095904,[218  41] ; [45 14],[214.20440252  44.79559748] ; [48.79559748 10.20440252],0
d3,1,0.148561,2.086961,[195  64] ; [39 20],[190.58490566  68.41509434] ; [43.41509434 15.58490566],0
s2,1,0.158891,1.98475,[152 108] ; [41 19],[156.8125 103.1875] ; [36.1875 23.8125],0
r1,1,0.237721,1.394058,[209  52] ; [52  8],[212.21495327  48.78504673] ; [48.78504673 11.21495327],0
n3,1,0.258944,1.274394,[41 14] ; [7 5],[39.40298507 15.59701493] ; [8.59701493 3.40298507],0
r4,1,0.26496,1.242652,[242  19] ; [58  2],[243.92523364  17.07476636] ; [56.07476636  3.92523364],0
v1,1,0.271617,1.208562,[155 103] ; [40 19],[158.70662461  99.29337539] ; [36.29337539 22.70662461],0
d4,1,0.274951,1.191879,[222  38] ; [47 12],[219.2476489  40.7523511] ; [49.7523511  9.2476489],0
n1,1,0.297231,1.086578,[23 32] ; [7 5],[24.62686567 30.37313433] ; [5.37313433 6.62686567],0
d2,1,0.298132,1.082531,[139 122] ; [27 32],[135.39375 125.60625] ; [30.60625 28.39375],0
d1,1,0.32277,0.977689,[170  91] ; [35 25],[166.68224299  94.31775701] ; [38.31775701 21.68224299],0
a8,1,0.332696,0.938376,[ 31 205] ; [10 45],[ 33.25085911 202.74914089] ; [ 7.74914089 47.25085911],0
a3,1,0.332966,0.937326,[187  72] ; [47 13],[189.98746082  69.01253918] ; [44.01253918 15.98746082],0
n2,1,0.337487,0.919953,[39 17] ; [10  2],[40.35294118 15.64705882] ; [8.64705882 3.35294118],0
s4,1,0.401959,0.702459,[ 56 200] ; [10 49],[ 53.63809524 202.36190476] ; [12.36190476 46.63809524],0
a5,1,0.480531,0.497657,[193  68] ; [47 13],[195.14018692  65.85981308] ; [44.85981308 15.14018692],0
a7,1,0.482412,0.493406,[187  72] ; [46 14],[189.17554859  69.82445141] ; [43.82445141 16.17554859],0
u2,1,0.505462,0.44345,[44 30] ; [9 4],[45.08045977 28.91954023] ; [7.91954023 5.08045977],0
a4,1,0.530913,0.392644,[133 127] ; [28 32],[130.8125 129.1875] ; [30.1875 29.8125],0
b1,1,0.552364,0.3531,[111 150] ; [23 37],[108.95327103 152.04672897] ; [25.04672897 34.95327103],0
a2,1,0.620552,0.245093,[ 69 192] ; [14 46],[ 67.48598131 193.51401869] ; [15.51401869 44.48598131],0
p2,1,0.740834,0.109395,[231  30] ; [54  6],[231.72897196  29.27102804] ; [53.27102804  6.72897196],0
r3,1,0.792871,0.068951,[249  11] ; [57  3],[248.625  11.375] ; [57.375  2.625],0
b4,1,0.802667,0.062448,[152 109] ; [36 24],[152.85981308 108.14018692] ; [35.14018692 24.85981308],0
b2,1,0.804321,0.061385,[73 87] ; [21 23],[73.7254902 86.2745098] ; [20.2745098 23.7254902],0
b3,1,0.804321,0.061385,[73 87] ; [21 23],[73.7254902 86.2745098] ; [20.2745098 23.7254902],0
a6,1,0.84244,0.039511,[171  89] ; [38 21],[170.34482759  89.65517241] ; [38.65517241 20.34482759],0
u1,1,0.8751,0.024707,[ 59 202] ; [13 47],[ 58.54205607 202.45794393] ; [13.45794393 46.54205607],0
u3,1,0.919245,0.010279,[46 27] ; [8 5],[45.8372093 27.1627907] ; [8.1627907 4.8372093],0
r2,1,0.92989,0.007741,[249   8] ; [58  2],[248.89274448   8.10725552] ; [58.10725552  1.89274448],0
v2,1,0.935571,0.006535,[149 107] ; [34 25],[148.72380952 107.27619048] ; [34.27619048 24.72380952],0
