Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.003848,8.354213,[29 16] ; [22 39],[21.6509434 23.3490566] ; [29.3490566 31.6509434],0
r3,1,0.012966,6.173767,[39  4] ; [43 18],[33.90384615  9.09615385] ; [48.09615385 12.90384615],0
p10,1,0.015905,5.813356,[30 13] ; [27 32],[24.02941176 18.97058824] ; [32.97058824 26.02941176],0
a7,1,0.031308,4.63598,[27 17] ; [24 36],[21.57692308 22.42307692] ; [29.42307692 30.57692308],0
r2,1,0.041459,4.157153,[41  3] ; [48 13],[37.2952381  6.7047619] ; [51.7047619  9.2952381],0
p9,1,0.046184,3.974863,[32 13] ; [30 28],[27.08737864 17.91262136] ; [34.91262136 23.08737864],0
v2,1,0.053996,3.712818,[19 24] ; [15 43],[14.47524752 28.52475248] ; [19.52475248 38.47524752],0
p11,1,0.062024,3.482431,[31 14] ; [31 30],[26.32075472 18.67924528] ; [35.67924528 25.32075472],0
r1,1,0.064161,3.426428,[29 14] ; [30 31],[24.39423077 18.60576923] ; [34.60576923 26.39423077],0
s6,1,0.066994,3.355177,[26 18] ; [25 36],[21.37142857 22.62857143] ; [29.62857143 31.37142857],0
r4,1,0.072296,3.230113,[36  9] ; [39 22],[31.83962264 13.16037736] ; [43.16037736 17.83962264],0
n5,1,0.084628,2.973694,[36  7] ; [42 19],[32.25 10.75] ; [45.75 15.25],0
n2,1,0.085534,2.95647,[11  1] ; [19 10],[8.7804878 3.2195122] ; [21.2195122  7.7804878],0
d5,1,0.090954,2.857402,[27 18] ; [26 34],[22.71428571 22.28571429] ; [30.28571429 29.71428571],0
p3,1,0.097179,2.751246,[17 28] ; [14 47],[13.16037736 31.83962264] ; [17.83962264 43.16037736],0
s5,1,0.097215,2.750646,[ 3 40] ; [11 49],[ 5.84466019 37.15533981] ; [ 8.15533981 51.84466019],0
u3,1,0.119011,2.430288,[10  7] ; [11 20],[7.4375 9.5625] ; [13.5625 17.4375],0
a2,1,0.124456,2.360333,[ 6 39] ; [ 3 58],[ 3.82075472 41.17924528] ; [ 5.17924528 55.82075472],0
p4,1,0.133904,2.246651,[22 23] ; [21 40],[18.25471698 26.74528302] ; [24.74528302 36.25471698],0
s8,1,0.154465,2.027593,[16 29] ; [14 47],[12.73584906 32.26415094] ; [17.26415094 43.73584906],0
s3,1,0.174125,1.84707,[25 19] ; [26 34],[21.57692308 22.42307692] ; [29.42307692 30.57692308],0
v3,1,0.18463,1.759953,[14 30] ; [12 47],[11.10679612 32.89320388] ; [14.89320388 44.10679612],0
a1,1,0.188282,1.731012,[ 1 44] ; [ 5 56],[ 2.54716981 42.45283019] ; [ 3.45283019 57.54716981],0
v4,1,0.198624,1.652462,[38  5] ; [48 13],[35.55769231  7.44230769] ; [50.44230769 10.55769231],0
a3,1,0.212611,1.553558,[28 17] ; [30 30],[24.85714286 20.14285714] ; [33.14285714 26.85714286],0
n6,1,0.221506,1.494589,[35  9] ; [42 19],[32.26666667 11.73333333] ; [44.73333333 16.26666667],0
p1,1,0.232835,1.42346,[ 5 40] ; [ 3 58],[ 3.39622642 41.60377358] ; [ 4.60377358 56.39622642],0
n4,1,0.297718,1.084387,[31 12] ; [38 23],[28.52884615 14.47115385] ; [40.47115385 20.52884615],0
s2,1,0.305391,1.050505,[19 25] ; [20 40],[16.5 27.5] ; [22.5 37.5],0
u2,1,0.311056,1.026186,[8 9] ; [10 21],[ 6.375 10.625] ; [11.625 19.375],0
s7,1,0.314577,1.01136,[15 27] ; [15 42],[12.72727273 29.27272727] ; [17.27272727 39.72727273],0
b5,1,0.347973,0.880837,[27 18] ; [31 30],[24.62264151 20.37735849] ; [33.37735849 27.62264151],0
s1,1,0.373792,0.79102,[ 4 38] ; [ 3 57],[ 2.88235294 39.11764706] ; [ 4.11764706 55.88235294],0
