Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,85.016733,[40 60] ; [306  54],[75.2173913 24.7826087] ; [270.7826087  89.2173913],1
d3,1,0.0,50.443283,[70 30] ; [342  19],[89.37093275 10.62906725] ; [322.62906725  38.37093275],1
a2,1,0.0,34.379148,[13 87] ; [164 199],[38.22894168 61.77105832] ; [138.77105832 224.22894168],1
u1,1,1e-06,25.194128,[10 90] ; [131 232],[30.45356371 69.54643629] ; [110.54643629 252.45356371],1
b5,1,3e-06,21.735399,[41 59] ; [242 121],[61.12311015 38.87688985] ; [221.87688985 141.12311015],1
b1,1,4.9e-05,16.498179,[55 45] ; [119 244],[37.58099352 62.41900648] ; [136.41900648 226.58099352],1
s5,1,0.014169,6.016957,[46 49] ; [121 228],[35.73198198 59.26801802] ; [131.26801802 217.73198198],0
v4,1,0.01476,5.944887,[93  6] ; [356   6],[96.42299349  2.57700651] ; [352.57700651   9.42299349],0
v2,1,0.071816,3.241009,[53 45] ; [223 125],[60.64573991 37.35426009] ; [215.35426009 132.64573991],0
s4,1,0.074277,3.185876,[22 76] ; [ 53 303],[16.18942731 81.81057269] ; [ 58.81057269 297.18942731],0
p4,1,0.075431,3.160694,[57 41] ; [244 116],[64.40611354 33.59388646] ; [236.59388646 123.40611354],0
u4,1,0.115685,2.474785,[ 6 94] ; [ 10 353],[ 3.45572354 96.54427646] ; [ 12.54427646 350.45572354],0
s8,1,0.151823,2.05384,[57 42] ; [177 181],[50.69146608 48.30853392] ; [183.30853392 174.69146608],0
p12,1,0.164241,1.93474,[ 6 90] ; [ 40 322],[ 9.6419214 86.3580786] ; [ 36.3580786 325.6419214],0
s7,1,0.187745,1.735228,[56 36] ; [184 162],[50.4109589 41.5890411] ; [189.5890411 156.4109589],0
p1,1,0.216444,1.527795,[ 5 94] ; [ 32 329],[ 7.96304348 91.03695652] ; [ 29.03695652 331.96304348],0
d2,1,0.226139,1.464985,[78 22] ; [259 101],[73.26086957 26.73913043] ; [263.73913043  96.26086957],0
b3,1,0.251402,1.315496,[30 35] ; [ 88 142],[26. 39.] ; [ 92. 138.],0
b2,1,0.251402,1.315496,[30 35] ; [ 88 142],[26. 39.] ; [ 92. 138.],0
r2,1,0.252644,1.308624,[94  3] ; [357   5],[95.30936819  1.69063181] ; [355.69063181   6.30936819],0
r3,1,0.257751,1.280794,[94  5] ; [351  10],[95.77173913  3.22826087] ; [349.22826087  11.77173913],0
p5,1,0.277335,1.180102,[15 82] ; [ 41 319],[11.88621444 85.11378556] ; [ 44.11378556 315.88621444],0
r4,1,0.28032,1.165539,[94  6] ; [350  13],[95.89632829  4.10367171] ; [348.10367171  14.89632829],0
b4,1,0.28853,1.126469,[55 45] ; [221 142],[59.6112311 40.3887689] ; [216.3887689 146.6112311],0
p7,1,0.303918,1.056923,[68 28] ; [229 122],[63.7852349 32.2147651] ; [233.2147651 117.7852349],0
a8,1,0.36494,0.820822,[11 85] ; [ 47 263],[13.71428571 82.28571429] ; [ 44.28571429 265.71428571],0
n4,1,0.367575,0.811847,[83 15] ; [293  70],[79.93058568 18.06941432] ; [296.06941432  66.93058568],0
d5,1,0.370066,0.803442,[98  1] ; [352   9],[96.84782609  2.15217391] ; [353.15217391   7.84782609],0
p9,1,0.394497,0.725035,[81 16] ; [311  47],[83.56923077 13.43076923] ; [308.43076923  49.56923077],0
n1,1,0.414132,0.666906,[11 13] ; [27 47],[ 9.30612245 14.69387755] ; [28.69387755 45.30612245],0
u3,1,0.469843,0.522345,[10  7] ; [51 24],[11.27173913  5.72826087] ; [49.72826087 25.27173913],0
a3,1,0.471999,0.517293,[83 17] ; [288  73],[80.47722343 19.52277657] ; [290.52277657  70.47722343],0
n5,1,0.484958,0.487693,[78 20] ; [276  86],[75.4173913 22.5826087] ; [278.5826087  83.4173913],0
p2,1,0.515098,0.423697,[81 17] ; [308  53],[83.05446623 14.94553377] ; [305.94553377  55.05446623],0
a5,1,0.54621,0.36415,[87 13] ; [307  56],[85.09719222 14.90280778] ; [308.90280778  54.09719222],0
v3,1,0.592366,0.286665,[40 56] ; [153 189],[42.30136986 53.69863014] ; [150.69863014 191.30136986],0
a4,1,0.602686,0.270964,[62 38] ; [214 148],[59.74025974 40.25974026] ; [216.25974026 145.74025974],0
n6,1,0.608138,0.262895,[83 15] ; [313  48],[84.54901961 13.45098039] ; [311.45098039  49.54901961],0
n2,1,0.648046,0.208373,[15  9] ; [50 24],[15.91836735  8.08163265] ; [49.08163265 24.91836735],0
p6,1,0.65221,0.203126,[40 57] ; [139 220],[38.07675439 58.92324561] ; [140.92324561 218.07675439],0
v1,1,0.656057,0.198349,[54 43] ; [206 148],[55.92017738 41.07982262] ; [204.07982262 149.92017738],0
s6,1,0.686427,0.162981,[66 30] ; [253 104],[67.60264901 28.39735099] ; [251.39735099 105.60264901],0
p10,1,0.687979,0.161282,[80 17] ; [303  57],[81.29321663 15.70678337] ; [301.70678337  58.29321663],0
s3,1,0.695579,0.153112,[61 38] ; [211 144],[59.31277533 39.68722467] ; [212.68722467 142.31277533],0
s2,1,0.701602,0.146811,[54 45] ; [203 155],[55.67396061 43.32603939] ; [201.32603939 156.67396061],0
u2,1,0.717915,0.130499,[11  5] ; [48 27],[10.37362637  5.62637363] ; [48.62637363 26.37362637],0
n3,1,0.736313,0.113394,[17  6] ; [52 22],[16.36082474  6.63917526] ; [52.63917526 21.36082474],0
p8,1,0.741926,0.108441,[57 41] ; [201 156],[55.56923077 42.43076923] ; [202.43076923 154.56923077],0
d4,1,0.778065,0.079435,[97  1] ; [356   5],[96.71895425  1.28104575] ; [356.28104575   4.71895425],0
p3,1,0.792417,0.06926,[54 45] ; [191 169],[52.84313725 46.15686275] ; [192.15686275 167.84313725],0
p11,1,0.916135,0.011089,[79 21] ; [285  78],[78.61771058 21.38228942] ; [285.38228942  77.61771058],0
a1,1,0.986564,0.000284,[ 5 95] ; [ 18 345],[ 4.96760259 95.03239741] ; [ 18.03239741 344.96760259],0
s1,1,0.995375,3.4e-05,[ 3 95] ; [ 11 347],[ 3.00877193 94.99122807] ; [ 10.99122807 347.00877193],0
