Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,4e-06,21.192647,[73 34] ; [27 52],[57.52688172 49.47311828] ; [42.47311828 36.52688172],1
a6,1,1.2e-05,19.176746,[65 43] ; [22 57],[50.2459893 57.7540107] ; [36.7540107 42.2459893],1
d4,1,2e-05,18.18091,[85 23] ; [38 40],[71.41935484 36.58064516] ; [51.58064516 26.41935484],1
r3,1,0.000327,12.909073,[100   7] ; [59 20],[91.46774194 15.53225806] ; [67.53225806 11.46774194],1
d5,1,0.000702,11.484091,[72 36] ; [33 46],[60.64171123 47.35828877] ; [44.35828877 34.64171123],1
r4,1,0.002689,9.007239,[86 22] ; [47 32],[76.81283422 31.18716578] ; [56.18716578 22.81283422],0
r1,1,0.008159,6.998173,[74 34] ; [39 40],[65.26203209 42.73796791] ; [47.73796791 31.26203209],0
d1,1,0.012134,6.291232,[37 71] ; [14 65],[29.45454545 78.54545455] ; [21.54545455 57.45454545],0
b1,1,0.016016,5.801119,[32 76] ; [37 42],[39.85026738 68.14973262] ; [29.14973262 49.85026738],0
v4,1,0.02796,4.830513,[96 11] ; [60 17],[90.7173913 16.2826087] ; [65.2826087 11.7173913],0
p10,1,0.030598,4.675358,[73 31] ; [42 35],[66.07734807 37.92265193] ; [48.92265193 28.07734807],0
n5,1,0.033054,4.542993,[56 51] ; [53 25],[63.04324324 43.95675676] ; [45.95675676 32.04324324],0
p2,1,0.038666,4.275486,[79 28] ; [47 32],[72.48387097 34.51612903] ; [53.51612903 25.48387097],0
r2,1,0.043137,4.09001,[96 12] ; [60 17],[91.07027027 16.92972973] ; [64.92972973 12.07027027],0
n3,1,0.049826,3.847315,[24  8] ; [17 16],[20.18461538 11.81538462] ; [20.81538462 12.18461538],0
s6,1,0.053391,3.731648,[58 48] ; [31 46],[51.55191257 54.44808743] ; [37.44808743 39.55191257],0
d2,1,0.09407,2.803304,[19 89] ; [22 57],[23.67914439 84.32085561] ; [17.32085561 61.67914439],0
p5,1,0.10992,2.55537,[  2 105] ; [ 5 73],[  4.04864865 102.95135135] ; [ 2.95135135 75.04864865],0
p4,1,0.128627,2.309003,[24 83] ; [25 52],[28.49456522 78.50543478] ; [20.50543478 56.49456522],0
v3,1,0.14246,2.151183,[32 73] ; [16 61],[27.69230769 77.30769231] ; [20.30769231 56.69230769],0
u3,1,0.157745,1.995713,[31 25] ; [19 27],[27.45098039 28.54901961] ; [22.54901961 23.45098039],0
b5,1,0.163222,1.944116,[71 37] ; [44 35],[66.4171123 41.5828877] ; [48.5828877 30.4171123],0
p11,1,0.169598,1.886497,[76 32] ; [48 31],[71.61497326 36.38502674] ; [52.38502674 26.61497326],0
p9,1,0.1769,1.823473,[74 29] ; [48 29],[69.81111111 33.18888889] ; [52.18888889 24.81111111],0
b4,1,0.192385,1.699255,[69 39] ; [43 36],[64.68449198 43.31550802] ; [47.31550802 31.68449198],0
