Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,104.131971,[ 60 244] ; [237 173],[126.45378151 177.54621849] ; [170.54621849 239.45378151],1
v1,1,0.0,57.308302,[116 186] ; [274 135],[165.65400844 136.34599156] ; [224.34599156 184.65400844],1
r1,1,0.000434,12.378639,[226  80] ; [353  65],[244.71546961  61.28453039] ; [334.28453039  83.71546961],1
a5,1,0.000707,11.471511,[207 101] ; [327  90],[226.85793103  81.14206897] ; [307.14206897 109.85793103],1
d1,1,0.002571,9.089211,[164 144] ; [269 149],[183.6969697 124.3030303] ; [249.3030303 168.6969697],0
a3,1,0.004029,8.270627,[201 105] ; [314 102],[218.26869806  87.73130194] ; [296.73130194 119.26869806],0
d4,1,0.00515,7.826011,[239  68] ; [358  59],[253.14779006  53.85220994] ; [343.85220994  73.14779006],0
p10,1,0.00526,7.787755,[237  65] ; [356  56],[250.82072829  51.17927171] ; [342.17927171  69.82072829],0
p9,1,0.006742,7.340399,[249  55] ; [365  45],[261.42296919  42.57703081] ; [352.57703081  57.42296919],0
s8,1,0.008106,7.009809,[123 184] ; [207 207],[140.51317614 166.48682386] ; [189.48682386 224.51317614],0
d3,1,0.008689,6.885625,[195 112] ; [303 114],[211.16850829  95.83149171] ; [286.83149171 130.16850829],0
p3,1,0.010679,6.517909,[141 166] ; [231 185],[157.95850622 149.04149378] ; [214.04149378 201.95850622],0
a6,1,0.013567,6.093637,[190 118] ; [293 123],[205.47513812 102.52486188] ; [277.52486188 138.47513812],0
d2,1,0.014653,5.9577,[136 171] ; [223 194],[152.22790055 154.77209945] ; [206.77209945 210.22790055],0
p7,1,0.015807,5.824202,[182 121] ; [280 127],[197.16338028 105.83661972] ; [264.83661972 142.16338028],0
a7,1,0.019727,5.435899,[210  97] ; [317  99],[223.77455048  83.22544952] ; [303.22544952 112.77455048],0
u1,1,0.030104,4.703325,[ 48 260] ; [ 92 326],[ 59.39393939 248.60606061] ; [ 80.60606061 337.39393939],0
p11,1,0.030885,4.659337,[240  68] ; [352  66],[251.15151515  56.84848485] ; [340.84848485  77.15151515],0
a2,1,0.031604,4.619852,[ 62 246] ; [113 305],[ 74.24242424 233.75757576] ; [100.75757576 317.24242424],0
n4,1,0.033251,4.53281,[236  71] ; [347  70],[247.21132597  59.78867403] ; [335.78867403  81.21132597],0
s4,1,0.036643,4.366916,[ 61 241] ; [ 59 354],[ 50.68531469 251.31468531] ; [ 69.31468531 343.68531469],0
s7,1,0.037133,4.344295,[139 158] ; [217 179],[152.57142857 144.42857143] ; [203.42857143 192.57142857],0
a1,1,0.053866,3.716859,[  9 299] ; [ 25 393],[ 14.42424242 293.57575758] ; [ 19.57575758 398.42424242],0
b1,1,0.060159,3.532997,[121 187] ; [136 282],[109.03030303 198.96969697] ; [147.96969697 270.03030303],0
p12,1,0.094964,2.788142,[ 19 287] ; [ 40 374],[ 25.075 280.925] ; [ 33.925 380.075],0
d5,1,0.105142,2.625765,[241  65] ; [349  69],[249.36464088  56.63535912] ; [340.63535912  77.36464088],0
r2,1,0.105258,2.624014,[286  19] ; [398  15],[290.55710306  14.44289694] ; [393.44289694  19.55710306],0
b4,1,0.116307,2.466365,[170 138] ; [255 163],[180.3030303 127.6969697] ; [244.6969697 173.3030303],0
n1,1,0.133976,2.245819,[30 43] ; [22 53],[25.64864865 47.35135135] ; [26.35135135 48.64864865],0
s1,1,0.167011,1.909573,[ 12 292] ; [  9 403],[  8.91620112 295.08379888] ; [ 12.08379888 399.91620112],0
s2,1,0.182202,1.779575,[148 158] ; [220 192],[156.8356546 149.1643454] ; [211.1643454 200.8356546],0
s5,1,0.211746,1.55945,[ 98 201] ; [149 250],[105.80659026 193.19340974] ; [141.19340974 257.80659026],0
p4,1,0.221672,1.493517,[181 126] ; [262 151],[188.89027778 118.10972222] ; [254.10972222 158.89027778],0
p8,1,0.232575,1.425042,[157 150] ; [227 181],[164.87832168 142.12167832] ; [219.12167832 188.87832168],0
n3,1,0.239733,1.382161,[52 22] ; [59 16],[55.12751678 18.87248322] ; [55.87248322 19.12751678],0
p2,1,0.248176,1.333542,[253  54] ; [356  60],[258.593361  48.406639] ; [350.406639  65.593361],0
