Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000284,13.170505,[18 35] ; [22  7],[25.85365854 27.14634146] ; [14.14634146 14.85365854],1
r1,1,0.541193,0.373333,[40 14] ; [24  6],[41.14285714 12.85714286] ; [22.85714286  7.14285714],0
d5,1,0.541193,0.373333,[52  2] ; [28  2],[51.42857143  2.57142857] ; [28.57142857  1.42857143],0
s1,1,0.554368,0.34955,[ 2 51] ; [ 2 28],[ 2.55421687 50.44578313] ; [ 1.44578313 28.55421687],0
b5,1,0.577547,0.310217,[29 25] ; [18 12],[30.21428571 23.78571429] ; [16.78571429 13.21428571],0
n1,1,0.592177,0.286957,[ 6 16] ; [4 7],[ 6.66666667 15.33333333] ; [3.33333333 7.66666667],0
p7,1,0.62147,0.243807,[19 34] ; [12 17],[20.03658537 32.96341463] ; [10.96341463 18.03658537],0
u1,1,0.646767,0.21,[12 42] ; [ 8 22],[12.85714286 41.14285714] ; [ 7.14285714 22.85714286],0
p11,1,0.648807,0.207407,[28 26] ; [14 16],[27. 27.] ; [15. 15.],0
a8,1,0.70254,0.145843,[ 3 46] ; [ 1 24],[ 2.64864865 46.35135135] ; [ 1.35135135 23.64864865],0
s5,1,0.723434,0.125226,[11 42] ; [ 7 22],[11.63414634 41.36585366] ; [ 6.36585366 22.63414634],0
b4,1,0.758166,0.094796,[36 18] ; [19 11],[35.35714286 18.64285714] ; [19.64285714 10.35714286],0
r4,1,0.773322,0.082963,[38 16] ; [22  8],[38.57142857 15.42857143] ; [21.42857143  8.57142857],0
p8,1,0.788741,0.071795,[20 34] ; [12 18],[20.57142857 33.42857143] ; [11.42857143 18.57142857],0
n5,1,0.817361,0.053333,[32 22] ; [17 13],[31.5 22.5] ; [17.5 12.5],0
d3,1,0.852504,0.034568,[46  8] ; [26  4],[46.28571429  7.71428571] ; [25.71428571  4.28571429],0
s8,1,0.858215,0.031915,[14 40] ; [ 7 22],[13.6626506 40.3373494] ; [ 7.3373494 21.6626506],0
p6,1,0.884247,0.021196,[ 9 45] ; [ 4 22],[ 8.775 45.225] ; [ 4.225 21.775],0
p5,1,0.930158,0.007682,[ 2 52] ; [ 1 29],[ 1.92857143 52.07142857] ; [ 1.07142857 28.92857143],0
b1,1,0.947589,0.004321,[31 23] ; [17 13],[30.85714286 23.14285714] ; [17.14285714 12.85714286],0
p4,1,0.995568,3.1e-05,[23 30] ; [13 17],[22.98795181 30.01204819] ; [13.01204819 16.98795181],0
