Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,3.2e-05,17.286624,[24 37] ; [44 13],[35.15254237 25.84745763] ; [32.84745763 24.15254237],1
a5,1,0.001283,10.367457,[36 27] ; [51 10],[44.2016129 18.7983871] ; [42.7983871 18.2016129],0
p10,1,0.002464,9.167119,[46 15] ; [57  3],[51.92561983  9.07438017] ; [51.07438017  8.92561983],0
r4,1,0.002891,8.874813,[52 11] ; [60  1],[56.90322581  6.09677419] ; [55.09677419  5.90322581],0
d1,1,0.005788,7.615022,[29 34] ; [43 18],[36.58064516 26.41935484] ; [35.41935484 25.58064516],0
v1,1,0.011381,6.40477,[23 39] ; [36 24],[29.98360656 32.01639344] ; [29.01639344 30.98360656],0
r1,1,0.012046,6.304093,[44 19] ; [53  7],[49.68292683 13.31707317] ; [47.31707317 12.68292683],0
s3,1,0.01286,6.188252,[38 24] ; [49 11],[44.21311475 17.78688525] ; [42.78688525 17.21311475],0
s6,1,0.015785,5.826723,[50 12] ; [57  3],[54.37704918  7.62295082] ; [52.62295082  7.37704918],0
b2,1,0.016009,5.80188,[11 28] ; [21 17],[16.20779221 22.79220779] ; [15.79220779 22.20779221],0
b3,1,0.016009,5.80188,[11 28] ; [21 17],[16.20779221 22.79220779] ; [15.79220779 22.20779221],0
p9,1,0.018628,5.536134,[48 13] ; [57  4],[52.5  8.5] ; [52.5  8.5],0
s2,1,0.019525,5.453883,[37 26] ; [47 13],[43.02439024 19.97560976] ; [40.97560976 19.02439024],0
u1,1,0.020314,5.384682,[ 5 58] ; [14 47],[ 9.65322581 53.34677419] ; [ 9.34677419 51.65322581],0
n5,1,0.021136,5.31553,[40 23] ; [50 11],[45.72580645 17.27419355] ; [44.27419355 16.72580645],0
p7,1,0.021637,5.274725,[33 27] ; [45 15],[39. 21.] ; [39. 21.],0
b4,1,0.029499,4.738248,[45 18] ; [32 29],[39.12096774 23.87903226] ; [37.87903226 23.12096774],0
d5,1,0.038548,4.280684,[45 18] ; [52  8],[49.68292683 13.31707317] ; [47.31707317 12.68292683],0
