Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000171,14.130051,[3 9] ; [63 18],[8.51612903 3.48387097] ; [57.48387097 23.51612903],1
r3,1,0.003987,8.28963,[6 6] ; [69 12],[9.67741935 2.32258065] ; [65.32258065 15.67741935],0
r1,1,0.005794,7.613241,[5 7] ; [64 17],[8.90322581 3.09677419] ; [60.09677419 20.90322581],0
a6,1,0.012888,6.184444,[4 8] ; [56 24],[7.82608696 4.17391304] ; [52.17391304 27.82608696],0
u3,1,0.016104,5.791453,[1 6] ; [14  7],[3.75 3.25] ; [11.25  9.75],0
a5,1,0.022376,5.216346,[5 7] ; [60 21],[8.38709677 3.61290323] ; [56.61290323 24.38709677],0
d3,1,0.036084,4.393122,[4 8] ; [52 28],[7.30434783 4.69565217] ; [48.69565217 31.30434783],0
s4,1,0.038285,4.292308,[4 8] ; [ 9 72],[ 1.67741935 10.32258065] ; [11.32258065 69.67741935],0
v4,1,0.038486,4.283433,[7 5] ; [67 13],[9.65217391 2.34782609] ; [64.34782609 15.65217391],0
d1,1,0.040373,4.202158,[ 2 10] ; [39 42],[5.29032258 6.70967742] ; [35.70967742 45.29032258],0
b5,1,0.041489,4.155942,[4 8] ; [52 29],[7.22580645 4.77419355] ; [48.77419355 32.22580645],0
v1,1,0.049108,3.87166,[ 2 10] ; [37 42],[5.14285714 6.85714286] ; [33.85714286 45.14285714],0
a3,1,0.050472,3.825722,[5 6] ; [60 21],[7.77173913 3.22826087] ; [57.22826087 23.77173913],0
s2,1,0.063727,3.437621,[ 1 11] ; [28 52],[3.7826087 8.2173913] ; [25.2173913 54.7826087],0
a4,1,0.067725,3.337321,[ 2 10] ; [36 45],[4.90322581 7.09677419] ; [33.09677419 47.90322581],0
s7,1,0.105364,2.62242,[1 9] ; [27 49],[3.25581395 6.74418605] ; [24.74418605 51.25581395],0
d2,1,0.105535,2.619839,[3 9] ; [40 40],[5.60869565 6.39130435] ; [37.39130435 42.60869565],0
a7,1,0.112765,2.515038,[5 7] ; [53 28],[7.48387097 4.51612903] ; [50.51612903 30.48387097],0
s3,1,0.146169,2.111779,[3 8] ; [40 39],[5.25555556 5.74444444] ; [37.74444444 41.25555556],0
p7,1,0.185714,1.751292,[8 4] ; [36 42],[5.86666667 6.13333333] ; [38.13333333 39.86666667],0
p11,1,0.187042,1.740763,[5 7] ; [50 31],[7.09677419 4.90322581] ; [47.90322581 33.09677419],0
p9,1,0.208968,1.578563,[5 6] ; [52 28],[6.89010989 4.10989011] ; [50.10989011 29.89010989],0
p10,1,0.228537,1.449942,[4 7] ; [44 35],[5.86666667 5.13333333] ; [42.13333333 36.86666667],0
v3,1,0.258745,1.275458,[ 2 10] ; [24 49],[3.67058824 8.32941176] ; [22.32941176 50.67058824],0
p4,1,0.282121,1.156845,[3 9] ; [33 47],[4.69565217 7.30434783] ; [31.30434783 48.69565217],0
a1,1,0.285714,1.139706,[ 2 10] ; [ 6 75],[ 1.03225806 10.96774194] ; [ 6.96774194 74.03225806],0
p12,1,0.299983,1.074271,[ 1 11] ; [ 2 76],[ 0.4 11.6] ; [ 2.6 75.4],0
