Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,249.989994,[586  31] ; [43 67],[533.82806052  83.17193948] ; [95.17193948 14.82806052],1
p2,1,0.0,34.470094,[538  77] ; [74 39],[517.00549451  97.99450549] ; [94.99450549 18.00549451],1
n5,1,0.0,32.925047,[492 122] ; [61 50],[468.3337931 145.6662069] ; [84.6662069 26.3337931],1
p7,1,0.0,32.86143,[414 187] ; [45 66],[387.44241573 213.55758427] ; [71.55758427 39.44241573],1
p3,1,0.0,32.011165,[333 283] ; [28 84],[305.46153846 310.53846154] ; [55.53846154 56.46153846],1
v4,1,0.0,30.215136,[589  23] ; [93 19],[576.49723757  35.50276243] ; [105.50276243   6.49723757],1
p4,1,0.0,30.110026,[395 220] ; [41 71],[368.83081155 246.16918845] ; [67.16918845 44.83081155],1
p8,1,0.0,28.842742,[360 249] ; [35 76],[334.10416667 274.89583333] ; [60.89583333 50.10416667],1
n6,1,0.0,28.499578,[540  74] ; [75 35],[521.56077348  92.43922652] ; [93.43922652 16.56077348],1
s6,1,0.0,26.516557,[415 190] ; [49 64],[390.97493036 214.02506964] ; [73.02506964 39.97493036],1
n4,1,2e-06,23.050985,[496 122] ; [66 45],[476.42798354 141.57201646] ; [85.57201646 25.42798354],1
r4,1,2e-06,22.99871,[565  53] ; [86 27],[550.36662107  67.63337893] ; [100.63337893  12.36662107],1
r3,1,2e-06,22.888925,[596  19] ; [96 15],[586.19834711  28.80165289] ; [105.80165289   5.19834711],1
s8,1,2e-06,22.738798,[284 330] ; [25 88],[260.97111417 353.02888583] ; [48.02888583 64.97111417],1
s2,1,8.5e-05,15.446353,[317 295] ; [35 76],[297.95850622 314.04149378] ; [54.04149378 56.95850622],1
a5,1,9.6e-05,15.205947,[470 148] ; [66 47],[453.14363885 164.85636115] ; [82.85636115 30.14363885],1
v1,1,0.0001,15.145973,[339 261] ; [40 70],[320.28169014 279.71830986] ; [58.71830986 51.28169014],1
s7,1,0.000312,12.994324,[300 294] ; [35 75],[282.65625 311.34375] ; [52.34375 57.65625],1
p6,1,0.000732,11.4056,[229 380] ; [23 87],[213.44645341 395.55354659] ; [38.55354659 71.44645341],1
d5,1,0.000892,11.038357,[504 112] ; [77 36],[490.94101509 125.05898491] ; [90.05898491 22.94101509],1
s5,1,0.001022,10.787005,[210 389] ; [21 89],[195.16078984 403.83921016] ; [35.83921016 74.16078984],0
p5,1,0.002988,8.815061,[ 82 532] ; [  4 109],[ 72.63273728 541.36726272] ; [13.36726272 99.63273728],0
v2,1,0.00326,8.6559,[348 244] ; [48 62],[333.94871795 258.05128205] ; [62.05128205 47.94871795],0
u3,1,0.004032,8.269231,[102  70] ; [15 28],[93.6 78.4] ; [23.4 19.6],0
p12,1,0.006122,7.514132,[ 59 556] ; [  2 110],[ 51.60247593 563.39752407] ; [  9.39752407 102.60247593],0
u2,1,0.009279,6.76825,[107  64] ; [17 25],[99.54929577 71.45070423] ; [24.45070423 17.54929577],0
d4,1,0.010458,6.555186,[509 107] ; [81 31],[499.23076923 116.76923077] ; [90.76923077 21.23076923],0
v3,1,0.011161,6.439492,[243 354] ; [30 78],[231.1787234 365.8212766] ; [41.8212766 66.1787234],0
d1,1,0.013599,6.089405,[367 251] ; [53 60],[355.0752394 262.9247606] ; [64.9247606 48.0752394],0
r1,1,0.015126,5.901751,[495 120] ; [78 33],[485.39256198 129.60743802] ; [87.60743802 23.39256198],0
s1,1,0.028227,4.814173,[ 15 596] ; [  7 103],[ 18.64355062 592.35644938] ; [  3.35644938 106.64355062],0
r2,1,0.042736,4.105832,[576  35] ; [98 12],[571.17059639  39.82940361] ; [102.82940361   7.17059639],0
s3,1,0.048245,3.901436,[346 261] ; [51 58],[336.56284916 270.43715084] ; [60.43715084 48.56284916],0
a3,1,0.065593,3.390007,[446 171] ; [70 40],[437.92572215 179.07427785] ; [78.07427785 31.92572215],0
d3,1,0.137241,2.208621,[426 191] ; [70 43],[419.22191781 197.77808219] ; [76.77808219 36.22191781],0
n3,1,0.154946,2.02287,[84 29] ; [27 16],[80.40384615 32.59615385] ; [30.59615385 12.40384615],0
a7,1,0.164366,1.933594,[451 166] ; [74 37],[444.95192308 172.04807692] ; [80.04807692 30.95192308],0
n2,1,0.184412,1.761705,[87 27] ; [29 15],[83.69620253 30.30379747] ; [32.30379747 11.69620253],0
a2,1,0.256169,1.289344,[139 479] ; [20 93],[134.42134063 483.57865937] ; [24.57865937 88.42134063],0
a6,1,0.287427,1.131633,[429 187] ; [73 40],[424.18655693 191.81344307] ; [77.81344307 35.18655693],0
d2,1,0.325489,0.966761,[282 333] ; [57 55],[286.77441541 328.22558459] ; [52.22558459 59.77441541],0
n1,1,0.362892,0.82786,[43 70] ; [13 30],[40.56410256 72.43589744] ; [15.43589744 27.56410256],0
b2,1,0.377675,0.778255,[145 234] ; [25 51],[141.6043956 237.3956044] ; [28.3956044 47.6043956],0
b3,1,0.377675,0.778255,[145 234] ; [25 51],[141.6043956 237.3956044] ; [28.3956044 47.6043956],0
p1,1,0.471237,0.519073,[ 57 559] ; [  8 104],[ 55. 561.] ; [ 10. 102.],0
a4,1,0.501369,0.452037,[269 348] ; [45 67],[265.75857339 351.24142661] ; [48.24142661 63.75857339],0
s4,1,0.502764,0.449097,[102 509] ; [16 97],[ 99.58287293 511.41712707] ; [18.41712707 94.58287293],0
a1,1,0.598369,0.277463,[ 26 592] ; [  6 107],[ 27.05335157 590.94664843] ; [  4.94664843 108.05335157],0
a8,1,0.704424,0.143911,[ 78 493] ; [12 86],[ 76.8161435 494.1838565] ; [13.1838565 84.8161435],0
u1,1,0.750123,0.101428,[106 512] ; [18 95],[104.83173735 513.16826265] ; [19.16826265 93.83173735],0
b5,1,0.884955,0.020935,[360 258] ; [65 48],[359.30232558 258.69767442] ; [65.69767442 47.30232558],0
b4,1,0.912364,0.012113,[363 255] ; [67 46],[363.52941176 254.47058824] ; [66.47058824 46.52941176],0
