Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.788572,[59  7] ; [19 28],[45.55752212 20.44247788] ; [32.44247788 14.55752212],1
v2,1,0.002723,8.984352,[29 33] ; [ 9 38],[21.6146789 40.3853211] ; [16.3853211 30.6146789],0
s6,1,0.004583,8.037218,[36 29] ; [13 33],[28.69369369 36.30630631] ; [20.30630631 25.69369369],0
d4,1,0.004714,7.985927,[51 14] ; [25 22],[44.10714286 20.89285714] ; [31.89285714 15.10714286],0
d1,1,0.007519,7.144646,[25 41] ; [ 7 40],[18.69026549 47.30973451] ; [13.30973451 33.69026549],0
a6,1,0.013571,6.093076,[38 28] ; [16 31],[31.53982301 34.46017699] ; [22.46017699 24.53982301],0
u3,1,0.016381,5.761514,[27  9] ; [16 18],[22.11428571 13.88571429] ; [20.88571429 13.11428571],0
r2,1,0.01737,5.658586,[61  5] ; [36 11],[56.65486726  9.34513274] ; [40.34513274  6.65486726],0
d5,1,0.046163,3.975635,[44 22] ; [22 24],[38.89285714 27.10714286] ; [27.10714286 18.89285714],0
v4,1,0.060345,3.527881,[61  4] ; [38  8],[57.97297297  7.02702703] ; [41.02702703  4.97297297],0
r3,1,0.072199,3.232297,[59  6] ; [37 10],[55.71428571  9.28571429] ; [40.28571429  6.71428571],0
a3,1,0.09177,2.843039,[29 37] ; [13 33],[24.75 41.25] ; [17.25 28.75],0
s3,1,0.106172,2.61029,[34 32] ; [17 30],[29.78761062 36.21238938] ; [21.21238938 25.78761062],0
a7,1,0.120368,2.412529,[48 18] ; [27 19],[44.19642857 21.80357143] ; [30.80357143 15.19642857],0
v3,1,0.125841,2.343076,[15 45] ; [ 6 40],[11.88679245 48.11320755] ; [ 9.11320755 36.88679245],0
d3,1,0.147277,2.100232,[40 26] ; [21 24],[36.27027027 29.72972973] ; [24.72972973 20.27027027],0
b3,1,0.157299,2.0,[ 3 22] ; [ 7 18],[ 5. 20.] ; [ 5. 20.],0
b2,1,0.157299,2.0,[ 3 22] ; [ 7 18],[ 5. 20.] ; [ 5. 20.],0
b1,1,0.179538,1.801445,[20 46] ; [20 27],[23.36283186 42.63716814] ; [16.63716814 30.36283186],0
v1,1,0.185111,1.756105,[21 42] ; [10 36],[17.91743119 45.08256881] ; [13.08256881 32.91743119],0
u2,1,0.186135,1.747943,[23 12] ; [17 17],[20.28985507 14.71014493] ; [19.71014493 14.28985507],0
p6,1,0.189679,1.720109,[12 51] ; [14 33],[14.89090909 48.10909091] ; [11.10909091 35.89090909],0
a4,1,0.207869,1.586209,[11 55] ; [ 4 43],[ 8.76106195 57.23893805] ; [ 6.23893805 40.76106195],0
s4,1,0.215071,1.536962,[13 53] ; [14 33],[15.7699115 50.2300885] ; [11.2300885 35.7699115],0
