Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,32.047701,[ 6 29] ; [29  5],[17.75362319 17.24637681] ; [17.24637681 16.75362319],1
r4,1,0.005132,7.83239,[19 16] ; [29  5],[24.34782609 10.65217391] ; [23.65217391 10.34782609],0
s8,1,0.016427,5.756614,[ 3 31] ; [11 23],[ 7. 27.] ; [ 7. 27.],0
v1,1,0.019023,5.49939,[ 8 27] ; [17 17],[12.68115942 22.31884058] ; [12.31884058 21.68115942],0
v4,1,0.01958,5.448989,[24 11] ; [31  3],[27.89855072  7.10144928] ; [27.10144928  6.89855072],0
p11,1,0.022187,5.231088,[11 24] ; [20 14],[15.72463768 19.27536232] ; [15.27536232 18.72463768],0
r3,1,0.024459,5.061806,[26  9] ; [32  2],[29.42028986  5.57971014] ; [28.57971014  5.42028986],0
n2,1,0.02846,4.8,[7 9] ; [13  3],[10.  6.] ; [10.  6.],0
s4,1,0.063307,3.448569,[ 4 31] ; [10 24],[ 7.10144928 27.89855072] ; [ 6.89855072 27.10144928],0
b1,1,0.112836,2.514049,[19 16] ; [12 22],[15.72463768 19.27536232] ; [15.27536232 18.72463768],0
a4,1,0.11627,2.466862,[11 24] ; [17 17],[14.20289855 20.79710145] ; [13.79710145 20.20289855],0
p3,1,0.143655,2.138365,[ 5 29] ; [10 24],[ 7.5 26.5] ; [ 7.5 26.5],0
s1,1,0.144112,2.133496,[ 6 29] ; [ 2 32],[ 4.05797101 30.94202899] ; [ 3.94202899 30.05797101],0
n5,1,0.145495,2.118855,[ 9 26] ; [14 19],[11.83823529 23.16176471] ; [11.16176471 21.83823529],0
s7,1,0.193713,1.68915,[ 6 27] ; [10 21],[ 8.25 24.75] ; [ 7.75 23.25],0
d4,1,0.242694,1.364879,[28  7] ; [23 11],[25.86956522  9.13043478] ; [25.13043478  8.86956522],0
a5,1,0.263966,1.247838,[18 17] ; [22 12],[20.28985507 14.71014493] ; [19.71014493 14.28985507],0
s2,1,0.27684,1.182536,[11 24] ; [15 19],[13.1884058 21.8115942] ; [12.8115942 21.1884058],0
s3,1,0.280031,1.166937,[12 23] ; [16 18],[14.20289855 20.79710145] ; [13.79710145 20.20289855],0
s5,1,0.322221,0.97991,[ 7 27] ; [10 22],[ 8.75757576 25.24242424] ; [ 8.24242424 23.75757576],0
p6,1,0.354876,0.855944,[ 5 29] ; [ 8 26],[ 6.5 27.5] ; [ 6.5 27.5],0
b5,1,0.355888,0.852353,[21 14] ; [24 10],[22.82608696 12.17391304] ; [22.17391304 11.82608696],0
p1,1,0.372533,0.795198,[ 2 33] ; [ 4 30],[ 3.04347826 31.95652174] ; [ 2.95652174 31.04347826],0
p7,1,0.384564,0.75606,[13 22] ; [ 9 24],[11.32352941 23.67647059] ; [10.67647059 22.32352941],0
r2,1,0.386666,0.749401,[27  8] ; [29  5],[28.4057971  6.5942029] ; [27.5942029  6.4057971],0
d2,1,0.393239,0.728904,[18 17] ; [14 20],[16.23188406 18.76811594] ; [15.76811594 18.23188406],0
b4,1,0.404132,0.695998,[22 13] ; [18 16],[20.28985507 14.71014493] ; [19.71014493 14.28985507],0
p8,1,0.417494,0.657358,[ 8 26] ; [11 23],[ 9.5 24.5] ; [ 9.5 24.5],0
a2,1,0.463195,0.538163,[ 4 31] ; [ 6 28],[ 5.07246377 29.92753623] ; [ 4.92753623 29.07246377],0
s6,1,0.466661,0.52987,[15 19] ; [18 16],[16.5 17.5] ; [16.5 17.5],0
p4,1,0.49212,0.471888,[11 24] ; [13 20],[12.35294118 22.64705882] ; [11.64705882 21.35294118],0
n1,1,0.519043,0.415794,[ 4 11] ; [ 6 10],[ 4.83870968 10.16129032] ; [ 5.16129032 10.83870968],0
a3,1,0.519863,0.414166,[20 15] ; [22 12],[21.30434783 13.69565217] ; [20.69565217 13.30434783],0
a7,1,0.543319,0.369423,[17 18] ; [19 15],[18.26086957 16.73913043] ; [17.73913043 16.26086957],0
d5,1,0.549123,0.35889,[25 10] ; [22 12],[23.84057971 11.15942029] ; [23.15942029 10.84057971],0
d3,1,0.551956,0.353825,[15 20] ; [17 17],[16.23188406 18.76811594] ; [15.76811594 18.23188406],0
b2,1,0.590359,0.289783,[ 4 13] ; [ 6 13],[ 4.72222222 12.27777778] ; [ 5.27777778 13.72222222],0
b3,1,0.590359,0.289783,[ 4 13] ; [ 6 13],[ 4.72222222 12.27777778] ; [ 5.27777778 13.72222222],0
v2,1,0.658618,0.195207,[14 20] ; [14 16],[14.875 19.125] ; [13.125 16.875],0
r1,1,0.695886,0.152787,[20 15] ; [21 13],[20.79710145 14.20289855] ; [20.20289855 13.79710145],0
n6,1,0.716621,0.131753,[17 18] ; [18 16],[17.75362319 17.24637681] ; [17.24637681 16.75362319],0
a6,1,0.721618,0.126948,[16 19] ; [17 17],[16.73913043 18.26086957] ; [16.26086957 17.73913043],0
v3,1,0.824198,0.04935,[ 9 26] ; [ 7 23],[ 8.61538462 26.38461538] ; [ 7.38461538 22.61538462],0
u2,1,0.86324,0.02967,[8 7] ; [6 6],[7.77777778 7.22222222] ; [6.22222222 5.77777778],0
n3,1,0.87046,0.026593,[8 7] ; [9 7],[8.22580645 6.77419355] ; [8.77419355 7.22580645],0
d1,1,0.920744,0.0099,[14 21] ; [14 20],[14.20289855 20.79710145] ; [13.79710145 20.20289855],0
u3,1,0.93021,0.00767,[9 6] ; [7 5],[8.88888889 6.11111111] ; [7.11111111 4.88888889],0
a8,1,0.966309,0.001784,[ 1 34] ; [ 1 32],[ 1.02941176 33.97058824] ; [ 0.97058824 32.02941176],0
a1,1,0.976173,0.000892,[ 2 33] ; [ 2 32],[ 2.02898551 32.97101449] ; [ 1.97101449 32.02898551],0
u1,1,0.983404,0.000433,[ 1 34] ; [ 1 33],[ 1.01449275 33.98550725] ; [ 0.98550725 33.01449275],0
