Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,57.474746,[87  4] ; [17 29],[69.08029197 21.91970803] ; [34.91970803 11.08029197],1
r1,1,0.0,51.203173,[78 12] ; [12 35],[59.12408759 30.87591241] ; [30.87591241 16.12408759],1
r2,1,0.0,46.108474,[90  1] ; [24 21],[76.27941176 14.72058824] ; [37.72058824  7.27941176],1
v4,1,0.0,38.173575,[84  6] ; [22 25],[69.6350365 20.3649635] ; [36.3649635 10.6350365],1
p11,1,0.000116,14.860995,[54 37] ; [12 36],[43.20863309 47.79136691] ; [22.79136691 25.20863309],1
s8,1,0.001576,9.987306,[20 69] ; [ 1 47],[13.64233577 75.35766423] ; [ 7.35766423 40.64233577],0
a1,1,0.002039,9.513816,[ 3 88] ; [ 9 39],[ 7.85611511 83.14388489] ; [ 4.14388489 43.85611511],0
p7,1,0.002615,9.058562,[38 51] ; [ 8 39],[30.10294118 58.89705882] ; [15.89705882 31.10294118],0
p2,1,0.005227,7.79907,[53 38] ; [16 32],[45.17266187 45.82733813] ; [23.82733813 24.17266187],0
u3,1,0.005537,7.695033,[19 14] ; [ 5 19],[13.89473684 19.10526316] ; [10.10526316 13.89473684],0
n6,1,0.006561,7.389511,[60 30] ; [20 27],[52.55474453 37.44525547] ; [27.44525547 19.55474453],0
d4,1,0.007274,7.204022,[69 20] ; [26 21],[62.16911765 26.83088235] ; [32.83088235 14.16911765],0
a7,1,0.00862,6.89997,[59 32] ; [19 27],[51.81021898 39.18978102] ; [26.18978102 19.81021898],0
n2,1,0.008782,6.866666,[24 10] ; [10 17],[18.95081967 15.04918033] ; [15.04918033 11.95081967],0
p1,1,0.014621,5.961532,[ 2 87] ; [ 6 42],[ 5.19708029 83.80291971] ; [ 2.80291971 45.19708029],0
s2,1,0.015668,5.839762,[28 62] ; [ 6 42],[22.17391304 67.82608696] ; [11.82608696 36.17391304],0
n3,1,0.020876,5.3371,[23  8] ; [12 15],[18.70689655 12.29310345] ; [16.29310345 10.70689655],0
s6,1,0.021199,5.31036,[38 51] ; [11 37],[31.83211679 57.16788321] ; [17.16788321 30.83211679],0
p9,1,0.052026,3.774948,[33 53] ; [10 36],[28.01515152 57.98484848] ; [14.98484848 31.01515152],0
p8,1,0.060553,3.522166,[21 68] ; [ 5 43],[16.89051095 72.10948905] ; [ 9.10948905 38.89051095],0
a5,1,0.079525,3.074575,[54 37] ; [21 27],[49.10071942 41.89928058] ; [25.89928058 22.10071942],0
s1,1,0.086719,2.934258,[ 3 86] ; [ 5 42],[ 5.23529412 83.76470588] ; [ 2.76470588 44.23529412],0
p3,1,0.101195,2.686611,[20 71] ; [ 5 42],[16.48550725 74.51449275] ; [ 8.51449275 38.48550725],0
d5,1,0.11463,2.489204,[61 29] ; [26 22],[56.73913043 33.26086957] ; [30.26086957 17.73913043],0
d3,1,0.123736,2.369382,[48 42] ; [19 29],[43.69565217 46.30434783] ; [23.30434783 24.69565217],0
v1,1,0.138734,2.191941,[36 55] ; [12 33],[32.11764706 58.88235294] ; [15.88235294 29.11764706],0
s3,1,0.139547,2.182947,[36 53] ; [13 34],[32.06617647 56.93382353] ; [16.93382353 30.06617647],0
a3,1,0.166463,1.914513,[58 32] ; [24 22],[54.26470588 35.73529412] ; [27.73529412 18.26470588],0
b1,1,0.167824,1.902276,[40 51] ; [27 21],[43.86330935 47.13669065] ; [23.13669065 24.86330935],0
a2,1,0.173036,1.856441,[20 71] ; [ 6 42],[17.02158273 73.97841727] ; [ 8.97841727 39.02158273],0
s7,1,0.173884,1.849131,[23 62] ; [ 7 36],[19.921875 65.078125] ; [10.078125 32.921875],0
n5,1,0.191997,1.70223,[45 45] ; [29 18],[48.61313869 41.38686131] ; [25.38686131 21.61313869],0
b2,1,0.228413,1.450714,[15 40] ; [12 18],[17.47058824 37.52941176] ; [ 9.52941176 20.47058824],0
b3,1,0.228413,1.450714,[15 40] ; [12 18],[17.47058824 37.52941176] ; [ 9.52941176 20.47058824],0
n1,1,0.234716,1.412053,[13 19] ; [ 7 20],[10.84745763 21.15254237] ; [ 9.15254237 17.84745763],0
