Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.3e-05,19.005991,[30 63] ; [34 14],[42.21276596 50.78723404] ; [21.78723404 26.21276596],1
p6,1,0.000868,11.089153,[21 71] ; [23 22],[29.54744526 62.45255474] ; [14.45255474 30.54744526],1
v1,1,0.001394,10.213438,[29 61] ; [29 19],[37.82608696 52.17391304] ; [20.17391304 27.82608696],0
r4,1,0.005762,7.623269,[47 48] ; [36 13],[54.75694444 40.24305556] ; [28.24305556 20.75694444],0
r3,1,0.009275,6.769002,[69 25] ; [45  4],[74.93706294 19.06293706] ; [39.06293706  9.93706294],0
s8,1,0.014391,5.989515,[22 73] ; [21 28],[28.36805556 66.63194444] ; [14.63194444 34.36805556],0
r2,1,0.024599,5.051891,[64 23] ; [44  5],[69.08823529 17.91176471] ; [38.91176471 10.08823529],0
d4,1,0.040596,4.192792,[62 33] ; [40  9],[67.29166667 27.70833333] ; [34.70833333 14.29166667],0
a3,1,0.06634,3.371332,[55 40] ; [36 13],[60.03472222 34.96527778] ; [30.96527778 18.03472222],0
n6,1,0.074128,3.189161,[73 21] ; [44  5],[76.90909091 17.09090909] ; [40.09090909  8.90909091],0
d1,1,0.081596,3.03282,[36 59] ; [26 23],[40.90277778 54.09722222] ; [21.09722222 27.90277778],0
s4,1,0.088334,2.904476,[18 77] ; [ 4 45],[14.51388889 80.48611111] ; [ 7.48611111 41.51388889],0
s7,1,0.114118,2.496242,[30 58] ; [23 25],[34.29411765 53.70588235] ; [18.70588235 29.29411765],0
d5,1,0.123558,2.371626,[64 31] ; [39 10],[67.95138889 27.04861111] ; [35.04861111 13.95138889],0
p7,1,0.124841,2.355505,[44 50] ; [29 19],[48.32394366 45.67605634] ; [24.67605634 23.32394366],0
s6,1,0.130404,2.287685,[44 51] ; [27 18],[48.17857143 46.82142857] ; [22.82142857 22.17857143],0
p9,1,0.178048,1.813839,[70 22] ; [42  7],[73.07801418 18.92198582] ; [38.92198582 10.07801418],0
b3,1,0.17953,1.801514,[20 42] ; [14 16],[22.91304348 39.08695652] ; [11.08695652 18.91304348],0
b2,1,0.17953,1.801514,[20 42] ; [14 16],[22.91304348 39.08695652] ; [11.08695652 18.91304348],0
p1,1,0.184336,1.762313,[ 7 88] ; [ 7 42],[ 9.23611111 85.76388889] ; [ 4.76388889 44.23611111],0
v4,1,0.198068,1.656563,[72 22] ; [42  7],[74.93706294 19.06293706] ; [39.06293706  9.93706294],0
