Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,92.860142,[193 123] ; [ 42 178],[138.54477612 177.45522388] ; [ 96.45522388 123.54477612],1
v1,1,0.0,47.80129,[227  89] ; [ 92 127],[188.41869159 127.58130841] ; [130.58130841  88.41869159],1
p7,1,0.000639,11.659525,[226  87] ; [127  92],[207.68609023 105.31390977] ; [145.31390977  73.68609023],1
p10,1,0.001993,9.555597,[285  34] ; [178  45],[272.50369004  46.49630996] ; [190.49630996  32.50369004],0
p11,1,0.004352,8.130631,[275  48] ; [169  55],[262.17915905  60.82084095] ; [181.82084095  42.17915905],0
p3,1,0.005009,7.87624,[188 134] ; [103 120],[171.93027523 150.06972477] ; [119.06972477 103.93027523],0
b1,1,0.008909,6.841059,[114 209] ; [104 120],[128.72760512 194.27239488] ; [ 89.27239488 134.72760512],0
s7,1,0.013692,6.077457,[182 125] ; [104 111],[168.20306513 138.79693487] ; [117.79693487  97.20306513],0
r3,1,0.0177,5.625577,[310  11] ; [205  18],[303.88786765  17.11213235] ; [211.11213235  11.88786765],0
p9,1,0.023582,5.125091,[287  31] ; [185  36],[278.47124304  39.52875696] ; [193.52875696  27.47124304],0
v4,1,0.029665,4.728615,[311  11] ; [207  17],[305.48717949  16.51282051] ; [212.51282051  11.48717949],0
r4,1,0.031984,4.59936,[299  24] ; [195  29],[291.70383912  31.29616088] ; [202.29616088  21.70383912],0
r1,1,0.034619,4.463869,[276  47] ; [175  48],[266.8003663  56.1996337] ; [184.1996337  38.8003663],0
s8,1,0.040787,4.184837,[168 151] ; [ 98 126],[156.26887661 162.73112339] ; [109.73112339 114.26887661],0
a5,1,0.046114,3.977433,[265  58] ; [168  56],[255.68372943  67.31627057] ; [177.31627057  46.68372943],0
p4,1,0.051071,3.805932,[221  99] ; [136  87],[210.38674033 109.61325967] ; [146.61325967  76.38674033],0
p8,1,0.05243,3.761991,[189 125] ; [116 108],[178.01115242 135.98884758] ; [126.98884758  97.01115242],0
d1,1,0.066041,3.37879,[241  82] ; [151  73],[231.47349177  91.52650823] ; [160.52650823  63.47349177],0
n3,1,0.067994,3.330802,[41 15] ; [33 25],[36.35087719 19.64912281] ; [37.64912281 20.35087719],0
a3,1,0.075128,3.167259,[259  63] ; [165  58],[250.51009174  71.48990826] ; [173.48990826  49.51009174],0
p12,1,0.079992,3.065074,[ 36 285] ; [ 15 207],[ 30.14917127 290.85082873] ; [ 20.85082873 201.14917127],0
s6,1,0.083253,3.000222,[234  84] ; [146  73],[225.02793296  92.97206704] ; [154.97206704  64.02793296],0
p2,1,0.088782,2.896329,[281  41] ; [182  40],[274.05514706  47.94485294] ; [188.94485294  33.05514706],0
s2,1,0.094388,2.797899,[185 133] ; [113 109],[175.48888889 142.51111111] ; [122.51111111  99.48888889],0
a7,1,0.099091,2.720109,[242  80] ; [154  70],[233.53846154  88.46153846] ; [162.46153846  61.53846154],0
d5,1,0.117181,2.454596,[291  32] ; [192  32],[285.20840951  37.79159049] ; [197.79159049  26.20840951],0
s1,1,0.134928,2.234873,[  6 310] ; [  9 213],[  8.81040892 307.18959108] ; [  6.18959108 215.81040892],0
d2,1,0.13669,2.214829,[189 133] ; [116 106],[180.53308824 141.46691176] ; [124.46691176  97.53308824],0
n2,1,0.140189,2.175884,[45 10] ; [42 18],[41.60869565 13.39130435] ; [45.39130435 14.60869565],0
s4,1,0.146859,2.104575,[ 45 275] ; [ 41 178],[ 51.05751391 268.94248609] ; [ 34.94248609 184.05751391],0
a2,1,0.149298,2.079413,[ 99 224] ; [ 56 168],[ 91.52650823 231.47349177] ; [ 63.47349177 160.52650823],0
u1,1,0.159204,1.981774,[ 80 243] ; [ 44 180],[ 73.22120658 249.77879342] ; [ 50.77879342 173.22120658],0
n1,1,0.160695,1.967672,[19 35] ; [28 30],[22.66071429 31.33928571] ; [24.33928571 33.66071429],0
a8,1,0.169128,1.890659,[ 52 231] ; [ 29 182],[ 46.40283401 236.59716599] ; [ 34.59716599 176.40283401],0
n4,1,0.174973,1.839809,[293  30] ; [195  29],[288.16087751  34.83912249] ; [199.83912249  24.16087751],0
p6,1,0.175571,1.834723,[136 180] ; [ 83 140],[128.39332096 187.60667904] ; [ 90.60667904 132.39332096],0
a1,1,0.199434,1.646518,[ 23 300] ; [ 10 214],[ 19.48628885 303.51371115] ; [ 13.51371115 210.48628885],0
s5,1,0.234531,1.413169,[120 190] ; [ 73 144],[113.52941176 196.47058824] ; [ 79.47058824 137.52941176],0
u4,1,0.25397,1.301335,[ 11 312] ; [  4 220],[  8.85740402 314.14259598] ; [  6.14259598 217.85740402],0
a4,1,0.255704,1.291869,[169 153] ; [106 117],[162.47706422 159.52293578] ; [112.52293578 110.47706422],0
n6,1,0.360053,0.837708,[296  26] ; [199  23],[292.99632353  29.00367647] ; [202.00367647  19.99632353],0
u2,1,0.379335,0.772855,[34 28] ; [37 22],[36.38016529 25.61983471] ; [34.61983471 24.38016529],0
d3,1,0.42273,0.642714,[249  74] ; [166  58],[245.05484461  77.94515539] ; [169.94515539  54.05484461],0
u3,1,0.466051,0.531325,[36 28] ; [37 22],[37.98373984 26.01626016] ; [35.01626016 23.98373984],0
