Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,235.051989,[ 49 262] ; [310 115],[151.69701087 159.30298913] ; [207.30298913 217.69701087],1
d3,1,0.0,203.354959,[115 195] ; [374  54],[205.40650407 104.59349593] ; [283.59349593 144.40650407],1
d5,1,0.0,198.712164,[175 137] ; [418   9],[250.35994587  61.64005413] ; [342.64005413  84.35994587],1
d4,1,0.0,193.11825,[180 131] ; [418   7],[252.6875  58.3125] ; [345.3125  79.6875],1
a4,1,0.0,87.635311,[ 76 233] ; [254 174],[138.35820896 170.64179104] ; [191.64179104 236.35820896],1
a2,1,0.0,81.531629,[ 23 289] ; [155 275],[ 74.84636119 237.15363881] ; [103.15363881 326.84636119],1
u1,1,0.0,77.418784,[  8 304] ; [116 314],[ 52.14016173 259.85983827] ; [ 71.85983827 358.14016173],1
a5,1,0.0,66.342512,[177 134] ; [361  69],[225.80026991  85.19973009] ; [312.19973009 117.80026991],1
a3,1,0.0,39.740768,[180 129] ; [341  87],[218.43826323  90.56173677] ; [302.56173677 125.43826323],1
a7,1,6e-06,20.337513,[196 114] ; [336  93],[223.16644114  86.83355886] ; [308.83355886 120.16644114],1
r1,1,2.7e-05,17.633115,[230  80] ; [369  58],[251.95386703  58.04613297] ; [347.04613297  79.95386703],1
a6,1,3.2e-05,17.268312,[186 125] ; [317 110],[211.96883469  99.03116531] ; [291.03116531 135.96883469],1
s8,1,6.8e-05,15.863948,[103 207] ; [204 222],[129.30706522 180.69293478] ; [177.69293478 248.30706522],1
p4,1,0.00018,14.031495,[150 158] ; [266 159],[174.7994543 133.2005457] ; [241.2005457 183.7994543],1
v2,1,0.000297,13.088506,[146 150] ; [260 153],[169.50070522 126.49929478] ; [236.49929478 176.50070522],1
s2,1,0.000445,12.334464,[120 191] ; [220 206],[143.47354138 167.52645862] ; [196.52645862 229.47354138],1
s7,1,0.001008,10.812883,[113 180] ; [210 201],[134.43039773 158.56960227] ; [188.56960227 222.43039773],0
n4,1,0.001252,10.411834,[225  86] ; [353  76],[242.91621622  68.08378378] ; [335.08378378  93.91621622],0
r3,1,0.001685,9.864013,[284  28] ; [413  15],[293.87027027  18.12972973] ; [403.12972973  24.87027027],0
p9,1,0.002101,9.458749,[234  71] ; [363  61],[249.77366255  55.22633745] ; [347.22633745  76.77366255],0
u4,1,0.007106,7.245868,[  2 310] ; [ 16 414],[  7.56873315 304.43126685] ; [ 10.43126685 419.56873315],0
s5,1,0.008585,6.907257,[ 74 229] ; [139 276],[ 89.88718663 213.11281337] ; [123.11281337 291.88718663],0
