Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,50.694738,[ 25 133] ; [136 134],[59.43457944 98.56542056] ; [101.56542056 168.43457944],1
a3,1,0.0,49.920949,[63 94] ; [202  69],[97.20794393 59.79205607] ; [167.79205607 103.20794393],1
a6,1,0.0,35.438619,[81 78] ; [213  58],[108.71162791  50.28837209] ; [185.28837209  85.71162791],1
d2,1,0.0,34.242331,[ 32 127] ; [131 139],[60.41258741 98.58741259] ; [102.58741259 167.41258741],1
d5,1,0.0,33.908564,[89 69] ; [223  48],[114.90909091  43.09090909] ; [197.09090909  73.90909091],1
d1,1,0.0,31.733922,[ 46 113] ; [155 117],[74.15081206 84.84918794] ; [126.84918794 145.15081206],1
r1,1,2e-06,22.52338,[89 70] ; [210  60],[110.81818182  48.18181818] ; [188.18181818  81.81818182],1
u1,1,1.4e-05,18.921354,[  4 155] ; [ 44 228],[ 17.70765661 141.29234339] ; [ 30.29234339 241.70765661],1
d3,1,3.2e-05,17.302289,[81 76] ; [194  77],[100.87616822  56.12383178] ; [174.12383178  96.87616822],1
d4,1,0.000135,14.572298,[100  58] ; [217  54],[116.75058275  41.24941725] ; [200.24941725  70.75058275],1
n4,1,0.000166,14.185868,[90 68] ; [202  69],[107.54312354  50.45687646] ; [184.45687646  86.54312354],1
p4,1,0.001264,10.394781,[ 54 102] ; [137 133],[69.94366197 86.05633803] ; [121.05633803 148.94366197],0
r4,1,0.002215,9.36246,[110  49] ; [223  49],[122.84686775  36.15313225] ; [210.15313225  61.84686775],0
a7,1,0.004299,8.152868,[101  57] ; [208  63],[113.8041958  44.1958042] ; [195.1958042  75.8041958],0
p10,1,0.006647,7.365842,[90 65] ; [191  78],[102.7240566  52.2759434] ; [178.2759434  90.7240566],0
p8,1,0.007187,7.225725,[ 52 105] ; [124 143],[65.16981132 91.83018868] ; [110.83018868 156.16981132],0
s7,1,0.007918,7.051852,[ 21 132] ; [ 63 192],[ 31.5 121.5] ; [ 52.5 202.5],0
v2,1,0.009109,6.801333,[59 91] ; [138 124],[71.72330097 78.27669903] ; [125.27669903 136.72330097],0
p11,1,0.009897,6.653425,[98 61] ; [200  72],[109.9350348  49.0649652] ; [188.0649652  83.9350348],0
p2,1,0.010158,6.606963,[106  53] ; [209  59],[117.29508197  41.70491803] ; [197.70491803  70.29508197],0
r3,1,0.016731,5.72433,[131  27] ; [245  25],[138.80373832  19.19626168] ; [237.19626168  32.80373832],0
r2,1,0.021757,5.265112,[132  26] ; [242  24],[139.36792453  18.63207547] ; [234.63207547  31.36792453],0
v1,1,0.022562,5.201878,[57 99] ; [128 139],[68.22695035 87.77304965] ; [116.77304965 150.22695035],0
p9,1,0.024131,5.085182,[99 56] ; [199  69],[109.19621749  45.80378251] ; [188.80378251  79.19621749],0
