Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,45.584952,[10 34] ; [73 15],[27.66666667 16.33333333] ; [55.33333333 32.66666667],1
n6,1,2e-06,23.013788,[25 19] ; [81  7],[35.33333333  8.66666667] ; [70.66666667 17.33333333],1
a3,1,0.002901,8.868664,[20 24] ; [62 24],[27.75384615 16.24615385] ; [54.24615385 31.75384615],0
a8,1,0.002979,8.820413,[ 1 39] ; [19 60],[ 6.72268908 33.27731092] ; [13.27731092 65.72268908],0
s7,1,0.003025,8.792582,[10 33] ; [43 42],[17.8046875 25.1953125] ; [35.1953125 49.8046875],0
a4,1,0.003367,8.597209,[ 7 37] ; [36 51],[14.44274809 29.55725191] ; [28.55725191 58.44274809],0
a5,1,0.019434,5.462069,[23 21] ; [64 24],[29. 15.] ; [58. 30.],0
a2,1,0.023114,5.159952,[ 3 41] ; [20 68],[ 7.66666667 36.33333333] ; [15.33333333 72.66666667],0
v4,1,0.025375,4.998123,[38  5] ; [86  2],[40.70229008  2.29770992] ; [83.29770992  4.70229008],0
v3,1,0.061225,3.50388,[ 9 32] ; [34 54],[13.66666667 27.33333333] ; [29.33333333 58.66666667],0
b1,1,0.067577,3.340909,[10 34] ; [34 54],[14.66666667 29.33333333] ; [29.33333333 58.66666667],0
d2,1,0.075689,3.155122,[12 32] ; [38 50],[16.66666667 27.33333333] ; [33.33333333 54.66666667],0
a7,1,0.097254,2.75,[36  8] ; [60 28],[32. 12.] ; [64. 24.],0
p7,1,0.101506,2.681719,[23 16] ; [64 23],[26.92857143 12.07142857] ; [60.07142857 26.92857143],0
r2,1,0.148196,2.090723,[39  5] ; [83  4],[40.97709924  3.02290076] ; [81.02290076  5.97709924],0
p5,1,0.150584,2.066321,[ 1 42] ; [ 8 80],[ 2.95419847 40.04580153] ; [ 6.04580153 81.95419847],0
n2,1,0.151317,2.058924,[7 4] ; [18  3],[8.59375 2.40625] ; [16.40625  4.59375],0
p1,1,0.152955,2.042532,[ 2 41] ; [11 76],[ 4.3 38.7] ; [ 8.7 78.3],0
r3,1,0.169686,1.885714,[40  4] ; [85  3],[41.66666667  2.33333333] ; [83.33333333  4.66666667],0
u1,1,0.186828,1.742457,[ 3 41] ; [13 75],[ 5.33333333 38.66666667] ; [10.66666667 77.33333333],0
r1,1,0.214003,1.544138,[30 14] ; [68 19],[32.91603053 11.08396947] ; [65.08396947 21.91603053],0
r4,1,0.244607,1.353846,[37  7] ; [80  8],[39.  5.] ; [78. 10.],0
p9,1,0.251797,1.313305,[35  9] ; [75 11],[37.23076923  6.76923077] ; [72.76923077 13.23076923],0
p10,1,0.263361,1.251002,[32 11] ; [72 15],[34.4  8.6] ; [69.6 17.4],0
p3,1,0.28732,1.132136,[11 33] ; [30 58],[13.66666667 30.33333333] ; [27.33333333 60.66666667],0
d3,1,0.315182,1.008837,[29 15] ; [50 38],[26.33333333 17.66666667] ; [52.66666667 35.33333333],0
n1,1,0.332275,0.940012,[3 8] ; [ 9 11],[4.25806452 6.74193548] ; [ 7.74193548 12.25806452],0
n3,1,0.339551,0.912127,[6 5] ; [15  6],[7.21875 3.78125] ; [13.78125  7.21875],0
s8,1,0.377936,0.777404,[15 29] ; [37 51],[17.33333333 26.66666667] ; [34.66666667 53.33333333],0
s2,1,0.385372,0.753495,[17 27] ; [41 47],[19.33333333 24.66666667] ; [38.66666667 49.33333333],0
s3,1,0.385954,0.75165,[20 24] ; [46 40],[22.33846154 21.66153846] ; [43.66153846 42.33846154],0
d5,1,0.407016,0.6875,[30 14] ; [66 22],[32. 12.] ; [64. 24.],0
v2,1,0.417179,0.658249,[19 24] ; [43 40],[21.15873016 21.84126984] ; [40.84126984 42.15873016],0
v1,1,0.418538,0.654417,[17 26] ; [40 45],[19.1484375 23.8515625] ; [37.8515625 47.1484375],0
s4,1,0.477602,0.504335,[ 7 37] ; [10 77],[ 5.70992366 38.29007634] ; [11.29007634 75.70992366],0
p12,1,0.504603,0.445243,[ 1 43] ; [ 4 82],[ 1.69230769 42.30769231] ; [ 3.30769231 82.69230769],0
b4,1,0.538066,0.379136,[21 23] ; [47 41],[22.66666667 21.33333333] ; [45.33333333 42.66666667],0
p2,1,0.574569,0.315097,[35  8] ; [75 13],[36.10687023  6.89312977] ; [73.89312977 14.10687023],0
b5,1,0.61036,0.259651,[29 15] ; [54 34],[27.66666667 16.33333333] ; [55.33333333 32.66666667],0
a1,1,0.61438,0.253846,[ 1 43] ; [ 1 87],[ 0.66666667 43.33333333] ; [ 1.33333333 86.66666667],0
d1,1,0.622301,0.242647,[20 24] ; [44 44],[21.33333333 22.66666667] ; [42.66666667 45.33333333],0
a6,1,0.664174,0.188493,[30 14] ; [56 31],[28.88549618 15.11450382] ; [57.11450382 29.88549618],0
p6,1,0.707693,0.140593,[ 9 33] ; [21 65],[ 9.84375 32.15625] ; [20.15625 65.84375],0
s5,1,0.753826,0.098344,[12 31] ; [26 59],[12.765625 30.234375] ; [25.234375 59.765625],0
p11,1,0.763341,0.090659,[34 10] ; [70 18],[34.66666667  9.33333333] ; [69.33333333 18.66666667],0
s1,1,0.772709,0.083425,[ 2 42] ; [ 5 82],[ 2.35114504 41.64885496] ; [ 4.64885496 82.35114504],0
s6,1,0.801215,0.063391,[24 19] ; [50 36],[24.66666667 18.33333333] ; [49.33333333 36.66666667],0
u2,1,0.817218,0.053419,[10 14] ; [10 16],[ 9.6 14.4] ; [10.4 15.6],0
b2,1,0.929282,0.007876,[ 6 13] ; [17 35],[ 6.15492958 12.84507042] ; [16.84507042 35.15492958],0
b3,1,0.929282,0.007876,[ 6 13] ; [17 35],[ 6.15492958 12.84507042] ; [16.84507042 35.15492958],0
u3,1,0.963404,0.002105,[10 14] ; [11 15],[10.08 13.92] ; [10.92 15.08],0
d4,1,1.0,0.0,[32 12] ; [64 24],[32. 12.] ; [64. 24.],0
