Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.017209,5.674917,[12  1] ; [23 18],[8.42592593 4.57407407] ; [26.57407407 14.42592593],0
r1,1,0.028318,4.808587,[9 4] ; [15 28],[5.57142857 7.42857143] ; [18.42857143 24.57142857],0
v2,1,0.049925,3.843984,[6 7] ; [ 8 34],[3.30909091 9.69090909] ; [10.69090909 31.30909091],0
p12,1,0.066897,3.357568,[ 2 11] ; [ 1 42],[ 0.69642857 12.30357143] ; [ 2.30357143 40.69642857],0
r2,1,0.066962,3.355968,[11  1] ; [27 15],[8.44444444 3.55555556] ; [29.55555556 12.44444444],0
v4,1,0.080853,3.047664,[11  2] ; [25 18],[8.35714286 4.64285714] ; [27.64285714 15.35714286],0
r4,1,0.137291,2.208057,[5 8] ; [ 8 35],[3.01785714 9.98214286] ; [ 9.98214286 33.01785714],0
p6,1,0.149931,2.072951,[5 8] ; [ 8 34],[3.07272727 9.92727273] ; [ 9.92727273 32.07272727],0
v1,1,0.157477,1.998289,[6 7] ; [11 32],[3.94642857 9.05357143] ; [13.05357143 29.94642857],0
u1,1,0.187918,1.733865,[ 2 11] ; [ 2 41],[ 0.92857143 12.07142857] ; [ 3.07142857 39.92857143],0
a2,1,0.188199,1.731664,[ 3 10] ; [ 4 39],[ 1.625 11.375] ; [ 5.375 37.625],0
p8,1,0.191142,1.708797,[6 7] ; [11 30],[4.09259259 8.90740741] ; [12.90740741 28.09259259],0
s4,1,0.215839,1.531826,[ 1 12] ; [10 33],[ 2.55357143 10.44642857] ; [ 8.44642857 34.55357143],0
n2,1,0.22844,1.450549,[6 1] ; [16 10],[4.66666667 2.33333333] ; [17.33333333  8.66666667],0
n6,1,0.254445,1.298731,[10  3] ; [25 17],[8.27272727 4.72727273] ; [26.72727273 15.27272727],0
a5,1,0.277833,1.177659,[10  3] ; [26 17],[8.35714286 4.64285714] ; [27.64285714 15.35714286],0
d2,1,0.30426,1.055427,[8 5] ; [19 23],[6.38181818 6.61818182] ; [20.61818182 21.38181818],0
d5,1,0.31487,1.010137,[9 4] ; [23 20],[7.42857143 5.57142857] ; [24.57142857 18.42857143],0
p9,1,0.336668,0.923077,[8 5] ; [18 21],[6.5 6.5] ; [19.5 19.5],0
s8,1,0.371209,0.799614,[4 9] ; [ 8 34],[ 2.83636364 10.16363636] ; [ 9.16363636 32.83636364],0
p5,1,0.379775,0.771429,[3 9] ; [ 6 36],[ 2. 10.] ; [ 7. 35.],0
b1,1,0.388883,0.742432,[9 4] ; [24 19],[7.66071429 5.33928571] ; [25.33928571 17.66071429],0
s3,1,0.402171,0.701826,[3 9] ; [16 26],[4.22222222 7.77777778] ; [14.77777778 27.22222222],0
p1,1,0.43254,0.615994,[ 3 10] ; [ 6 37],[ 2.08928571 10.91071429] ; [ 6.91071429 36.08928571],0
a4,1,0.434689,0.610264,[6 7] ; [14 27],[4.81481481 8.18518519] ; [15.18518519 25.81481481],0
n3,1,0.460866,0.543791,[2 4] ; [13 13],[2.8125 3.1875] ; [12.1875 13.8125],0
p3,1,0.47857,0.50212,[4 8] ; [10 33],[3.05454545 8.94545455] ; [10.94545455 32.05454545],0
p10,1,0.486834,0.483516,[7 6] ; [18 24],[5.90909091 7.09090909] ; [19.09090909 22.90909091],0
s1,1,0.534398,0.386023,[ 2 11] ; [ 4 39],[ 1.39285714 11.60714286] ; [ 4.60714286 38.39285714],0
n4,1,0.544467,0.367323,[11  2] ; [33 10],[10.21428571  2.78571429] ; [33.78571429  9.21428571],0
p4,1,0.557396,0.344233,[5 7] ; [14 29],[4.14545455 7.85454545] ; [14.85454545 28.14545455],0
s7,1,0.570155,0.322423,[5 8] ; [12 28],[4.16981132 8.83018868] ; [12.83018868 27.16981132],0
a1,1,0.574947,0.314475,[ 3 10] ; [ 7 36],[ 2.32142857 10.67857143] ; [ 7.67857143 35.32142857],0
d4,1,0.642821,0.215071,[6 7] ; [23 20],[6.73214286 6.26785714] ; [22.26785714 20.73214286],0
p11,1,0.671097,0.180322,[4 9] ; [16 27],[4.64285714 8.35714286] ; [15.35714286 27.64285714],0
s2,1,0.711289,0.136993,[4 9] ; [11 32],[3.48214286 9.51785714] ; [11.51785714 31.48214286],0
b4,1,0.714757,0.133572,[8 5] ; [24 19],[7.42857143 5.57142857] ; [24.57142857 18.42857143],0
p7,1,0.73214,0.117155,[4 7] ; [13 29],[3.52830189 7.47169811] ; [13.47169811 28.52830189],0
s6,1,0.734012,0.11546,[5 8] ; [14 28],[4.49090909 8.50909091] ; [14.50909091 27.49090909],0
b3,1,0.734777,0.114771,[4 5] ; [13 21],[3.55813953 5.44186047] ; [13.44186047 20.55813953],0
b2,1,0.734777,0.114771,[4 5] ; [13 21],[3.55813953 5.44186047] ; [13.44186047 20.55813953],0
b5,1,0.751615,0.100179,[6 7] ; [22 21],[6.5 6.5] ; [21.5 21.5],0
d3,1,0.784003,0.075134,[6 7] ; [18 25],[5.57142857 7.42857143] ; [18.42857143 24.57142857],0
s5,1,0.82182,0.050717,[ 3 10] ; [11 31],[3.30909091 9.69090909] ; [10.69090909 31.30909091],0
p2,1,0.876347,0.024212,[5 7] ; [19 24],[5.23636364 6.76363636] ; [18.76363636 24.23636364],0
n1,1,0.876438,0.024176,[4 3] ; [14 12],[3.81818182 3.18181818] ; [14.18181818 11.81818182],0
a6,1,0.900473,0.015641,[7 6] ; [24 19],[7.19642857 5.80357143] ; [23.80357143 19.19642857],0
a7,1,0.900473,0.015641,[6 7] ; [19 24],[5.80357143 7.19642857] ; [19.19642857 23.80357143],0
d1,1,0.934867,0.006679,[5 8] ; [16 27],[4.875 8.125] ; [16.125 26.875],0
