Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.002619,9.055595,[95 27] ; [25 21],[87.14285714 34.85714286] ; [32.85714286 13.14285714],0
r3,1,0.005691,7.645709,[107  13] ; [33 13],[101.20481928  18.79518072] ; [38.79518072  7.20481928],0
p4,1,0.007455,7.159821,[51 69] ; [ 9 36],[43.63636364 76.36363636] ; [16.36363636 28.63636364],0
v4,1,0.010781,6.501136,[108  13] ; [33 12],[102.77710843  18.22289157] ; [38.22289157  6.77710843],0
n4,1,0.023704,5.116187,[71 50] ; [18 28],[64.48502994 56.51497006] ; [24.51497006 21.48502994],0
p11,1,0.025962,4.958578,[86 36] ; [24 22],[79.88095238 42.11904762] ; [30.11904762 15.88095238],0
s6,1,0.027543,4.856459,[62 58] ; [15 31],[55.6626506 64.3373494] ; [21.3373494 24.6626506],0
v3,1,0.029505,4.737932,[29 89] ; [ 4 40],[24.03703704 93.96296296] ; [ 8.96296296 35.03703704],0
s5,1,0.032977,4.546993,[28 90] ; [ 4 41],[23.16564417 94.83435583] ; [ 8.83435583 36.16564417],0
s2,1,0.055736,3.659944,[51 70] ; [12 34],[45.64670659 75.35329341] ; [17.35329341 28.64670659],0
p3,1,0.060552,3.522208,[39 83] ; [ 8 38],[34.13095238 87.86904762] ; [12.86904762 33.13095238],0
n5,1,0.060655,3.519388,[76 45] ; [21 24],[70.70481928 50.29518072] ; [26.29518072 18.70481928],0
p2,1,0.062544,3.468615,[89 32] ; [27 19],[84.04790419 36.95209581] ; [31.95209581 14.04790419],0
a3,1,0.069796,3.287812,[56 66] ; [14 32],[50.83333333 71.16666667] ; [19.16666667 26.83333333],0
s7,1,0.08098,3.045113,[40 80] ; [ 8 34],[35.55555556 84.44444444] ; [12.44444444 29.55555556],0
a8,1,0.10597,2.613309,[15 98] ; [ 2 43],[ 12.15822785 100.84177215] ; [ 4.84177215 40.15822785],0
u2,1,0.131005,2.280552,[28 37] ; [19 13],[31.49484536 33.50515464] ; [15.50515464 16.49484536],0
s8,1,0.161962,1.955809,[34 88] ; [ 8 38],[30.5 91.5] ; [11.5 34.5],0
s4,1,0.168509,1.896161,[22 97] ; [13 33],[25.24242424 93.75757576] ; [ 9.75757576 36.24242424],0
p10,1,0.179629,1.800691,[72 47] ; [22 23],[68.20731707 50.79268293] ; [25.79268293 19.20731707],0
b4,1,0.180179,1.796151,[80 42] ; [25 21],[76.25 45.75] ; [28.75 17.25],0
a6,1,0.185766,1.750884,[55 67] ; [26 20],[58.82142857 63.17857143] ; [22.17857143 23.82142857],0
p9,1,0.194309,1.68464,[76 42] ; [24 21],[72.39263804 45.60736196] ; [27.60736196 17.39263804],0
r2,1,0.216921,1.524628,[102  19] ; [35 11],[99.26347305 21.73652695] ; [37.73652695  8.26347305],0
p8,1,0.277175,1.180891,[52 70] ; [15 30],[48.94610778 73.05389222] ; [18.05389222 26.94610778],0
d5,1,0.29224,1.109272,[74 47] ; [24 22],[71.00598802 49.99401198] ; [26.99401198 19.00598802],0
a7,1,0.312165,1.021494,[78 42] ; [26 20],[75.18072289 44.81927711] ; [28.81927711 17.18072289],0
v2,1,0.377161,0.779937,[36 80] ; [10 32],[33.7721519 82.2278481] ; [12.2278481 29.7721519],0
d2,1,0.492185,0.471746,[28 93] ; [13 33],[29.70658683 91.29341317] ; [11.29341317 34.70658683],0
a4,1,0.513668,0.426588,[ 18 104] ; [ 5 41],[ 16.70238095 105.29761905] ; [ 6.29761905 39.70238095],0
b1,1,0.519961,0.41397,[49 73] ; [21 25],[50.83333333 71.16666667] ; [19.16666667 26.83333333],0
r1,1,0.519961,0.41397,[73 49] ; [25 21],[71.16666667 50.83333333] ; [26.83333333 19.16666667],0
a1,1,0.520597,0.412711,[  3 119] ; [ 2 44],[  3.63095238 118.36904762] ; [ 1.36904762 44.63095238],0
p7,1,0.57674,0.311535,[58 60] ; [19 24],[56.43478261 61.56521739] ; [20.56521739 22.43478261],0
p1,1,0.58311,0.301233,[ 11 109] ; [ 3 43],[ 10.12048193 109.87951807] ; [ 3.87951807 42.12048193],0
u3,1,0.61708,0.249993,[29 36] ; [16 16],[30.15463918 34.84536082] ; [14.84536082 17.15463918],0
b5,1,0.634543,0.22595,[72 50] ; [29 17],[73.3452381 48.6547619] ; [27.6547619 18.3452381],0
s3,1,0.692432,0.156465,[57 62] ; [20 25],[55.87195122 63.12804878] ; [21.12804878 23.87195122],0
