Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,44.620468,[21 86] ; [193 148],[51.11160714 55.88839286] ; [162.88839286 178.11160714],1
d1,1,0.0,43.958369,[38 69] ; [243  99],[66.96436526 40.03563474] ; [214.03563474 127.96436526],1
a3,1,0.0,37.135107,[49 56] ; [265  76],[73.92376682 31.07623318] ; [240.07623318 100.92376682],1
a4,1,0.0,29.283288,[21 85] ; [169 172],[45.05592841 60.94407159] ; [144.94407159 196.05592841],1
r1,1,2e-06,22.565327,[75 32] ; [303  37],[90.48322148 16.51677852] ; [287.51677852  52.48322148],1
d4,1,5e-06,20.783904,[74 33] ; [299  41],[89.28635347 17.71364653] ; [283.71364653  56.28635347],1
u1,1,3.8e-05,16.972283,[  4 103] ; [ 71 271],[17.87305122 89.12694878] ; [ 57.12694878 284.87305122],1
d3,1,0.000117,14.838213,[61 46] ; [260  81],[76.66741071 30.33258929] ; [244.33258929  96.66741071],1
a6,1,0.000123,14.750509,[55 52] ; [243  97],[71.33333333 35.66666667] ; [226.66666667 113.33333333],1
v2,1,0.000165,14.192562,[43 59] ; [211 123],[59.42201835 42.57798165] ; [194.57798165 139.42201835],1
v1,1,0.00042,12.440907,[46 58] ; [214 122],[61.45454545 42.54545455] ; [198.54545455 137.45454545],1
d5,1,0.000543,11.960369,[75 32] ; [289  51],[87.13199105 19.86800895] ; [276.86800895  63.13199105],1
r4,1,0.001982,9.566091,[95 12] ; [330  12],[101.28062361   5.71937639] ; [323.71937639  18.28062361],0
n4,1,0.00258,9.08288,[73 33] ; [282  60],[83.99553571 22.00446429] ; [271.00446429  70.99553571],0
b3,1,0.00577,7.620769,[13 46] ; [ 88 123],[22.07037037 36.92962963] ; [ 78.92962963 132.07037037],0
b2,1,0.00577,7.620769,[13 46] ; [ 88 123],[22.07037037 36.92962963] ; [ 78.92962963 132.07037037],0
p3,1,0.005864,7.591494,[55 52] ; [225 115],[67.0246085 39.9753915] ; [212.9753915 127.0246085],0
p4,1,0.011948,6.318618,[67 39] ; [258  83],[77.06935123 28.93064877] ; [247.93064877  93.06935123],0
p10,1,0.018583,5.540311,[84 21] ; [304  38],[91.1409396 13.8590604] ; [296.8590604  45.1409396],0
s5,1,0.018757,5.524064,[30 73] ; [138 190],[40.14849188 62.85150812] ; [127.85150812 200.14849188],0
s8,1,0.034288,4.480289,[43 64] ; [175 162],[52.53603604 54.46396396] ; [165.46396396 171.53603604],0
n5,1,0.035403,4.425632,[76 30] ; [277  64],[83.70917226 22.29082774] ; [269.29082774  71.70917226],0
b1,1,0.036672,4.365582,[30 77] ; [134 208],[39.08240535 67.91759465] ; [124.91759465 217.08240535],0
n6,1,0.037492,4.327942,[87 19] ; [303  35],[93.10810811 12.89189189] ; [296.89189189  41.10810811],0
u3,1,0.055034,3.681053,[27 31] ; [48 28],[32.46268657 25.53731343] ; [42.53731343 33.46268657],0
r3,1,0.079759,3.069815,[98  8] ; [329  12],[101.25727069   4.74272931] ; [325.74272931  15.25727069],0
s4,1,0.160881,1.965923,[22 83] ; [ 51 286],[17.34162896 87.65837104] ; [ 55.65837104 281.34162896],0
p11,1,0.16163,1.958912,[86 21] ; [294  48],[90.55679287 16.44320713] ; [289.44320713  52.55679287],0
s7,1,0.16567,1.921698,[48 54] ; [179 147],[54.09813084 47.90186916] ; [172.90186916 153.09813084],0
a7,1,0.198968,1.649936,[75 31] ; [263  79],[79.97321429 26.02678571] ; [258.02678571  83.97321429],0
u4,1,0.201517,1.631348,[  1 106] ; [ 11 331],[  2.8596882 104.1403118] ; [  9.1403118 332.8596882],0
s1,1,0.206489,1.595872,[  5 101] ; [  8 332],[  3.0896861 102.9103139] ; [  9.9103139 330.0896861],0
s6,1,0.211307,1.56245,[67 36] ; [236  94],[72.07621247 30.92378753] ; [230.92378753  99.07621247],0
v3,1,0.213761,1.545767,[39 63] ; [151 183],[44.44954128 57.55045872] ; [145.55045872 188.44954128],0
a1,1,0.24979,1.324478,[  3 104] ; [ 19 323],[  5.24276169 101.75723831] ; [ 16.75723831 325.24276169],0
p9,1,0.293825,1.102012,[90 15] ; [305  36],[92.99327354 12.00672646] ; [302.00672646  38.99327354],0
p2,1,0.380249,0.769898,[94 12] ; [312  29],[96.27740492  9.72259508] ; [309.72259508  31.27740492],0
p12,1,0.402811,0.699918,[ 8 98] ; [ 35 305],[10.21973094 95.78026906] ; [ 32.78026906 307.21973094],0
n1,1,0.445389,0.58236,[11 11] ; [21 31],[ 9.51351351 12.48648649] ; [22.48648649 29.51351351],0
s2,1,0.468239,0.526129,[53 54] ; [181 157],[56.26516854 50.73483146] ; [177.73483146 160.26516854],0
p1,1,0.492663,0.470706,[15 90] ; [ 40 300],[12.97752809 92.02247191] ; [ 42.02247191 297.97752809],0
b4,1,0.62162,0.243597,[60 47] ; [201 141],[62.19821826 44.80178174] ; [198.80178174 143.19821826],0
