Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,54.845523,[ 33 525] ; [26 58],[ 51.28037383 506.71962617] ; [ 7.71962617 76.28037383],1
s5,1,0.0,48.755096,[144 404] ; [52 28],[171.03184713 376.96815287] ; [24.96815287 55.03184713],1
p12,1,0.0,33.984038,[ 34 524] ; [21 62],[ 47.87831513 510.12168487] ; [ 7.12168487 75.87831513],1
p8,1,0.0,29.637138,[269 283] ; [67 16],[292.08188976 259.91811024] ; [43.91811024 39.08188976],1
p3,1,0.0,28.641684,[258 302] ; [65 19],[280.86956522 279.13043478] ; [42.13043478 41.86956522],1
p4,1,1e-06,24.241437,[312 246] ; [70 13],[332.53666147 225.46333853] ; [49.46333853 33.53666147],1
p6,1,2e-06,22.639704,[187 367] ; [50 32],[206.44339623 347.55660377] ; [30.55660377 51.44339623],1
s7,1,4e-06,21.352301,[239 297] ; [56 21],[257.94453507 278.05546493] ; [37.05546493 39.94453507],1
s6,1,0.000186,13.964297,[338 216] ; [66 14],[353.02208202 200.97791798] ; [50.97791798 29.02208202],1
a1,1,0.000712,11.457934,[ 20 541] ; [10 74],[ 26.09302326 534.90697674] ; [ 3.90697674 80.09302326],1
b5,1,0.000726,11.421311,[343 218] ; [35 49],[328.77209302 232.22790698] ; [49.22790698 34.77209302],1
v3,1,0.0012,10.490941,[219 326] ; [48 33],[232.45207668 312.54792332] ; [34.54792332 46.45207668],0
p7,1,0.005856,7.594229,[336 214] ; [63 19],[347.23101266 202.76898734] ; [51.76898734 30.23101266],0
n5,1,0.008862,6.850362,[437 122] ; [76  8],[445.98289269 113.01710731] ; [67.01710731 16.98289269],0
s8,1,0.009621,6.703767,[235 323] ; [47 35],[245.86875 312.13125] ; [36.13125 45.86875],0
s1,1,0.010386,6.567436,[ 12 541] ; [ 6 78],[ 15.62637363 537.37362637] ; [ 2.37362637 81.62637363],0
n4,1,0.014524,5.973333,[452 108] ; [77  7],[460. 100.] ; [69. 15.],0
r2,1,0.015986,5.804421,[524  29] ; [73 10],[519.08962264  33.91037736] ; [77.91037736  5.08962264],0
p9,1,0.025756,4.972349,[458  92] ; [77  6],[464.84992101  85.15007899] ; [70.15007899 12.84992101],0
v1,1,0.030066,4.705505,[287 259] ; [53 28],[296.07655502 249.92344498] ; [43.92344498 37.07655502],0
p10,1,0.030493,4.681259,[445 109] ; [74  8],[452.08490566 101.91509434] ; [66.91509434 15.08490566],0
s2,1,0.042114,4.130617,[249 308] ; [47 36],[257.6125 299.3875] ; [38.3875 44.6125],0
s3,1,0.072714,3.220676,[278 274] ; [50 32],[285.57728707 266.42271293] ; [42.42271293 39.57728707],0
b3,1,0.076844,3.130424,[135 207] ; [31 29],[141.2238806 200.7761194] ; [24.7761194 35.2238806],0
b2,1,0.076844,3.130424,[135 207] ; [31 29],[141.2238806 200.7761194] ; [24.7761194 35.2238806],0
u4,1,0.149465,2.077705,[ 12 549] ; [ 4 80],[ 13.91627907 547.08372093] ; [ 2.08372093 81.91627907],0
p2,1,0.177368,1.819538,[467  92] ; [75  9],[471.19440124  87.80559876] ; [70.80559876 13.19440124],0
a6,1,0.183003,1.773067,[381 179] ; [51 33],[375.65217391 184.34782609] ; [56.34782609 27.65217391],0
a2,1,0.186207,1.747378,[137 424] ; [15 69],[132.20465116 428.79534884] ; [19.79534884 64.20465116],0
p11,1,0.231401,1.432227,[450 111] ; [72 12],[454.01860465 106.98139535] ; [67.98139535 16.01860465],0
a3,1,0.259245,1.272786,[391 166] ; [64 20],[395.37441498 161.62558502] ; [59.62558502 24.37441498],0
r3,1,0.274315,1.195042,[534  25] ; [77  6],[532.00778816  26.99221184] ; [78.99221184  4.00778816],0
n1,1,0.326427,0.96302,[47 77] ; [9 9],[48.90140845 75.09859155] ; [ 7.09859155 10.90140845],0
b1,1,0.364809,0.821269,[205 356] ; [35 49],[208.74418605 352.25581395] ; [31.25581395 52.74418605],0
d5,1,0.449287,0.572451,[453 107] ; [65 19],[450.43478261 109.56521739] ; [67.56521739 16.43478261],0
n3,1,0.455971,0.555767,[88 35] ; [12  7],[86.61971831 36.38028169] ; [13.38028169  5.61971831],0
a5,1,0.462776,0.539171,[406 155] ; [64 20],[408.79069767 152.20930233] ; [61.20930233 22.79069767],0
d2,1,0.593591,0.284771,[276 281] ; [39 45],[273.72074883 283.27925117] ; [41.27925117 42.72074883],0
d3,1,0.596599,0.280156,[377 184] ; [54 30],[374.86976744 186.13023256] ; [56.13023256 27.86976744],0
d1,1,0.618493,0.247992,[330 231] ; [47 37],[327.90232558 233.09767442] ; [49.09767442 34.90232558],0
a8,1,0.632387,0.228838,[ 80 426] ; [14 64],[ 81.44520548 424.55479452] ; [12.55479452 65.44520548],0
