Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,5e-06,20.883403,[36 38] ; [16 82],[22.37209302 51.62790698] ; [29.62790698 68.37209302],1
r1,1,0.003066,8.76769,[69  7] ; [73 27],[61.31818182 14.68181818] ; [80.68181818 19.31818182],0
a6,1,0.007599,7.125514,[55 21] ; [52 47],[46.46857143 29.53142857] ; [60.53142857 38.46857143],0
a7,1,0.026684,4.911158,[59 17] ; [62 38],[52.25 23.75] ; [68.75 31.25],0
s1,1,0.029164,4.757915,[ 1 75] ; [ 9 91],[ 4.31818182 71.68181818] ; [ 5.68181818 94.31818182],0
d2,1,0.031404,4.63073,[47 29] ; [45 54],[39.95428571 36.04571429] ; [52.04571429 46.95428571],0
d5,1,0.037652,4.320662,[67  9] ; [75 24],[61.66857143 14.33142857] ; [80.33142857 18.66857143],0
a5,1,0.04227,4.124367,[62 14] ; [68 32],[56.13636364 19.86363636] ; [73.86363636 26.13636364],0
r2,1,0.046567,3.960972,[74  1] ; [91  8],[71.12068966  3.87931034] ; [93.87931034  5.12068966],0
p9,1,0.049889,3.845198,[68  7] ; [79 20],[63.36206897 11.63793103] ; [83.63793103 15.36206897],0
p10,1,0.057298,3.613918,[67  9] ; [77 23],[62.18181818 13.81818182] ; [81.81818182 18.18181818],0
p2,1,0.066267,3.373154,[59 17] ; [88 12],[63.47727273 12.52272727] ; [83.52272727 16.47727273],0
p1,1,0.085234,2.962154,[ 4 72] ; [13 87],[ 7.34090909 68.65909091] ; [ 9.65909091 90.34090909],0
r3,1,0.087581,2.918283,[73  2] ; [91  9],[70.28571429  4.71428571] ; [93.71428571  6.28571429],0
s4,1,0.097639,2.743696,[16 60] ; [32 67],[20.84571429 55.15428571] ; [27.15428571 71.84571429],0
p7,1,0.125771,2.343938,[54 21] ; [59 38],[49.27325581 25.72674419] ; [63.72674419 33.27325581],0
n1,1,0.134896,2.235236,[ 6 13] ; [17 15],[ 8.56862745 10.43137255] ; [14.43137255 17.56862745],0
r4,1,0.135812,2.224783,[69  7] ; [83 17],[65.63636364 10.36363636] ; [86.36363636 13.63636364],0
d4,1,0.166584,1.91342,[66 10] ; [78 21],[62.53714286 13.46285714] ; [81.46285714 17.53714286],0
s5,1,0.169794,1.884759,[34 38] ; [36 62],[29.64705882 42.35294118] ; [40.35294118 57.64705882],0
a3,1,0.207357,1.589787,[63 13] ; [75 25],[59.59090909 16.40909091] ; [78.40909091 21.59090909],0
b1,1,0.212348,1.555347,[36 40] ; [38 62],[31.95454545 44.04545455] ; [42.04545455 57.95454545],0
n3,1,0.220616,1.50036,[16  3] ; [22 10],[14.15686275  4.84313725] ; [23.84313725  8.15686275],0
s3,1,0.223788,1.479915,[60 15] ; [72 28],[56.57142857 18.42857143] ; [75.42857143 24.57142857],0
u1,1,0.258943,1.2744,[19 57] ; [18 82],[15.97727273 60.02272727] ; [21.02272727 78.97727273],0
p6,1,0.264283,1.246183,[26 49] ; [43 57],[29.57142857 45.42857143] ; [39.42857143 60.57142857],0
s8,1,0.276559,1.18392,[48 28] ; [55 45],[44.47727273 31.52272727] ; [58.52272727 41.47727273],0
u2,1,0.290588,1.116894,[6 6] ; [17  8],[7.45945946 4.54054054] ; [15.54054054  9.45945946],0
s2,1,0.298541,1.080702,[55 21] ; [65 35],[51.81818182 24.18181818] ; [68.18181818 31.81818182],0
d1,1,0.315644,1.006913,[49 27] ; [57 43],[45.77272727 30.22727273] ; [60.22727273 39.77272727],0
n5,1,0.361564,0.832452,[54 21] ; [78 22],[56.57142857 18.42857143] ; [75.42857143 24.57142857],0
p11,1,0.363058,0.827286,[60 16] ; [73 27],[57.43181818 18.56818182] ; [75.56818182 24.43181818],0
n2,1,0.373578,0.791729,[16  4] ; [22 10],[14.61538462  5.38461538] ; [23.38461538  8.61538462],0
b5,1,0.383325,0.76001,[36 40] ; [54 46],[38.86363636 37.13636364] ; [51.13636364 48.86363636],0
b3,1,0.404565,0.694717,[21 29] ; [22 42],[18.85964912 31.14035088] ; [24.14035088 39.85964912],0
b2,1,0.404565,0.694717,[21 29] ; [22 42],[18.85964912 31.14035088] ; [24.14035088 39.85964912],0
p4,1,0.409968,0.678895,[44 32] ; [64 36],[46.63636364 29.36363636] ; [61.36363636 38.63636364],0
s6,1,0.425629,0.634721,[62 13] ; [77 22],[59.9137931 15.0862069] ; [79.0862069 19.9137931],0
p12,1,0.431961,0.617544,[ 6 70] ; [ 5 95],[ 4.75 71.25] ; [ 6.25 93.75],0
a8,1,0.43378,0.612681,[11 58] ; [11 83],[ 9.31288344 59.68711656] ; [12.68711656 81.31288344],0
a1,1,0.441683,0.591905,[ 5 71] ; [ 4 96],[ 3.88636364 72.11363636] ; [ 5.11363636 94.88636364],0
n6,1,0.46904,0.524237,[64 11] ; [89 11],[65.57142857  9.42857143] ; [87.42857143 12.57142857],0
a2,1,0.482133,0.494035,[21 55] ; [23 77],[19. 57.] ; [25. 75.],0
p3,1,0.61441,0.253803,[39 37] ; [47 52],[37.34857143 38.65142857] ; [48.65142857 50.34857143],0
b4,1,0.667295,0.184782,[42 34] ; [52 48],[40.59090909 35.40909091] ; [53.40909091 46.59090909],0
v4,1,0.676011,0.174651,[71  4] ; [96  4],[71.57142857  3.42857143] ; [95.42857143  4.57142857],0
u3,1,0.690397,0.158656,[8 5] ; [17  8],[8.55263158 4.44736842] ; [16.44736842  8.55263158],0
p8,1,0.724387,0.124328,[35 39] ; [50 50],[36.14942529 37.85057471] ; [48.85057471 51.14942529],0
n4,1,0.746834,0.104211,[63 13] ; [81 19],[62.18181818 13.81818182] ; [81.81818182 18.18181818],0
p5,1,0.760264,0.093107,[ 8 68] ; [12 88],[ 8.63636364 67.36363636] ; [11.36363636 88.63636364],0
d3,1,0.792634,0.069112,[50 26] ; [67 32],[50.81142857 25.18857143] ; [66.18857143 32.81142857],0
a4,1,0.797682,0.065715,[35 41] ; [48 52],[35.84090909 40.15909091] ; [47.15909091 52.84090909],0
