Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,63.557725,[46 63] ; [162  26],[76.33670034 32.66329966] ; [131.66329966  56.33670034],1
p10,1,0.0,40.310464,[51 55] ; [155  31],[74.78082192 31.21917808] ; [131.21917808  54.78082192],1
n6,1,0.0,29.499535,[65 44] ; [163  24],[83.95945946 25.04054054] ; [144.04054054  42.95945946],1
p9,1,0.0,25.749677,[61 45] ; [157  29],[79.1369863 26.8630137] ; [138.8630137  47.1369863],1
a5,1,0.000222,13.636733,[57 52] ; [138  50],[71.56565657 37.43434343] ; [123.43434343  64.56565657],1
v1,1,0.000436,12.370154,[33 73] ; [97 88],[47.35395189 58.64604811] ; [ 82.64604811 102.35395189],1
p11,1,0.001175,10.529961,[74 35] ; [158  30],[85.14478114 23.85521886] ; [146.85521886  41.14478114],0
p3,1,0.001616,9.941619,[30 77] ; [87 99],[42.72696246 64.27303754] ; [ 74.27303754 111.72696246],0
a2,1,0.002962,8.830621,[10 99] ; [ 43 145],[19.45117845 89.54882155] ; [ 33.54882155 154.45117845],0
p8,1,0.003376,8.592236,[36 71] ; [95 90],[48.00342466 58.99657534] ; [ 82.99657534 102.00342466],0
a4,1,0.003961,8.30167,[33 76] ; [89 99],[44.77441077 64.22558923] ; [ 77.22558923 110.77441077],0
p4,1,0.00713,7.239858,[37 70] ; [95 92],[48.04081633 58.95918367] ; [ 83.95918367 103.04081633],0
v3,1,0.011845,6.333891,[25 75] ; [ 73 110],[34.62897527 65.37102473] ; [ 63.37102473 119.62897527],0
s8,1,0.015481,5.86085,[13 96] ; [ 44 144],[20.91919192 88.08080808] ; [ 36.08080808 151.91919192],0
d2,1,0.023678,5.118093,[40 69] ; [94 93],[49.34459459 59.65540541] ; [ 84.65540541 102.34459459],0
r4,1,0.060647,3.519599,[89 20] ; [168  20],[94.31986532 14.68013468] ; [162.68013468  25.31986532],0
s1,1,0.061933,3.484859,[  6 103] ; [  3 182],[  3.33673469 105.66326531] ; [  5.66326531 179.33673469],0
d1,1,0.080381,3.057171,[50 59] ; [106  82],[57.25252525 51.74747475] ; [98.74747475 89.25252525],0
a6,1,0.10036,2.699819,[67 42] ; [133  55],[73.4006734 35.5993266] ; [126.5993266  61.4006734],0
u1,1,0.115288,2.480193,[  8 101] ; [ 25 163],[12.11111111 96.88888889] ; [ 20.88888889 167.11111111],0
p7,1,0.123051,2.378055,[53 54] ; [110  77],[59.32312925 47.67687075] ; [103.67687075  83.32312925],0
b3,1,0.138874,2.190395,[19 41] ; [48 63],[23.50877193 36.49122807] ; [43.49122807 67.50877193],0
b2,1,0.138874,2.190395,[19 41] ; [48 63],[23.50877193 36.49122807] ; [43.49122807 67.50877193],0
p6,1,0.163016,1.946024,[22 82] ; [ 53 132],[26.98961938 77.01038062] ; [ 48.01038062 136.98961938],0
d5,1,0.163258,1.943788,[76 32] ; [146  42],[81. 27.] ; [141.  47.],0
v4,1,0.167911,1.901497,[96 11] ; [176  11],[98.99319728  8.00680272] ; [173.00680272  13.99319728],0
s2,1,0.171799,1.867175,[17 92] ; [ 41 144],[21.50340136 87.49659864] ; [ 36.49659864 148.50340136],0
n1,1,0.177568,1.817864,[ 7 24] ; [15 25],[ 9.6056338 21.3943662] ; [12.3943662 27.6056338],0
n2,1,0.212993,1.550968,[19 11] ; [33 10],[21.36986301  8.63013699] ; [30.63013699 12.36986301],0
p2,1,0.21318,1.5497,[79 28] ; [149  37],[83.26279863 23.73720137] ; [144.73720137  41.26279863],0
n3,1,0.223212,1.483603,[20  9] ; [35  8],[22.15277778  6.84722222] ; [32.84722222 10.15277778],0
a8,1,0.255612,1.292367,[ 9 95] ; [ 22 145],[11.89667897 92.10332103] ; [ 19.10332103 147.89667897],0
r2,1,0.296726,1.088849,[96 12] ; [172  14],[98.44897959  9.55102041] ; [169.55102041  16.44897959],0
r1,1,0.336688,0.923002,[76 33] ; [140  47],[79.54054054 29.45945946] ; [136.45945946  50.54054054],0
