Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,269.846576,[351 134] ; [ 48 290],[235.13365735 249.86634265] ; [163.86634265 174.13365735],1
d5,1,0.0,224.767986,[476   9] ; [191 147],[393.06804374  91.93195626] ; [273.93195626  64.06804374],1
d4,1,0.0,222.459447,[479   6] ; [197 141],[398.37181045  86.62818955] ; [277.62818955  60.37181045],1
d3,1,0.0,212.62789,[432  54] ; [139 198],[337.18833536 148.81166464] ; [233.81166464 103.18833536],1
a2,1,0.0,99.105928,[179 309] ; [ 22 317],[118.6070133 369.3929867] ; [ 82.3929867 256.6070133],1
u1,1,0.0,88.677443,[142 346] ; [ 11 328],[ 90.28295042 397.71704958] ; [ 62.71704958 276.28295042],1
a4,1,0.0,86.495882,[286 201] ; [ 87 249],[220.7181045 266.2818955] ; [152.2818955 183.7181045],1
a5,1,0.0,84.542413,[419  69] ; [194 144],[362.1598063 125.8401937] ; [250.8401937  87.1598063],1
a3,1,0.0,50.412483,[393  93] ; [196 141],[347.81773998 138.18226002] ; [241.18226002  95.81773998],1
s8,1,2e-06,23.003346,[253 230] ; [119 217],[219.38461538 263.61538462] ; [152.61538462 183.38461538],1
p4,1,2e-06,22.770434,[324 159] ; [168 165],[291.22058824 191.77941176] ; [200.77941176 132.22058824],1
r1,1,1.1e-05,19.284317,[437  49] ; [266  71],[415.13730255  70.86269745] ; [287.86269745  49.13730255],1
a6,1,3.9e-05,16.905082,[361 124] ; [206 132],[334.13730255 150.86269745] ; [232.86269745 105.13730255],1
a7,1,0.00029,13.131102,[382 106] ; [225 111],[359.48543689 128.51456311] ; [247.51456311  88.48543689],1
s2,1,0.000306,13.031872,[278 206] ; [149 185],[252.65036675 231.34963325] ; [174.34963325 159.65036675],1
n4,1,0.000549,11.941908,[396  90] ; [240  97],[375.57229648 110.42770352] ; [260.42770352  76.57229648],1
v2,1,0.001443,10.150302,[288 182] ; [160 161],[266.19469027 203.80530973] ; [181.80530973 139.19469027],0
p10,1,0.00161,9.948398,[412  71] ; [252  77],[394.96551724  88.03448276] ; [269.03448276  59.96551724],0
s7,1,0.001923,9.621761,[250 215] ; [136 184],[228.64968153 236.35031847] ; [157.35031847 162.64968153],0
p9,1,0.002208,9.367822,[424  56] ; [265  64],[408.80098888  71.19901112] ; [280.19901112  48.80098888],0
p8,1,0.002556,9.099922,[276 202] ; [155 175],[254.97277228 223.02722772] ; [176.02722772 153.97277228],0
p3,1,0.006275,7.469694,[265 220] ; [151 185],[245.74908648 239.25091352] ; [170.25091352 165.74908648],0
u4,1,0.006302,7.461874,[ 17 471] ; [  2 337],[ 11.21160822 476.78839178] ; [  7.78839178 331.21160822],0
p2,1,0.00712,7.242524,[417  68] ; [264  71],[402.78658537  82.21341463] ; [278.21341463  56.78658537],0
p6,1,0.009431,6.739242,[195 283] ; [105 225],[177.47524752 300.52475248] ; [122.52475248 207.47524752],0
v3,1,0.013013,6.167352,[205 255] ; [118 212],[188.07594937 271.92405063] ; [134.92405063 195.07594937],0
n6,1,0.013578,6.092206,[425  59] ; [275  62],[412.66747868  71.33252132] ; [287.33252132  49.66747868],0
v1,1,0.013877,6.053709,[277 198] ; [164 167],[259.89454094 215.10545906] ; [181.10545906 149.89454094],0
s5,1,0.016235,5.77719,[180 287] ; [ 98 226],[164.1289507 302.8710493] ; [113.8710493 210.1289507],0
s6,1,0.021241,5.306871,[345 135] ; [210 117],[330.11152416 149.88847584] ; [224.88847584 102.11152416],0
r2,1,0.026068,4.95153,[479   6] ; [327  12],[474.40533981  10.59466019] ; [331.59466019   7.40533981],0
n2,1,0.039205,4.251967,[70 30] ; [65 13],[75.84269663 24.15730337] ; [59.15730337 18.84269663],0
u2,1,0.04041,4.200584,[62 32] ; [74 67],[54.4 39.6] ; [81.6 59.4],0
p12,1,0.059501,3.551241,[ 47 437] ; [ 20 312],[ 39.74019608 444.25980392] ; [ 27.25980392 304.74019608],0
p7,1,0.064239,3.424419,[320 154] ; [200 127],[307.71535581 166.28464419] ; [212.28464419 114.71535581],0
n5,1,0.064933,3.406678,[375 110] ; [240  95],[363.75 121.25] ; [251.25  83.75],0
b3,1,0.102398,2.667795,[126 184] ; [ 63 126],[117.41482966 192.58517034] ; [ 71.58517034 117.41482966],0
b2,1,0.102398,2.667795,[126 184] ; [ 63 126],[117.41482966 192.58517034] ; [ 71.58517034 117.41482966],0
s3,1,0.110526,2.546684,[283 197] ; [177 155],[271.92118227 208.07881773] ; [188.07881773 143.92118227],0
u3,1,0.124613,2.358359,[64 31] ; [81 60],[58.36864407 36.63135593] ; [86.63135593 54.36864407],0
