Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,70.980931,[ 39 101] ; [199  81],[79.33333333 60.66666667] ; [158.66666667 121.33333333],1
p6,1,0.0,33.159423,[ 29 106] ; [142 135],[56.0315534 78.9684466] ; [114.9684466 162.0315534],1
p8,1,0.0,31.820585,[53 81] ; [191  87],[79.3592233 54.6407767] ; [164.6407767 113.3592233],1
n5,1,6e-06,20.528564,[89 48] ; [235  43],[106.95903614  30.04096386] ; [217.04096386  60.95903614],1
p5,1,1.5e-05,18.743169,[  4 136] ; [ 50 230],[ 18. 122.] ; [ 36. 244.],1
p7,1,0.000136,14.553491,[80 55] ; [215  63],[96.42857143 38.57142857] ; [198.57142857  79.42857143],1
n4,1,0.000205,13.781068,[98 41] ; [240  40],[112.12887828  26.87112172] ; [225.87112172  54.12887828],1
s6,1,0.000565,11.886978,[79 59] ; [202  71],[94.35036496 43.64963504] ; [186.64963504  86.35036496],1
p12,1,0.001413,10.188181,[  4 135] ; [ 35 245],[ 12.93794749 126.06205251] ; [ 26.06205251 253.93794749],0
d2,1,0.003257,8.657613,[58 81] ; [159 120],[72.16028708 66.83971292] ; [144.83971292 134.16028708],0
d3,1,0.003689,8.430792,[91 49] ; [219  61],[103.33333333  36.66666667] ; [206.66666667  73.33333333],0
v1,1,0.004592,8.033453,[80 55] ; [201  74],[92.52439024 42.47560976] ; [188.47560976  86.52439024],0
d1,1,0.004784,7.959184,[78 62] ; [195  85],[91. 49.] ; [182.  98.],0
s7,1,0.005403,7.739423,[60 74] ; [157 107],[73.06030151 60.93969849] ; [143.93969849 120.06030151],0
p10,1,0.006072,7.528944,[108  29] ; [248  31],[117.24038462  19.75961538] ; [238.75961538  40.24038462],0
a5,1,0.007361,7.182605,[99 41] ; [230  50],[109.66666667  30.33333333] ; [219.33333333  60.66666667],0
a2,1,0.007983,7.037338,[ 26 114] ; [ 86 194],[ 37.33333333 102.66666667] ; [ 74.66666667 205.33333333],0
