Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.407882,[86 22] ; [ 5 20],[73.89473684 34.10526316] ; [17.10526316  7.89473684],1
v4,1,4.1e-05,16.814493,[97 11] ; [14 11],[90.13533835 17.86466165] ; [20.86466165  4.13533835],1
d5,1,0.00015,14.373126,[78 30] ; [ 8 17],[69.83458647 38.16541353] ; [16.16541353  8.83458647],1
r1,1,0.000269,13.276311,[73 35] ; [ 7 18],[64.96240602 43.03759398] ; [15.03759398  9.96240602],1
r3,1,0.001789,9.754154,[91 17] ; [14 11],[85.26315789 22.73684211] ; [19.73684211  5.26315789],0
u3,1,0.006745,7.339683,[20 22] ; [ 1 13],[15.75 26.25] ; [5.25 8.75],0
a5,1,0.010267,6.587981,[73 35] ; [10 15],[67.39849624 40.60150376] ; [15.60150376  9.39849624],0
p6,1,0.026324,4.934635,[32 73] ; [ 2 22],[27.6744186 77.3255814] ; [ 6.3255814 17.6744186],0
p11,1,0.03907,4.257831,[79 29] ; [13 12],[74.70676692 33.29323308] ; [17.29323308  7.70676692],0
p1,1,0.041388,4.160068,[  5 103] ; [ 4 21],[  7.30827068 100.69172932] ; [ 1.69172932 23.30827068],0
b1,1,0.050485,3.82529,[50 58] ; [17  8],[54.40601504 53.59398496] ; [12.59398496 12.40601504],0
d1,1,0.072452,3.226586,[47 61] ; [ 6 19],[43.03759398 64.96240602] ; [ 9.96240602 15.03759398],0
a3,1,0.118402,2.438333,[66 42] ; [11 14],[62.52631579 45.47368421] ; [14.47368421 10.52631579],0
a4,1,0.131488,2.274845,[43 64] ; [ 6 19],[39.71969697 67.28030303] ; [ 9.28030303 15.71969697],0
n6,1,0.137156,2.209575,[87 21] ; [16  8],[84.27272727 23.72727273] ; [18.72727273  5.27272727],0
p3,1,0.144752,2.126703,[42 64] ; [ 6 19],[38.83969466 67.16030534] ; [ 9.16030534 15.83969466],0
s1,1,0.16251,1.950716,[  5 103] ; [ 3 22],[  6.4962406 101.5037594] ; [ 1.5037594 23.4962406],0
p7,1,0.165343,1.924667,[55 52] ; [ 9 16],[51.87878788 55.12121212] ; [12.12121212 12.87878788],0
p5,1,0.18198,1.781383,[ 8 99] ; [ 4 21],[ 9.72727273 97.27272727] ; [ 2.27272727 22.72727273],0
s6,1,0.183978,1.765194,[45 61] ; [ 7 18],[42.07633588 63.92366412] ; [ 9.92366412 15.07633588],0
v2,1,0.204345,1.611046,[50 55] ; [ 8 16],[47.20930233 57.79069767] ; [10.79069767 13.20930233],0
n3,1,0.218142,1.516555,[23 12] ; [6 7],[21.14583333 13.85416667] ; [7.85416667 5.14583333],0
d4,1,0.233222,1.421105,[74 34] ; [14 11],[71.45864662 36.54135338] ; [16.54135338  8.45864662],0
a6,1,0.256104,1.289697,[48 60] ; [ 8 17],[45.47368421 62.52631579] ; [10.52631579 14.47368421],0
p9,1,0.261583,1.260361,[77 29] ; [14  9],[74.7751938 31.2248062] ; [16.2248062  6.7751938],0
v3,1,0.273488,1.199166,[32 71] ; [ 5 20],[29.7734375 73.2265625] ; [ 7.2265625 17.7734375],0
v1,1,0.297735,1.084313,[46 60] ; [ 8 17],[43.69465649 62.30534351] ; [10.30534351 14.69465649],0
s8,1,0.326803,0.961526,[27 80] ; [ 4 21],[25.12878788 81.87121212] ; [ 5.87121212 19.12878788],0
n1,1,0.333808,0.934069,[14 23] ; [ 3 10],[12.58 24.42] ; [4.42 8.58],0
d2,1,0.354451,0.857459,[49 57] ; [ 9 16],[46.93129771 59.06870229] ; [11.06870229 13.93129771],0
p10,1,0.362088,0.83064,[68 38] ; [13 11],[66.04615385 39.95384615] ; [14.95384615  9.04615385],0
s4,1,0.407534,0.685984,[11 97] ; [ 4 21],[12.18045113 95.81954887] ; [ 2.81954887 22.18045113],0
b4,1,0.412887,0.670473,[55 53] ; [15 10],[56.84210526 51.15789474] ; [13.15789474 11.84210526],0
p4,1,0.420703,0.648352,[48 59] ; [ 9 16],[46.20454545 60.79545455] ; [10.79545455 14.20454545],0
d3,1,0.468968,0.524407,[43 65] ; [ 8 17],[41.41353383 66.58646617] ; [ 9.58646617 15.41353383],0
n2,1,0.481374,0.495748,[24 13] ; [7 6],[22.94 14.06] ; [8.06 4.94],0
u2,1,0.488775,0.479223,[19 22] ; [5 9],[17.89090909 23.10909091] ; [6.10909091 7.89090909],0
s5,1,0.519826,0.414239,[27 76] ; [ 5 20],[25.75 77.25] ; [ 6.25 18.75],0
b2,1,0.558746,0.34188,[27 38] ; [ 5 10],[26. 39.] ; [6. 9.],0
b3,1,0.558746,0.34188,[27 38] ; [ 5 10],[26. 39.] ; [6. 9.],0
a8,1,0.564838,0.331396,[ 8 95] ; [ 1 22],[ 7.35714286 95.64285714] ; [ 1.64285714 21.35714286],0
a1,1,0.638184,0.221125,[  7 101] ; [ 1 24],[  6.4962406 101.5037594] ; [ 1.5037594 23.4962406],0
n4,1,0.663374,0.189451,[74 34] ; [16  9],[73.08270677 34.91729323] ; [16.91729323  8.08270677],0
s7,1,0.672959,0.178161,[27 77] ; [ 5 18],[26.20472441 77.79527559] ; [ 5.79527559 17.20472441],0
b5,1,0.708166,0.140115,[52 56] ; [11 14],[51.15789474 56.84210526] ; [11.84210526 13.15789474],0
p12,1,0.759754,0.093516,[  3 103] ; [ 1 24],[  3.23664122 102.76335878] ; [ 0.76335878 24.23664122],0
s2,1,0.799427,0.064561,[15 92] ; [ 4 21],[15.40151515 91.59848485] ; [ 3.59848485 21.40151515],0
p8,1,0.804094,0.06153,[41 65] ; [ 9 16],[40.45801527 65.54198473] ; [ 9.54198473 15.45801527],0
n5,1,0.842321,0.039571,[80 28] ; [19  6],[80.39097744 27.60902256] ; [18.60902256  6.39097744],0
p2,1,0.871368,0.026218,[69 36] ; [16  9],[68.65384615 36.34615385] ; [16.34615385  8.65384615],0
