Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,86.333131,[ 36 121] ; [201  91],[82.87082405 74.12917595] ; [154.12917595 137.87082405],1
p6,1,0.0,36.41181,[ 37 118] ; [155 134],[67.02702703 87.97297297] ; [124.97297297 164.02702703],1
p8,1,1e-06,25.153711,[56 98] ; [179 113],[81.14349776 72.85650224] ; [153.85650224 138.14349776],1
p5,1,2e-06,22.57431,[  4 152] ; [ 53 236],[ 19.98202247 136.01797753] ; [ 37.01797753 251.98202247],1
p2,1,6e-06,20.589412,[115  42] ; [262  30],[131.82405345  25.17594655] ; [245.17594655  46.82405345],1
d1,1,2.2e-05,18.039189,[81 76] ; [210  83],[101.52666667  55.47333333] ; [189.47333333 103.52666667],1
p7,1,5.6e-05,16.22565,[79 67] ; [212  77],[97.66896552 48.33103448] ; [193.33103448  95.66896552],1
d3,1,9.8e-05,15.167782,[93 62] ; [227  66],[110.71428571  44.28571429] ; [209.28571429  83.71428571],1
n5,1,0.000733,11.402821,[107  49] ; [241  51],[121.17857143  34.82142857] ; [226.82142857  65.17857143],1
n4,1,0.000873,11.078946,[108  48] ; [242  50],[121.875  34.125] ; [228.125  63.875],1
n6,1,0.001685,9.864563,[123  33] ; [261  30],[134.01342282  21.98657718] ; [249.98657718  41.01342282],0
a5,1,0.004862,7.92999,[106  51] ; [233  60],[118.27333333  38.72666667] ; [220.72666667  72.27333333],0
d4,1,0.005555,7.689195,[126  30] ; [263  29],[135.45535714  20.54464286] ; [253.54464286  38.45535714],0
s6,1,0.006203,7.490286,[125  29] ; [261  28],[134.18510158  19.81489842] ; [251.81489842  37.18510158],0
s8,1,0.006707,7.349776,[85 72] ; [196  96],[98.25612472 58.74387528] ; [182.74387528 109.25612472],0
a2,1,0.007952,7.044214,[ 30 127] ; [ 90 203],[ 41.86666667 115.13333333] ; [ 78.13333333 214.86666667],0
p12,1,0.01338,6.118103,[  9 147] ; [ 39 253],[ 16.71428571 139.28571429] ; [ 31.28571429 260.71428571],0
a4,1,0.014409,5.987391,[63 94] ; [153 140],[75.36 81.64] ; [140.64 152.36],0
s7,1,0.014652,5.957887,[97 57] ; [207  72],[108.12009238  45.87990762] ; [195.87990762  83.12009238],0
a3,1,0.020861,5.338397,[107  49] ; [230  63],[117.08685969  38.91314031] ; [219.91314031  73.08685969],0
d5,1,0.025748,4.972837,[121  34] ; [252  40],[129.34004474  25.65995526] ; [243.65995526  48.34004474],0
p9,1,0.026044,4.953128,[127  25] ; [264  27],[134.15801354  17.84198646] ; [256.84198646  34.15801354],0
