Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,5e-06,20.751791,[21 48] ; [97 56],[36.67567568 32.32432432] ; [81.32432432 71.67567568],1
d5,1,0.000676,11.553584,[36 33] ; [115  38],[46.93243243 22.06756757] ; [104.06756757  48.93243243],1
d3,1,0.001579,9.983634,[30 39] ; [101  52],[40.71621622 28.28378378] ; [90.28378378 62.71621622],0
d4,1,0.003992,8.2875,[39 29] ; [117  36],[48. 20.] ; [108.  45.],0
n3,1,0.008681,6.88727,[11  8] ; [27  3],[14.73469388  4.26530612] ; [23.26530612  6.73469388],0
d1,1,0.024995,5.024246,[16 53] ; [59 94],[23.31081081 45.68918919] ; [ 51.68918919 101.31081081],0
p2,1,0.03925,4.25,[46 22] ; [123  30],[52. 16.] ; [117.  36.],0
p3,1,0.070408,3.27348,[21 47] ; [67 86],[27.07692308 40.92307692] ; [60.92307692 92.07692308],0
d2,1,0.075917,3.150204,[21 48] ; [ 30 123],[15.85135135 53.14864865] ; [ 35.14864865 117.85135135],0
b1,1,0.122604,2.383739,[29 40] ; [ 48 105],[23.93243243 45.06756757] ; [53.06756757 99.93243243],0
b4,1,0.134294,2.242152,[35 34] ; [94 59],[40.09459459 28.90540541] ; [88.90540541 64.09459459],0
n6,1,0.135804,2.224874,[51 17] ; [127  25],[55.01818182 12.98181818] ; [122.98181818  29.01818182],0
s5,1,0.172757,1.858858,[20 43] ; [ 34 115],[16.04716981 46.95283019] ; [ 37.95283019 111.04716981],0
r2,1,0.185909,1.749747,[64  5] ; [148   5],[65.89189189  3.10810811] ; [146.10810811   6.89189189],0
r1,1,0.198708,1.651846,[48 21] ; [118  34],[51.8280543 17.1719457] ; [114.1719457  37.8280543],0
a3,1,0.292299,1.109,[29 40] ; [75 76],[32.61818182 36.38181818] ; [71.38181818 79.61818182],0
p10,1,0.314428,1.011986,[45 22] ; [110  39],[48.0787037 18.9212963] ; [106.9212963  42.0787037],0
s3,1,0.326901,0.961134,[42 26] ; [82 68],[38.67889908 29.32110092] ; [85.32110092 64.67889908],0
b5,1,0.337102,0.921422,[40 29] ; [99 54],[43.2027027 25.7972973] ; [95.7972973 57.2027027],0
p5,1,0.347649,0.882021,[ 9 58] ; [ 14 138],[ 7.03652968 59.96347032] ; [ 15.96347032 136.03652968],0
b3,1,0.356177,0.851329,[ 8 32] ; [23 60],[10.08130081 29.91869919] ; [20.91869919 62.08130081],0
b2,1,0.356177,0.851329,[ 8 32] ; [23 60],[10.08130081 29.91869919] ; [20.91869919 62.08130081],0
p12,1,0.391882,0.733095,[ 5 62] ; [  7 145],[ 3.67123288 63.32876712] ; [  8.32876712 143.67123288],0
a4,1,0.410824,0.676416,[16 53] ; [ 28 124],[13.73755656 55.26244344] ; [ 30.26244344 121.73755656],0
v3,1,0.449401,0.572161,[20 46] ; [52 94],[22.41509434 43.58490566] ; [49.58490566 96.41509434],0
v2,1,0.470371,0.521104,[27 37] ; [69 76],[29.39712919 34.60287081] ; [66.60287081 78.39712919],0
s4,1,0.515014,0.423867,[14 55] ; [ 25 125],[12.28767123 56.71232877] ; [ 26.71232877 123.28767123],0
v4,1,0.517458,0.418957,[64  4] ; [147   6],[64.92307692  3.07692308] ; [146.07692308   6.92307692],0
p6,1,0.552152,0.353476,[24 42] ; [ 48 101],[22.10232558 43.89767442] ; [49.89767442 99.10232558],0
v1,1,0.554624,0.349098,[33 36] ; [64 83],[30.98611111 38.01388889] ; [66.01388889 80.98611111],0
p7,1,0.555101,0.348258,[41 25] ; [85 62],[39.04225352 26.95774648] ; [86.95774648 60.04225352],0
u4,1,0.561436,0.337224,[ 1 68] ; [  1 152],[ 0.62162162 68.37837838] ; [  1.37837838 151.62162162],0
p4,1,0.565579,0.330137,[35 32] ; [73 79],[33.04109589 33.95890411] ; [74.95890411 77.04109589],0
r3,1,0.579584,0.306908,[68  1] ; [147   4],[67.43181818  1.56818182] ; [147.56818182   3.43181818],0
n5,1,0.589668,0.290863,[47 20] ; [101  51],[45.27853881 21.72146119] ; [102.72146119  49.27853881],0
a8,1,0.633133,0.227836,[ 8 57] ; [ 21 121],[ 9.10628019 55.89371981] ; [ 19.89371981 122.10628019],0
a1,1,0.662953,0.189956,[ 2 67] ; [  3 150],[ 1.55405405 67.44594595] ; [  3.44594595 149.55405405],0
s8,1,0.673569,0.177455,[25 44] ; [ 51 102],[23.62162162 45.37837838] ; [ 52.37837838 100.62162162],0
p8,1,0.674649,0.176212,[29 39] ; [69 82],[30.42922374 37.57077626] ; [67.57077626 83.42922374],0
u1,1,0.705051,0.14327,[ 2 67] ; [  6 147],[ 2.48648649 66.51351351] ; [  5.51351351 147.48648649],0
u3,1,0.7111,0.13718,[23 17] ; [47 30],[23.93162393 16.06837607] ; [46.06837607 30.93162393],0
p9,1,0.731239,0.117977,[51 16] ; [115  32],[51.97196262 15.02803738] ; [114.02803738  32.97196262],0
n4,1,0.751193,0.100531,[46 23] ; [98 54],[44.95927602 24.04072398] ; [99.04072398 52.95927602],0
u2,1,0.764758,0.089544,[22 18] ; [44 32],[22.75862069 17.24137931] ; [43.24137931 32.75862069],0
n1,1,0.782017,0.076558,[ 9 10] ; [13 17],[ 8.53061224 10.46938776] ; [13.46938776 16.53061224],0
p11,1,0.842628,0.039415,[51 18] ; [115  38],[51.59459459 17.40540541] ; [114.40540541  38.59459459],0
s6,1,0.848121,0.036679,[40 25] ; [95 56],[40.625 24.375] ; [94.375 56.625],0
s2,1,0.86033,0.03096,[30 38] ; [69 83],[30.6 37.4] ; [68.4 83.6],0
s7,1,0.860712,0.030789,[24 41] ; [55 89],[24.56937799 40.43062201] ; [54.43062201 89.56937799],0
s1,1,0.870504,0.026575,[ 3 64] ; [  6 144],[ 2.77880184 64.22119816] ; [  6.22119816 143.77880184],0
p1,1,0.901607,0.015285,[ 6 63] ; [ 14 138],[ 6.24434389 62.75565611] ; [ 13.75565611 138.24434389],0
n2,1,0.922839,0.009382,[14  5] ; [21  8],[13.85416667  5.14583333] ; [21.14583333  7.85416667],0
