Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,21.590755,[ 8 33] ; [53 30],[20.16935484 20.83064516] ; [40.83064516 42.16935484],1
s3,1,5e-06,20.760614,[10 30] ; [57 26],[21.78861789 18.21138211] ; [45.21138211 37.78861789],1
s8,1,0.000163,14.22041,[ 7 34] ; [44 40],[16.728 24.272] ; [34.272 49.728],1
r4,1,0.00094,10.942096,[29 12] ; [78  6],[35.096  5.904] ; [71.904 12.096],1
s5,1,0.002948,8.839378,[ 4 35] ; [29 51],[10.81512605 28.18487395] ; [22.18487395 57.81512605],0
n5,1,0.004523,8.061113,[24 17] ; [69 15],[30.504 10.496] ; [62.496 21.504],0
r1,1,0.004957,7.895231,[21 20] ; [64 20],[27.88 13.12] ; [57.12 26.88],0
s7,1,0.009521,6.722354,[12 28] ; [42 34],[18.62068966 21.37931034] ; [35.37931034 40.62068966],0
n3,1,0.013711,6.075,[11  1] ; [7 8],[8. 4.] ; [10.  5.],0
p5,1,0.024201,5.080201,[ 3 36] ; [21 63],[ 7.6097561 31.3902439] ; [16.3902439 67.6097561],0
u2,1,0.024547,5.055538,[10 14] ; [30 13],[14.32835821  9.67164179] ; [25.67164179 17.32835821],0
v3,1,0.03519,4.43592,[ 9 29] ; [35 45],[14.16949153 23.83050847] ; [29.83050847 50.16949153],0
n2,1,0.040272,4.206397,[10  1] ; [8 7],[7.61538462 3.38461538] ; [10.38461538  4.61538462],0
d3,1,0.071397,3.250601,[21 20] ; [57 27],[25.584 15.416] ; [52.416 31.584],0
r3,1,0.072892,3.21667,[37  4] ; [81  2],[39.01612903  1.98387097] ; [78.98387097  4.01612903],0
d4,1,0.077794,3.110405,[25 16] ; [64 20],[29.192 11.808] ; [59.808 24.192],0
u3,1,0.083812,2.98938,[11 13] ; [29 14],[14.32835821  9.67164179] ; [25.67164179 17.32835821],0
b2,1,0.087312,2.923254,[ 8 15] ; [ 8 40],[ 5.18309859 17.81690141] ; [10.81690141 37.18309859],0
b3,1,0.087312,2.923254,[ 8 15] ; [ 8 40],[ 5.18309859 17.81690141] ; [10.81690141 37.18309859],0
r2,1,0.122847,2.380645,[33  8] ; [75  8],[35.70967742  5.29032258] ; [72.29032258 10.70967742],0
s4,1,0.127259,2.32563,[ 4 37] ; [17 65],[ 7. 34.] ; [14. 68.],0
p6,1,0.159039,1.983342,[15 26] ; [41 41],[18.66666667 22.33333333] ; [37.33333333 44.66666667],0
p10,1,0.169705,1.885547,[28 13] ; [66 17],[31.08064516  9.91935484] ; [62.91935484 20.08064516],0
v2,1,0.182747,1.775141,[14 25] ; [40 42],[17.40495868 21.59504132] ; [36.59504132 45.40495868],0
v4,1,0.191251,1.707952,[38  3] ; [81  2],[39.34677419  1.65322581] ; [79.65322581  3.34677419],0
n1,1,0.193931,1.6875,[7 5] ; [ 5 10],[5.33333333 6.66666667] ; [6.66666667 8.33333333],0
b4,1,0.206029,1.59911,[20 21] ; [51 33],[23.288 17.712] ; [47.712 36.288],0
p8,1,0.209175,1.577127,[20 20] ; [52 32],[23.22580645 16.77419355] ; [48.77419355 35.22580645],0
n4,1,0.284958,1.143293,[27 14] ; [63 21],[29.52 11.48] ; [60.48 23.52],0
d5,1,0.284958,1.143293,[27 14] ; [63 21],[29.52 11.48] ; [60.48 23.52],0
v1,1,0.305399,1.050469,[18 22] ; [45 37],[20.6557377 19.3442623] ; [42.3442623 39.6557377],0
p9,1,0.337752,0.918947,[30 11] ; [67 16],[32.07258065  8.92741935] ; [64.92741935 18.07258065],0
d1,1,0.341989,0.90296,[13 28] ; [34 50],[15.416 25.584] ; [31.584 52.416],0
p3,1,0.376856,0.780932,[23 18] ; [54 30],[25.256 15.744] ; [51.744 32.256],0
p2,1,0.428699,0.626346,[34  7] ; [74 10],[35.424  5.576] ; [72.576 11.424],0
p7,1,0.436457,0.605581,[26 15] ; [57 24],[27.89344262 13.10655738] ; [55.10655738 25.89344262],0
b5,1,0.577575,0.310171,[27 14] ; [51 33],[25.584 15.416] ; [52.416 31.584],0
a3,1,0.59287,0.285884,[17 23] ; [40 44],[18.38709677 21.61290323] ; [38.61290323 45.38709677],0
a7,1,0.656309,0.198039,[25 16] ; [54 29],[26.12096774 14.87903226] ; [52.87903226 30.12096774],0
a6,1,0.709262,0.139016,[21 20] ; [46 38],[21.976 19.024] ; [45.024 38.976],0
d2,1,0.81725,0.0534,[ 9 32] ; [20 64],[ 9.512 31.488] ; [19.488 64.512],0
p11,1,0.825861,0.048406,[30 11] ; [63 21],[30.504 10.496] ; [62.496 21.504],0
p1,1,0.869131,0.027146,[ 4 37] ; [ 9 75],[ 4.264 36.736] ; [ 8.736 75.264],0
b1,1,0.876386,0.024197,[16 25] ; [34 50],[16.4 24.6] ; [33.6 50.4],0
a4,1,0.946848,0.004444,[ 9 32] ; [18 66],[ 8.856 32.144] ; [18.144 65.856],0
n6,1,0.977079,0.000825,[34  7] ; [69 14],[34.05645161  6.94354839] ; [68.94354839 14.05645161],0
a8,1,0.979581,0.000655,[ 5 33] ; [10 67],[ 4.95652174 33.04347826] ; [10.04347826 66.95652174],0
a1,1,0.98411,0.000397,[ 1 40] ; [ 2 82],[ 0.984 40.016] ; [ 2.016 81.984],0
s1,1,1.0,0.0,[ 2 39] ; [ 4 78],[ 2. 39.] ; [ 4. 78.],0
