Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6.9e-05,15.833412,[35 44] ; [26  4],[44.21100917 34.78899083] ; [16.78899083 13.21100917],1
p4,1,0.007465,7.157492,[28 52] ; [19 11],[34.18181818 45.81818182] ; [12.81818182 17.18181818],0
p3,1,0.007685,7.105513,[23 56] ; [17 13],[28.99082569 50.00917431] ; [11.00917431 18.99082569],0
p12,1,0.020162,5.397774,[ 3 77] ; [ 5 25],[ 5.81818182 74.18181818] ; [ 2.18181818 27.81818182],0
p8,1,0.043631,4.070769,[30 48] ; [18 12],[34.66666667 43.33333333] ; [13.33333333 16.66666667],0
p5,1,0.051986,3.776224,[ 4 74] ; [ 5 25],[ 6.5 71.5] ; [ 2.5 27.5],0
p2,1,0.072982,3.21465,[52 27] ; [25  5],[55.80733945 23.19266055] ; [21.19266055  8.80733945],0
u2,1,0.073638,3.2,[15 33] ; [9 7],[18. 30.] ; [ 6. 10.],0
p10,1,0.074988,3.170318,[42 35] ; [22  8],[46.05607477 30.94392523] ; [17.94392523 12.05607477],0
r3,1,0.0849,2.968516,[60 20] ; [27  3],[63.27272727 16.72727273] ; [23.72727273  6.27272727],0
s7,1,0.087798,2.914286,[20 55] ; [12 15],[23.52941176 51.47058824] ; [ 8.47058824 18.52941176],0
p9,1,0.116324,2.466129,[46 30] ; [23  7],[49.47169811 26.52830189] ; [19.52830189 10.47169811],0
s5,1,0.125292,2.349885,[16 63] ; [10 19],[19.01851852 59.98148148] ; [ 6.98148148 22.01851852],0
n6,1,0.126137,2.33941,[55 25] ; [25  5],[58.18181818 21.81818182] ; [21.81818182  8.18181818],0
p1,1,0.160222,1.972134,[ 6 73] ; [ 5 25],[ 7.97247706 71.02752294] ; [ 3.02752294 26.97247706],0
s2,1,0.202101,1.627124,[24 55] ; [13 17],[26.81651376 52.18348624] ; [10.18348624 19.81651376],0
b3,1,0.297487,1.085428,[ 8 35] ; [ 5 11],[ 9.47457627 33.52542373] ; [ 3.52542373 12.47457627],0
b2,1,0.297487,1.085428,[ 8 35] ; [ 5 11],[ 9.47457627 33.52542373] ; [ 3.52542373 12.47457627],0
n5,1,0.350122,0.873016,[54 26] ; [23  7],[56. 24.] ; [21.  9.],0
a4,1,0.363177,0.826878,[15 65] ; [ 8 22],[16.72727273 63.27272727] ; [ 6.27272727 23.72727273],0
d2,1,0.415626,0.662651,[18 62] ; [ 9 21],[19.63636364 60.36363636] ; [ 7.36363636 22.63636364],0
r2,1,0.419451,0.651852,[64 16] ; [26  4],[65.45454545 14.54545455] ; [24.54545455  5.45454545],0
a8,1,0.425755,0.634375,[ 6 67] ; [ 4 26],[ 7.08737864 65.91262136] ; [ 2.91262136 27.08737864],0
