Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5.5e-05,16.258398,[3 6] ; [126  21],[7.44230769 1.55769231] ; [121.55769231  25.44230769],1
r3,1,0.00151,10.065997,[6 3] ; [139   8],[8.36538462 0.63461538] ; [136.63461538  10.36538462],0
a7,1,0.008681,6.887208,[3 6] ; [108  38],[6.44516129 2.55483871] ; [104.55483871  41.44516129],0
p9,1,0.013769,6.067584,[4 5] ; [114  29],[6.98684211 2.01315789] ; [111.01315789  31.98684211],0
v2,1,0.02478,5.039204,[1 8] ; [70 71],[4.26 4.74] ; [66.74 74.26],0
p2,1,0.025725,4.974422,[4 5] ; [113  33],[6.79354839 2.20645161] ; [110.20645161  35.79354839],0
p10,1,0.064786,3.410421,[4 5] ; [106  39],[6.42857143 2.57142857] ; [103.57142857  41.42857143],0
r1,1,0.119581,2.422796,[4 5] ; [102  45],[6.11538462 2.88461538] ; [99.88461538 47.11538462],0
p7,1,0.166686,1.9125,[3 6] ; [82 62],[5. 4.] ; [80. 64.],0
r2,1,0.186301,1.74663,[7 2] ; [134  13],[8.13461538 0.86538462] ; [132.86538462  14.13461538],0
s8,1,0.22231,1.489399,[1 8] ; [ 44 102],[2.61290323 6.38709677] ; [ 42.38709677 103.61290323],0
s2,1,0.231258,1.433106,[2 7] ; [62 84],[3.71612903 5.28387097] ; [60.28387097 85.71612903],0
b5,1,0.258376,1.277438,[4 5] ; [93 54],[5.59615385 3.40384615] ; [91.40384615 55.59615385],0
a3,1,0.278356,1.175099,[7 2] ; [87 59],[5.45806452 3.54193548] ; [88.54193548 57.45806452],0
v3,1,0.293576,1.103149,[1 8] ; [ 38 103],[2.34 6.66] ; [ 36.66 104.34],0
p1,1,0.326251,0.963723,[1 8] ; [  6 140],[0.40645161 8.59354839] ; [  6.59354839 139.40645161],0
n1,1,0.345806,0.88879,[1 1] ; [13 47],[0.4516129 1.5483871] ; [13.5483871 46.4516129],0
s6,1,0.35705,0.848243,[4 5] ; [87 58],[5.31818182 3.68181818] ; [85.68181818 59.31818182],0
a5,1,0.38395,0.758017,[4 5] ; [87 60],[5.25 3.75] ; [85.75 61.25],0
s7,1,0.428055,0.628095,[4 5] ; [45 97],[2.9205298 6.0794702] ; [46.0794702 95.9205298],0
d1,1,0.449735,0.57132,[3 6] ; [68 79],[4.09615385 4.90384615] ; [66.90384615 80.09615385],0
p4,1,0.497712,0.459811,[3 6] ; [66 81],[3.98076923 5.01923077] ; [65.01923077 81.98076923],0
s5,1,0.533551,0.387624,[2 7] ; [46 97],[2.84210526 6.15789474] ; [45.15789474 97.84210526],0
s3,1,0.537063,0.381011,[3 6] ; [64 82],[3.89032258 5.10967742] ; [63.10967742 82.89032258],0
p3,1,0.552289,0.353232,[4 5] ; [51 96],[3.17307692 5.82692308] ; [51.82692308 95.17307692],0
p8,1,0.574536,0.315152,[3 6] ; [63 84],[3.80769231 5.19230769] ; [62.19230769 84.80769231],0
p11,1,0.622445,0.242446,[7 2] ; [103  44],[6.34615385 2.65384615] ; [103.65384615  43.34615385],0
b4,1,0.628878,0.233585,[6 3] ; [86 61],[5.30769231 3.69230769] ; [86.69230769 60.30769231],0
s4,1,0.655142,0.199478,[3 6] ; [ 39 108],[2.42307692 6.57692308] ; [ 39.57692308 107.42307692],0
v1,1,0.667943,0.184018,[3 6] ; [58 85],[3.61184211 5.38815789] ; [57.38815789 85.61184211],0
u1,1,0.756102,0.096475,[1 8] ; [ 12 135],[0.75 8.25] ; [ 12.25 134.75],0
a4,1,0.759533,0.093694,[3 6] ; [ 42 105],[2.59615385 6.40384615] ; [ 42.40384615 104.59615385],0
b2,1,0.789852,0.071024,[1 3] ; [21 46],[1.23943662 2.76056338] ; [20.76056338 46.23943662],0
b3,1,0.789852,0.071024,[1 3] ; [21 46],[1.23943662 2.76056338] ; [20.76056338 46.23943662],0
n5,1,0.798176,0.065387,[4 5] ; [59 88],[3.63461538 5.36538462] ; [59.36538462 87.63461538],0
a6,1,0.798176,0.065387,[5 4] ; [88 59],[5.36538462 3.63461538] ; [87.63461538 59.36538462],0
d5,1,0.804622,0.061192,[6 3] ; [103  43],[6.32903226 2.67096774] ; [102.67096774  43.32903226],0
b1,1,0.829073,0.046609,[3 6] ; [ 44 103],[2.71153846 6.28846154] ; [ 44.28846154 102.71153846],0
u3,1,0.83015,0.046014,[1 1] ; [34 25],[1.14754098 0.85245902] ; [33.85245902 25.14754098],0
d2,1,0.837023,0.042314,[3 6] ; [54 93],[3.28846154 5.71153846] ; [53.71153846 93.28846154],0
d4,1,0.950011,0.00393,[7 2] ; [113  34],[6.92307692 2.07692308] ; [113.07692308  33.92307692],0
d3,1,0.977426,0.000801,[6 3] ; [98 48],[6.03870968 2.96129032] ; [97.96129032 48.03870968],0
