Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,28.372222,[47 11] ; [ 8 25],[35.05494505 22.94505495] ; [19.94505495 13.05494505],1
d3,1,0.001084,10.678141,[54  4] ; [22 11],[48.43956044  9.56043956] ; [27.56043956  5.43956044],0
a4,1,0.003422,8.567545,[23 35] ; [23  9],[29.64444444 28.35555556] ; [16.35555556 15.64444444],0
d2,1,0.003789,8.382294,[36 22] ; [29  3],[41.88888889 16.11111111] ; [23.11111111  8.88888889],0
b1,1,0.032345,4.580111,[20 38] ; [19 14],[24.85714286 33.14285714] ; [14.14285714 18.85714286],0
b5,1,0.035287,4.431222,[41 17] ; [16 17],[36.32967033 21.67032967] ; [20.67032967 12.32967033],0
p10,1,0.068058,3.329236,[45 13] ; [19 13],[41.24444444 16.75555556] ; [22.75555556  9.24444444],0
u2,1,0.093533,2.8125,[7 5] ; [1 5],[5.33333333 6.66666667] ; [2.66666667 3.33333333],0
b4,1,0.16895,1.892238,[40 18] ; [18 15],[36.96703297 21.03296703] ; [21.03296703 11.96703297],0
n1,1,0.175926,1.831705,[ 5 16] ; [6 7],[ 6.79411765 14.20588235] ; [4.20588235 8.79411765],0
u3,1,0.179712,1.8,[8 4] ; [2 4],[6.66666667 5.33333333] ; [3.33333333 2.66666667],0
n4,1,0.182752,1.775101,[38 20] ; [26  7],[40.79120879 17.20879121] ; [23.20879121  9.79120879],0
a2,1,0.225862,1.466734,[13 45] ; [ 4 29],[10.83516484 47.16483516] ; [ 6.16483516 26.83516484],0
n2,1,0.255506,1.292946,[16  6] ; [7 6],[14.45714286  7.54285714] ; [8.54285714 4.45714286],0
p1,1,0.288111,1.128427,[ 6 52] ; [ 6 27],[ 7.64835165 50.35164835] ; [ 4.35164835 28.64835165],0
p4,1,0.308638,1.036495,[29 29] ; [19 12],[31.28089888 26.71910112] ; [16.71910112 14.28089888],0
n3,1,0.312563,1.019814,[14  8] ; [6 7],[12.57142857  9.42857143] ; [7.42857143 5.57142857],0
s3,1,0.312947,1.018199,[30 28] ; [13 19],[27.71111111 30.28888889] ; [15.28888889 16.71111111],0
p8,1,0.341273,0.905643,[23 34] ; [ 9 21],[20.96551724 36.03448276] ; [11.03448276 18.96551724],0
p11,1,0.344783,0.892567,[44 14] ; [22 11],[42.06593407 15.93406593] ; [23.93406593  9.06593407],0
n5,1,0.383423,0.759697,[37 21] ; [24  9],[38.87912088 19.12087912] ; [22.12087912 10.87912088],0
v4,1,0.42022,0.649701,[48 10] ; [25  8],[46.52747253 11.47252747] ; [26.47252747  6.52747253],0
p2,1,0.465524,0.53258,[40 18] ; [19 12],[38.4494382 19.5505618] ; [20.5505618 10.4494382],0
r4,1,0.4824,0.493434,[36 22] ; [18 15],[34.41758242 23.58241758] ; [19.58241758 13.41758242],0
s6,1,0.566072,0.329299,[31 26] ; [20 13],[32.3 24.7] ; [18.7 14.3],0
s1,1,0.620365,0.245354,[ 3 54] ; [ 1 32],[ 2.53333333 54.46666667] ; [ 1.46666667 31.53333333],0
s8,1,0.638053,0.221298,[24 34] ; [12 21],[22.94505495 35.05494505] ; [13.05494505 19.94505495],0
p7,1,0.680361,0.16972,[28 30] ; [14 18],[27.06666667 30.93333333] ; [14.93333333 17.06666667],0
a1,1,0.705677,0.142633,[ 4 54] ; [ 3 30],[ 4.46153846 53.53846154] ; [ 2.53846154 30.46153846],0
n6,1,0.725766,0.123035,[45 12] ; [25  8],[44.33333333 12.66666667] ; [25.66666667  7.33333333],0
p6,1,0.727889,0.121059,[21 35] ; [12 17],[21.74117647 34.25882353] ; [11.25882353 17.74117647],0
v1,1,0.769596,0.085793,[24 31] ; [15 17],[24.65517241 30.34482759] ; [14.34482759 17.65517241],0
a3,1,0.772787,0.083366,[46 12] ; [27  6],[46.52747253 11.47252747] ; [26.47252747  6.52747253],0
s4,1,0.772787,0.083366,[12 46] ; [ 6 27],[11.47252747 46.52747253] ; [ 6.52747253 26.47252747],0
v3,1,0.781412,0.076995,[20 36] ; [12 19],[20.59770115 35.40229885] ; [11.40229885 19.59770115],0
s2,1,0.795502,0.06717,[28 30] ; [15 18],[27.40659341 30.59340659] ; [15.59340659 17.40659341],0
p5,1,0.816532,0.053828,[ 6 51] ; [ 4 29],[ 6.33333333 50.66666667] ; [ 3.66666667 29.33333333],0
v2,1,0.835606,0.043064,[32 24] ; [17 14],[31.54022989 24.45977011] ; [17.45977011 13.54022989],0
a5,1,0.842225,0.03962,[45 13] ; [25  8],[44.61538462 13.38461538] ; [25.38461538  7.61538462],0
s5,1,0.843069,0.039192,[16 37] ; [10 21],[16.4047619 36.5952381] ; [ 9.5952381 21.4047619],0
u1,1,0.847246,0.037108,[ 6 52] ; [ 3 30],[ 5.73626374 52.26373626] ; [ 3.26373626 29.73626374],0
r3,1,0.858696,0.031696,[50  8] ; [28  5],[49.71428571  8.28571429] ; [28.28571429  4.71428571],0
s7,1,0.860749,0.030773,[22 33] ; [13 18],[22.38372093 32.61627907] ; [12.61627907 18.38372093],0
r2,1,0.919245,0.010279,[46  8] ; [27  5],[45.8372093  8.1627907] ; [27.1627907  4.8372093],0
p9,1,0.919482,0.010218,[44 13] ; [25  7],[44.19101124 12.80898876] ; [24.80898876  7.19101124],0
p3,1,0.96431,0.002002,[27 30] ; [15 17],[26.8988764 30.1011236] ; [15.1011236 16.8988764],0
b2,1,1.0,0.0,[14 21] ; [10 15],[14. 21.] ; [10. 15.],0
b3,1,1.0,0.0,[14 21] ; [10 15],[14. 21.] ; [10. 15.],0
