Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.9e-05,17.461182,[28 12] ; [ 9 30],[18.73417722 21.26582278] ; [18.26582278 20.73417722],1
p2,1,0.00161,9.948679,[33  6] ; [20 19],[26.5 12.5] ; [26.5 12.5],0
p11,1,0.003732,8.409802,[29 12] ; [15 24],[22.55 18.45] ; [21.45 17.55],0
p3,1,0.00473,7.980046,[22 18] ; [ 9 29],[15.8974359 24.1025641] ; [15.1025641 22.8974359],0
v4,1,0.005418,7.734502,[38  2] ; [28 11],[33.41772152  6.58227848] ; [32.58227848  6.41772152],0
p8,1,0.007725,7.096241,[20 20] ; [ 8 30],[14.35897436 25.64102564] ; [13.64102564 24.35897436],0
r3,1,0.010551,6.539377,[40  1] ; [31  8],[36.3875  4.6125] ; [34.6125  4.3875],0
s8,1,0.016828,5.71422,[20 21] ; [ 9 30],[14.8625 26.1375] ; [14.1375 24.8625],0
p6,1,0.017118,5.684211,[14 24] ; [ 5 33],[ 9.5 28.5] ; [ 9.5 28.5],0
p10,1,0.022398,5.214638,[30 10] ; [19 19],[25.12820513 14.87179487] ; [23.87179487 14.12820513],0
u1,1,0.028962,4.769845,[ 9 32] ; [ 2 37],[ 5.6375 35.3625] ; [ 5.3625 33.6375],0
b1,1,0.044105,4.052533,[25 16] ; [15 24],[20.5 20.5] ; [19.5 19.5],0
u3,1,0.050962,3.809524,[9 1] ; [5 5],[7. 3.] ; [7. 3.],0
d3,1,0.070132,3.279931,[38  2] ; [32  7],[35.44303797  4.55696203] ; [34.55696203  4.44303797],0
n4,1,0.074362,3.18401,[25 16] ; [16 23],[21.0125 19.9875] ; [19.9875 19.0125],0
n2,1,0.076518,3.137349,[6 1] ; [11 12],[3.96666667 3.03333333] ; [13.03333333  9.96666667],0
r4,1,0.093188,2.818428,[34  7] ; [26 13],[30.75 10.25] ; [29.25  9.75],0
p9,1,0.094086,2.803035,[31 10] ; [22 16],[27.50632911 13.49367089] ; [25.49367089 12.50632911],0
b5,1,0.116184,2.468026,[30 11] ; [22 17],[26.65 14.35] ; [25.35 13.65],0
a6,1,0.129636,2.296853,[30 10] ; [23 16],[26.83544304 13.16455696] ; [26.16455696 12.83544304],0
n1,1,0.138795,2.191263,[1 6] ; [10 12],[2.65517241 4.34482759] ; [ 8.34482759 13.65517241],0
p1,1,0.148788,2.084636,[ 1 40] ; [ 4 35],[ 2.5625 38.4375] ; [ 2.4375 36.5625],0
s6,1,0.153422,2.037895,[27 14] ; [19 19],[23.87341772 17.12658228] ; [22.12658228 15.87341772],0
s7,1,0.167722,1.903189,[16 21] ; [10 26],[13.17808219 23.82191781] ; [12.82191781 23.17808219],0
a2,1,0.172234,1.86339,[14 27] ; [ 8 31],[11.275 29.725] ; [10.725 28.275],0
r1,1,0.217805,1.518775,[33  8] ; [26 12],[30.62025316 10.37974684] ; [28.37974684  9.62025316],0
n5,1,0.225201,1.470919,[18 23] ; [12 27],[15.375 25.625] ; [14.625 24.375],0
b2,1,0.281288,1.160856,[ 8 21] ; [10 14],[ 9.8490566 19.1509434] ; [ 8.1509434 15.8490566],0
b3,1,0.281288,1.160856,[ 8 21] ; [10 14],[ 9.8490566 19.1509434] ; [ 8.1509434 15.8490566],0
r2,1,0.359924,0.838158,[38  2] ; [34  4],[36.92307692  3.07692308] ; [35.07692308  2.92307692],0
a4,1,0.367812,0.811045,[19 22] ; [22 17],[21.0125 19.9875] ; [19.9875 19.0125],0
b4,1,0.386157,0.75101,[28 13] ; [23 16],[26.1375 14.8625] ; [24.8625 14.1375],0
v1,1,0.435545,0.607993,[15 25] ; [18 21],[16.70886076 23.29113924] ; [16.29113924 22.70886076],0
d2,1,0.516198,0.421483,[26 14] ; [28 11],[27.34177215 12.65822785] ; [26.65822785 12.34177215],0
a1,1,0.526848,0.400467,[ 1 40] ; [ 2 37],[ 1.5375 39.4625] ; [ 1.4625 37.5375],0
d5,1,0.571171,0.320726,[38  2] ; [38  1],[38.48101266  1.51898734] ; [37.51898734  1.48101266],0
v3,1,0.598725,0.276923,[11 25] ; [ 9 27],[10. 26.] ; [10. 26.],0
s4,1,0.627211,0.235862,[ 8 33] ; [ 6 33],[ 7.175 33.825] ; [ 6.825 32.175],0
s3,1,0.649644,0.206349,[22 17] ; [20 19],[21. 18.] ; [21. 18.],0
v2,1,0.658047,0.195904,[22 16] ; [19 17],[21.05405405 16.94594595] ; [19.94594595 16.05405405],0
s1,1,0.686844,0.162523,[ 3 37] ; [ 2 36],[ 2.56410256 37.43589744] ; [ 2.43589744 35.56410256],0
a5,1,0.698291,0.150255,[31 10] ; [28 11],[30.2375 10.7625] ; [28.7625 10.2375],0
s5,1,0.745055,0.105733,[ 9 31] ; [ 9 26],[ 9.6 30.4] ; [ 8.4 26.6],0
n3,1,0.757782,0.095107,[4 3] ; [14  8],[4.34482759 2.65517241] ; [13.65517241  8.34482759],0
a7,1,0.890431,0.018977,[30 11] ; [28 11],[29.725 11.275] ; [28.275 10.725],0
a3,1,0.897247,0.016677,[31 10] ; [29 10],[30.75 10.25] ; [29.25  9.75],0
s2,1,0.922088,0.009566,[17 23] ; [17 22],[17.21518987 22.78481013] ; [16.78481013 22.21518987],0
p12,1,0.970686,0.00135,[ 1 39] ; [ 1 37],[ 1.02564103 38.97435897] ; [ 0.97435897 37.02564103],0
