Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000475,12.211045,[344  30] ; [74 19],[334.75802998  39.24197002] ; [83.24197002  9.75802998],1
a8,1,0.000709,11.465731,[ 67 272] ; [ 4 83],[ 56.5 282.5] ; [14.5 72.5],1
v3,1,0.002559,9.097815,[172 189] ; [27 63],[159.28824834 201.71175166] ; [39.71175166 50.28824834],0
v2,1,0.004456,8.087895,[224 137] ; [41 49],[212.11751663 148.88248337] ; [52.88248337 37.11751663],0
s5,1,0.005072,7.853562,[148 219] ; [50 38],[159.70549451 207.29450549] ; [38.29450549 49.70549451],0
b3,1,0.006098,7.521005,[101 146] ; [ 9 37],[ 92.73037543 154.26962457] ; [17.26962457 28.73037543],0
b2,1,0.006098,7.521005,[101 146] ; [ 9 37],[ 92.73037543 154.26962457] ; [17.26962457 28.73037543],0
n1,1,0.007657,7.111979,[37 32] ; [ 6 20],[31.23157895 37.76842105] ; [11.76842105 14.23157895],0
s2,1,0.029834,4.718861,[238 135] ; [69 22],[246.79094828 126.20905172] ; [60.20905172 30.79094828],0
v1,1,0.031185,4.642726,[230 133] ; [47 45],[220.99120879 142.00879121] ; [56.00879121 35.99120879],0
s3,1,0.063666,3.439201,[255 113] ; [72 19],[262.16993464 105.83006536] ; [64.83006536 26.16993464],0
r4,1,0.119325,2.42616,[352  23] ; [83 10],[348.55769231  26.44230769] ; [86.44230769  6.55769231],0
p5,1,0.123642,2.370564,[ 64 306] ; [10 83],[ 59.13606911 310.86393089] ; [14.86393089 78.13606911],0
u4,1,0.140892,2.168186,[ 16 359] ; [ 1 92],[ 13.62179487 361.37820513] ; [ 3.37820513 89.62179487],0
s1,1,0.191347,1.707215,[ 13 354] ; [ 6 85],[ 15.22489083 351.77510917] ; [ 3.77510917 87.22489083],0
r1,1,0.203459,1.617371,[317  56] ; [74 19],[312.96781116  60.03218884] ; [78.03218884 14.96781116],0
r3,1,0.2272,1.458304,[361  14] ; [85  6],[358.9055794  16.0944206] ; [87.0944206  3.9055794],0
d5,1,0.245414,1.349224,[311  61] ; [73 20],[307.2  64.8] ; [76.8 16.2],0
u2,1,0.310522,1.028455,[58 37] ; [13 13],[55.74380165 39.25619835] ; [15.25619835 10.74380165],0
a1,1,0.310677,1.027797,[ 22 353] ; [ 3 90],[ 20.03205128 354.96794872] ; [ 4.96794872 88.03205128],0
r2,1,0.314928,1.009894,[357  15] ; [87  6],[355.2  16.8] ; [88.8  4.2],0
a5,1,0.322438,0.97903,[284  90] ; [66 27],[280.29978587  93.70021413] ; [69.70021413 23.29978587],0
d4,1,0.328665,0.954151,[311  60] ; [74 19],[307.83405172  63.16594828] ; [77.16594828 15.83405172],0
p12,1,0.338956,0.914376,[ 45 326] ; [ 8 85],[ 42.37715517 328.62284483] ; [10.62284483 82.37715517],0
a7,1,0.374946,0.787208,[270 103] ; [63 30],[266.54291845 106.45708155] ; [66.45708155 26.54291845],0
p8,1,0.395672,0.721439,[202 165] ; [54 36],[205.58424508 161.41575492] ; [50.41575492 39.58424508],0
p10,1,0.410226,0.678146,[321  48] ; [77 15],[318.57266811  50.42733189] ; [79.42733189 12.57266811],0
a6,1,0.440287,0.595535,[251 120] ; [59 34],[247.86637931 123.13362069] ; [62.13362069 30.86637931],0
n3,1,0.466339,0.530637,[45 24] ; [19  7],[46.48421053 22.51578947] ; [17.51578947  8.48421053],0
p2,1,0.549859,0.35757,[321  51] ; [78 15],[319.2  52.8] ; [79.8 13.2],0
a2,1,0.553836,0.350489,[100 275] ; [22 71],[ 97.75641026 277.24358974] ; [24.24358974 68.75641026],0
