Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.002419,9.200816,[1 6] ; [24  8],[4.48717949 2.51282051] ; [20.51282051 11.48717949],0
d2,1,0.005023,7.871,[5 2] ; [ 6 26],[1.97435897 5.02564103] ; [ 9.02564103 22.97435897],0
r3,1,0.022102,5.237723,[5 2] ; [31  1],[6.46153846 0.53846154] ; [29.53846154  2.46153846],0
p8,1,0.030507,4.680497,[2 5] ; [23  9],[4.48717949 2.51282051] ; [20.51282051 11.48717949],0
n6,1,0.077858,3.109056,[5 2] ; [30  2],[6.28205128 0.71794872] ; [28.71794872  3.28205128],0
s1,1,0.084997,2.966658,[2 5] ; [ 2 29],[0.73684211 6.26315789] ; [ 3.26315789 27.73684211],0
a5,1,0.101051,2.688885,[2 5] ; [20 12],[3.94871795 3.05128205] ; [18.05128205 13.94871795],0
a6,1,0.101051,2.688885,[2 5] ; [20 12],[3.94871795 3.05128205] ; [18.05128205 13.94871795],0
r1,1,0.117186,2.454531,[4 3] ; [26  5],[5.52631579 1.47368421] ; [24.47368421  6.52631579],0
v2,1,0.158088,1.992422,[2 5] ; [18 13],[3.68421053 3.31578947] ; [16.31578947 14.68421053],0
u3,1,0.163165,1.944643,[1 3] ; [9 5],[2.22222222 1.77777778] ; [7.77777778 6.22222222],0
r4,1,0.168788,1.893671,[5 2] ; [29  3],[6.1025641 0.8974359] ; [27.8974359  4.1025641],0
s8,1,0.184471,1.761231,[2 5] ; [18 14],[3.58974359 3.41025641] ; [16.41025641 15.58974359],0
s2,1,0.195801,1.673418,[3 4] ; [22 10],[4.48717949 2.51282051] ; [20.51282051 11.48717949],0
a8,1,0.210743,1.566312,[2 5] ; [ 3 26],[0.97222222 6.02777778] ; [ 4.02777778 24.97222222],0
s7,1,0.245952,1.346154,[4 3] ; [22  6],[5.2 1.8] ; [20.8  7.2],0
a4,1,0.249479,1.326216,[3 4] ; [ 7 25],[1.79487179 5.20512821] ; [ 8.20512821 23.79487179],0
p7,1,0.271174,1.210797,[4 3] ; [24  7],[5.15789474 1.84210526] ; [22.84210526  8.15789474],0
n5,1,0.285735,1.13961,[5 2] ; [28  4],[5.92307692 1.07692308] ; [27.07692308  4.92307692],0
s3,1,0.289651,1.121245,[3 4] ; [20 11],[4.23684211 2.76315789] ; [18.76315789 12.23684211],0
s6,1,0.30451,1.054339,[5 2] ; [27  4],[5.89473684 1.10526316] ; [26.10526316  4.89473684],0
b2,1,0.36308,0.827211,[1 4] ; [6 8],[1.84210526 3.15789474] ; [5.15789474 8.84210526],0
b3,1,0.36308,0.827211,[1 4] ; [6 8],[1.84210526 3.15789474] ; [5.15789474 8.84210526],0
p3,1,0.376362,0.782551,[2 5] ; [15 17],[3.05128205 3.94871795] ; [13.94871795 18.05128205],0
n1,1,0.386916,0.748611,[2 1] ; [3 5],[1.36363636 1.63636364] ; [3.63636364 4.36363636],0
a3,1,0.519674,0.414541,[3 4] ; [18 14],[3.76923077 3.23076923] ; [17.23076923 14.76923077],0
p11,1,0.542227,0.371429,[6 1] ; [24  8],[5.38461538 1.61538462] ; [24.61538462  7.38461538],0
p2,1,0.589032,0.291859,[5 2] ; [25  6],[5.52631579 1.47368421] ; [24.47368421  6.52631579],0
n4,1,0.626814,0.236406,[6 1] ; [24  7],[5.52631579 1.47368421] ; [24.47368421  6.52631579],0
p1,1,0.626814,0.236406,[1 6] ; [ 7 24],[1.47368421 5.52631579] ; [ 6.52631579 24.47368421],0
v1,1,0.671735,0.179579,[3 4] ; [11 21],[2.51282051 4.48717949] ; [11.48717949 20.51282051],0
u2,1,0.799846,0.064286,[2 2] ; [6 8],[1.77777778 2.22222222] ; [6.22222222 7.77777778],0
d3,1,0.844595,0.038424,[2 5] ; [ 8 24],[1.79487179 5.20512821] ; [ 8.20512821 23.79487179],0
d5,1,0.846838,0.037309,[3 4] ; [15 17],[3.23076923 3.76923077] ; [14.76923077 17.23076923],0
p6,1,0.846838,0.037309,[3 4] ; [15 17],[3.23076923 3.76923077] ; [14.76923077 17.23076923],0
p5,1,0.880726,0.022515,[2 5] ; [ 8 23],[1.84210526 5.15789474] ; [ 8.15789474 22.84210526],0
s4,1,0.889381,0.019345,[2 5] ; [10 22],[2.15384615 4.84615385] ; [ 9.84615385 22.15384615],0
v3,1,0.911824,0.012263,[3 4] ; [14 17],[3.13157895 3.86842105] ; [13.86842105 17.13157895],0
p4,1,0.913396,0.011828,[4 3] ; [19 13],[4.12820513 2.87179487] ; [18.87179487 13.12820513],0
b5,1,0.913396,0.011828,[3 4] ; [13 19],[2.87179487 4.12820513] ; [13.12820513 18.87179487],0
b1,1,0.913396,0.011828,[3 4] ; [13 19],[2.87179487 4.12820513] ; [13.12820513 18.87179487],0
