Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5e-06,20.722565,[73 63] ; [48  6],[86.61052632 49.38947368] ; [34.38947368 19.61052632],1
p5,1,0.000248,13.429267,[  9 129] ; [14 41],[ 16.44559585 121.55440415] ; [ 6.55440415 48.44559585],1
s7,1,0.001175,10.52961,[50 82] ; [34 19],[59.93513514 72.06486486] ; [24.06486486 28.93513514],0
p7,1,0.005404,7.739145,[97 37] ; [50  5],[104.22222222  29.77777778] ; [42.77777778 12.22222222],0
p3,1,0.005643,7.660879,[68 69] ; [40 16],[76.66321244 60.33678756] ; [31.33678756 24.66321244],0
p12,1,0.006592,7.380876,[  5 132] ; [ 8 47],[  9.27604167 127.72395833] ; [ 3.72395833 51.27604167],0
n6,1,0.011282,6.420317,[106  31] ; [52  4],[112.15544041  24.84455959] ; [45.84455959 10.15544041],0
u1,1,0.011794,6.34162,[ 10 128] ; [11 45],[ 14.93814433 123.06185567] ; [ 6.06185567 49.93814433],0
r4,1,0.013633,6.085117,[115  23] ; [54  2],[120.21649485  17.78350515] ; [48.78350515  7.21649485],0
a5,1,0.0232,5.153464,[85 53] ; [44 12],[91.7628866 46.2371134] ; [37.2371134 18.7628866],0
p9,1,0.023454,5.134539,[105  32] ; [50  5],[110.59895833  26.40104167] ; [44.40104167 10.59895833],0
a4,1,0.026475,4.924715,[41 97] ; [26 30],[47.65979381 90.34020619] ; [19.34020619 36.65979381],0
v3,1,0.030512,4.680198,[ 31 105] ; [21 34],[37.02617801 98.97382199] ; [14.97382199 40.02617801],0
b2,1,0.034818,4.454066,[11 61] ; [11 22],[15.08571429 56.91428571] ; [ 6.91428571 26.08571429],0
b3,1,0.034818,4.454066,[11 61] ; [11 22],[15.08571429 56.91428571] ; [ 6.91428571 26.08571429],0
r1,1,0.039527,4.238058,[99 39] ; [48  8],[104.56701031  33.43298969] ; [42.43298969 13.56701031],0
b5,1,0.046276,3.971522,[76 62] ; [22 34],[69.71134021 68.28865979] ; [28.28865979 27.71134021],0
s4,1,0.051566,3.789798,[ 20 115] ; [15 41],[ 24.7382199 110.2617801] ; [10.2617801 45.7382199],0
p10,1,0.059844,3.541709,[105  31] ; [49  6],[109.65445026  26.34554974] ; [44.34554974 10.65445026],0
p6,1,0.066859,3.358499,[49 88] ; [28 28],[54.65803109 82.34196891] ; [22.34196891 33.65803109],0
s2,1,0.068784,3.311811,[59 79] ; [32 24],[64.73195876 73.26804124] ; [26.26804124 29.73195876],0
s3,1,0.094836,2.790311,[67 69] ; [35 21],[72.25 63.75] ; [29.75 26.25],0
r2,1,0.095747,2.775001,[120  15] ; [54  2],[122.98429319  12.01570681] ; [51.01570681  4.98429319],0
s8,1,0.100388,2.699367,[49 89] ; [27 29],[54.06185567 83.93814433] ; [21.93814433 34.06185567],0
n3,1,0.103237,2.654815,[17 13] ; [10  2],[19.28571429 10.71428571] ; [7.71428571 4.28571429],0
p2,1,0.111306,2.535581,[116  22] ; [51  4],[119.40932642  18.59067358] ; [47.59067358  7.40932642],0
n2,1,0.147299,2.1,[18 12] ; [10  2],[20. 10.] ; [8. 4.],0
d2,1,0.176024,1.830874,[52 86] ; [27 29],[56.19587629 81.80412371] ; [22.80412371 33.19587629],0
a1,1,0.177908,1.815011,[  4 134] ; [ 4 52],[  5.69072165 132.30927835] ; [ 2.30927835 53.69072165],0
v2,1,0.233377,1.42016,[50 82] ; [26 29],[53.64705882 78.35294118] ; [22.35294118 32.64705882],0
p4,1,0.259701,1.270352,[83 53] ; [39 17],[86.41666667 49.58333333] ; [35.58333333 20.41666667],0
r3,1,0.278125,1.176228,[127  11] ; [53  2],[128.70466321   9.29533679] ; [51.29533679  3.70466321],0
b4,1,0.29947,1.076551,[70 68] ; [33 23],[73.26804124 64.73195876] ; [29.73195876 26.26804124],0
a2,1,0.3873,0.747402,[ 18 120] ; [10 46],[ 19.91752577 118.08247423] ; [ 8.08247423 47.91752577],0
n1,1,0.391016,0.73578,[ 6 23] ; [4 8],[ 7.07317073 21.92682927] ; [2.92682927 9.07317073],0
u3,1,0.407602,0.685785,[24 28] ; [13 10],[25.65333333 26.34666667] ; [11.34666667 11.65333333],0
p11,1,0.43181,0.61795,[109  29] ; [47  9],[110.96907216  27.03092784] ; [45.03092784 10.96907216],0
a6,1,0.52566,0.402774,[87 51] ; [38 18],[88.91752577 49.08247423] ; [36.08247423 19.91752577],0
v4,1,0.540981,0.373725,[130   8] ; [53  2],[130.84974093   7.15025907] ; [52.15025907  2.84974093],0
b1,1,0.591491,0.288022,[55 83] ; [20 36],[53.35051546 84.64948454] ; [21.64948454 34.35051546],0
p1,1,0.605667,0.266533,[ 12 126] ; [ 6 48],[ 12.9375 125.0625] ; [ 5.0625 48.9375],0
n5,1,0.607373,0.264018,[92 44] ; [40 16],[93.5 42.5] ; [38.5 17.5],0
u2,1,0.672093,0.179163,[31 23] ; [12 11],[30.15584416 23.84415584] ; [12.84415584 10.15584416],0
d1,1,0.751333,0.100414,[68 70] ; [29 27],[69. 69.] ; [28. 28.],0
s1,1,0.778181,0.07935,[  6 130] ; [ 3 53],[  6.375 129.625] ; [ 2.625 53.375],0
a3,1,0.802284,0.062696,[84 54] ; [33 23],[83.22680412 54.77319588] ; [33.77319588 22.22680412],0
d4,1,0.872788,0.025638,[105  33] ; [42 14],[104.56701031  33.43298969] ; [42.43298969 13.56701031],0
a7,1,0.87463,0.024895,[97 41] ; [40 16],[97.45360825 40.54639175] ; [39.54639175 16.45360825],0
a8,1,0.907856,0.013396,[ 17 113] ; [ 7 44],[ 17.23756906 112.76243094] ; [ 6.76243094 44.23756906],0
d3,1,0.909743,0.012851,[90 48] ; [37 19],[90.34020619 47.65979381] ; [36.65979381 19.34020619],0
n4,1,0.930736,0.007555,[97 40] ; [40 16],[97.24870466 39.75129534] ; [39.75129534 16.24870466],0
