Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.122535,2.384615,[10 16] ; [21 15],[13. 13.] ; [18. 18.],0
p11,1,0.339905,0.910791,[15 11] ; [25 11],[16.77419355  9.22580645] ; [23.22580645 12.77419355],0
p7,1,0.409594,0.679978,[12 13] ; [20 14],[13.55932203 11.44067797] ; [18.44067797 15.55932203],0
p8,1,0.443594,0.586968,[ 8 17] ; [15 21],[ 9.42622951 15.57377049] ; [13.57377049 22.42622951],0
p1,1,0.477902,0.503647,[ 1 25] ; [ 3 33],[ 1.67741935 24.32258065] ; [ 2.32258065 33.67741935],0
