Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.002581,9.082385,[34 48] ; [ 30 105],[24.1843318 57.8156682] ; [39.8156682 95.1843318],0
b3,1,0.005375,7.748805,[21 25] ; [17 61],[14.09677419 31.90322581] ; [23.90322581 54.09677419],0
b2,1,0.005375,7.748805,[21 25] ; [17 61],[14.09677419 31.90322581] ; [23.90322581 54.09677419],0
v2,1,0.006318,7.457402,[53 30] ; [61 75],[43.20547945 39.79452055] ; [70.79452055 65.20547945],0
a4,1,0.008731,6.87695,[42 45] ; [44 98],[32.67248908 54.32751092] ; [53.32751092 88.67248908],0
r1,1,0.025985,4.957004,[73 14] ; [100  41],[66.01315789 20.98684211] ; [106.98684211  34.01315789],0
s8,1,0.038062,4.302254,[33 53] ; [ 36 106],[26.02631579 59.97368421] ; [42.97368421 99.02631579],0
p1,1,0.066625,3.364283,[10 76] ; [  7 133],[ 6.46902655 79.53097345] ; [ 10.53097345 129.46902655],0
b5,1,0.0718,3.241392,[60 27] ; [81 61],[53.56768559 33.43231441] ; [87.43231441 54.56768559],0
a5,1,0.080591,3.052943,[62 25] ; [85 57],[55.84716157 31.15283843] ; [91.15283843 50.84716157],0
p7,1,0.087929,2.911886,[38 47] ; [79 61],[44.2 40.8] ; [72.8 67.2],0
a8,1,0.111433,2.533774,[ 8 71] ; [  6 127],[ 5.21698113 73.78301887] ; [  8.78301887 124.21698113],0
s7,1,0.130658,2.28467,[34 48] ; [43 94],[28.83105023 53.16894977] ; [48.16894977 88.83105023],0
p12,1,0.131145,2.2789,[ 5 79] ; [  3 139],[ 2.97345133 81.02654867] ; [  5.02654867 136.97345133],0
p6,1,0.144773,2.12648,[27 56] ; [ 33 107],[22.33183857 60.66816143] ; [ 37.66816143 102.33183857],0
n4,1,0.180177,1.796161,[39 48] ; [51 91],[34.19213974 52.80786026] ; [55.80786026 86.19213974],0
s5,1,0.197799,1.658551,[27 54] ; [ 34 101],[22.875 58.125] ; [38.125 96.875],0
a2,1,0.21387,1.545032,[17 70] ; [ 19 123],[13.6768559 73.3231441] ; [ 22.3231441 119.6768559],0
s6,1,0.226466,1.462919,[49 34] ; [72 70],[44.63555556 38.36444444] ; [76.36444444 65.63555556],0
p3,1,0.239221,1.385181,[37 49] ; [50 92],[32.81578947 53.18421053] ; [54.18421053 87.81578947],0
s1,1,0.246302,1.34416,[ 6 81] ; [  5 137],[ 4.1790393 82.8209607] ; [  6.8209607 135.1790393],0
