Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.00035,12.780611,[38 46] ; [101  45],[50.76521739 33.23478261] ; [88.23478261 57.76521739],1
p8,1,0.001163,10.548395,[40 43] ; [102  44],[51.46724891 31.53275109] ; [90.53275109 55.46724891],0
v3,1,0.001432,10.164536,[28 56] ; [81 66],[39.63636364 44.36363636] ; [69.36363636 77.63636364],0
d4,1,0.001931,9.613911,[65 19] ; [135  12],[72.72727273 11.27272727] ; [127.27272727  19.72727273],0
d5,1,0.003657,8.446635,[65 20] ; [133  14],[72.54310345 12.45689655] ; [125.45689655  21.54310345],0
s8,1,0.003661,8.444756,[39 45] ; [97 50],[49.45454545 34.54545455] ; [86.54545455 60.45454545],0
s2,1,0.005319,7.767635,[52 33] ; [115  32],[61.18534483 23.81465517] ; [105.81465517  41.18534483],0
a3,1,0.007729,7.095233,[60 25] ; [126  22],[67.85407725 17.14592275] ; [118.14592275  29.85407725],0
d1,1,0.01041,6.563316,[47 38] ; [107  42],[55.94017094 29.05982906] ; [98.05982906 50.94017094],0
p7,1,0.02477,5.039881,[56 27] ; [117  28],[62.97807018 20.02192982] ; [110.02192982  34.97807018],0
r4,1,0.024847,5.034492,[77  8] ; [145   4],[80.64102564  4.35897436] ; [141.35897436   7.64102564],0
p6,1,0.047915,3.912957,[36 49] ; [81 64],[43.23913043 41.76086957] ; [73.76086957 71.23913043],0
r3,1,0.080765,3.049441,[74  8] ; [143   6],[77.03030303  4.96969697] ; [139.96969697   9.03030303],0
p11,1,0.080933,3.046075,[64 21] ; [126  23],[69.01709402 15.98290598] ; [120.98290598  28.01709402],0
p5,1,0.083866,2.988348,[16 69] ; [ 43 105],[21.52360515 63.47639485] ; [ 37.47639485 110.52360515],0
p3,1,0.114229,2.494713,[46 39] ; [95 52],[51.65948276 33.34051724] ; [89.34051724 57.65948276],0
v4,1,0.115304,2.479983,[79  5] ; [145   3],[81.10344828  2.89655172] ; [142.89655172   5.10344828],0
p10,1,0.120419,2.411865,[71 13] ; [135  13],[74.5862069  9.4137931] ; [131.4137931  16.5862069],0
s1,1,0.122685,2.382703,[ 6 79] ; [  4 141],[ 3.69565217 81.30434783] ; [  6.30434783 138.69565217],0
n1,1,0.134176,2.243516,[ 8 11] ; [15  8],[10.4047619  8.5952381] ; [12.5952381 10.4047619],0
d3,1,0.170539,1.878198,[56 29] ; [110  38],[60.55793991 24.44206009] ; [105.44206009  42.55793991],0
p4,1,0.172103,1.864527,[55 29] ; [108  38],[59.53043478 24.46956522] ; [103.46956522  42.53043478],0
