Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.037987,4.305585,[ 1 22] ; [3 7],[ 2.78787879 20.21212121] ; [1.21212121 8.78787879],0
s8,1,0.053239,3.736413,[ 4 19] ; [5 5],[ 6.27272727 16.72727273] ; [2.72727273 7.27272727],0
p9,1,0.063515,3.443127,[ 4 18] ; [5 5],[ 6.1875 15.8125] ; [2.8125 7.1875],0
s3,1,0.124178,2.363812,[14  9] ; [8 1],[15.8125  7.1875] ; [6.1875 2.8125],0
b4,1,0.132725,2.260334,[12 11] ; [8 2],[13.93939394  9.06060606] ; [6.06060606 3.93939394],0
a7,1,0.132725,2.260334,[12 11] ; [8 2],[13.93939394  9.06060606] ; [6.06060606 3.93939394],0
r3,1,0.141815,2.158152,[15  8] ; [9 1],[16.72727273  6.27272727] ; [7.27272727 2.72727273],0
s7,1,0.157466,1.998393,[ 9 12] ; [7 3],[10.83870968 10.16129032] ; [5.16129032 4.83870968],0
s5,1,0.159877,1.975393,[ 6 15] ; [5 4],[ 7.7 13.3] ; [3.3 5.7],0
d2,1,0.177968,1.814515,[ 8 15] ; [6 4],[ 9.75757576 13.24242424] ; [4.24242424 5.75757576],0
a4,1,0.177968,1.814515,[ 8 15] ; [6 4],[ 9.75757576 13.24242424] ; [4.24242424 5.75757576],0
s2,1,0.184866,1.758063,[12 11] ; [7 2],[13.65625  9.34375] ; [5.34375 3.65625],0
n6,1,0.19757,1.660248,[13 10] ; [8 2],[14.63636364  8.36363636] ; [6.36363636 3.63636364],0
u3,1,0.20686,1.593266,[8 3] ; [1 2],[7.07142857 3.92857143] ; [1.92857143 1.07142857],0
n4,1,0.239731,1.382174,[11 12] ; [7 3],[12.54545455 10.45454545] ; [5.45454545 4.54545455],0
r1,1,0.239731,1.382174,[11 12] ; [7 3],[12.54545455 10.45454545] ; [5.45454545 4.54545455],0
v1,1,0.279044,1.171739,[ 5 18] ; [4 6],[ 6.27272727 16.72727273] ; [2.72727273 7.27272727],0
r4,1,0.284005,1.147826,[14  9] ; [8 2],[15.33333333  7.66666667] ; [6.66666667 3.33333333],0
b5,1,0.284005,1.147826,[14  9] ; [8 2],[15.33333333  7.66666667] ; [6.66666667 3.33333333],0
v3,1,0.326687,0.961988,[ 4 19] ; [3 6],[ 5.03125 17.96875] ; [1.96875 7.03125],0
a3,1,0.340987,0.906718,[12 11] ; [7 3],[13.24242424  9.75757576] ; [5.75757576 4.24242424],0
u1,1,0.360505,0.836132,[ 2 21] ; [2 8],[ 2.78787879 20.21212121] ; [1.21212121 8.78787879],0
p4,1,0.382797,0.761701,[10 13] ; [6 4],[11.15151515 11.84848485] ; [4.84848485 5.15151515],0
a5,1,0.382797,0.761701,[10 13] ; [6 4],[11.15151515 11.84848485] ; [4.84848485 5.15151515],0
d5,1,0.395772,0.721134,[15  8] ; [8 2],[16.03030303  6.96969697] ; [6.96969697 3.03030303],0
d4,1,0.395772,0.721134,[15  8] ; [8 2],[16.03030303  6.96969697] ; [6.96969697 3.03030303],0
v4,1,0.421671,0.645652,[18  5] ; [9 1],[18.81818182  4.18181818] ; [8.18181818 1.81818182],0
n5,1,0.466473,0.530318,[13 10] ; [7 3],[13.93939394  9.06060606] ; [6.06060606 3.93939394],0
b1,1,0.520171,0.413555,[11 12] ; [6 4],[11.84848485 11.15151515] ; [5.15151515 4.84848485],0
r2,1,0.522007,0.409927,[17  4] ; [9 1],[17.61290323  3.38709677] ; [8.38709677 1.61290323],0
a1,1,0.531725,0.391094,[ 1 22] ; [1 9],[ 1.39393939 21.60606061] ; [0.60606061 9.39393939],0
d1,1,0.592177,0.286957,[ 7 16] ; [4 6],[ 7.66666667 15.33333333] ; [3.33333333 6.66666667],0
p3,1,0.678187,0.172174,[11 12] ; [4 6],[10.45454545 12.54545455] ; [4.54545455 5.45454545],0
p6,1,0.707677,0.140609,[ 6 17] ; [2 8],[ 5.57575758 17.42424242] ; [2.42424242 7.57575758],0
b2,1,0.709815,0.138462,[4 9] ; [2 3],[4.33333333 8.66666667] ; [1.66666667 3.33333333],0
b3,1,0.709815,0.138462,[4 9] ; [2 3],[4.33333333 8.66666667] ; [1.66666667 3.33333333],0
a6,1,0.729507,0.119565,[10 13] ; [5 5],[10.45454545 12.54545455] ; [4.54545455 5.45454545],0
p2,1,0.774622,0.081988,[15  8] ; [6 4],[14.63636364  8.36363636] ; [6.36363636 3.63636364],0
p7,1,0.774622,0.081988,[ 8 15] ; [4 6],[ 8.36363636 14.63636364] ; [3.63636364 6.36363636],0
d3,1,0.852603,0.034521,[13 10] ; [6 4],[13.24242424  9.75757576] ; [5.75757576 4.24242424],0
n1,1,0.868645,0.02735,[5 8] ; [1 2],[4.875 8.125] ; [1.125 1.875],0
p1,1,0.904656,0.014348,[ 2 21] ; [1 9],[ 2.09090909 20.90909091] ; [0.90909091 9.09090909],0
p8,1,0.910578,0.012613,[ 5 18] ; [2 8],[ 4.87878788 18.12121212] ; [2.12121212 7.87878788],0
u2,1,0.92265,0.009428,[4 7] ; [1 2],[3.92857143 7.07142857] ; [1.07142857 1.92857143],0
p11,1,0.962527,0.002207,[ 9 14] ; [4 6],[ 9.06060606 13.93939394] ; [3.93939394 6.06060606],0
