Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.9e-05,17.491304,[13 44] ; [34 21],[23.91964286 33.08035714] ; [23.08035714 31.91964286],1
r4,1,6.7e-05,15.887904,[30 27] ; [48  7],[39.69642857 17.30357143] ; [38.30357143 16.69642857],1
r3,1,6.8e-05,15.870194,[38 19] ; [52  2],[46.21621622 10.78378378] ; [43.78378378 10.21621622],1
p10,1,0.000374,12.656529,[20 35] ; [38 16],[29.26605505 25.73394495] ; [28.73394495 25.26605505],1
v4,1,0.000642,11.649079,[39 17] ; [52  3],[45.90990991 10.09009009] ; [45.09009009  9.90990991],1
a6,1,0.002461,9.169123,[21 36] ; [36 19],[29.00892857 27.99107143] ; [27.99107143 27.00892857],0
d4,1,0.003133,8.728336,[22 34] ; [37 18],[29.76576577 26.23423423] ; [29.23423423 25.76576577],0
v2,1,0.003688,8.431309,[ 9 43] ; [23 30],[15.84761905 36.15238095] ; [16.15238095 36.84761905],0
p9,1,0.005522,7.7,[28 27] ; [42 13],[35. 20.] ; [35. 20.],0
n6,1,0.006293,7.46456,[30 26] ; [43 12],[36.82882883 19.17117117] ; [36.17117117 18.82882883],0
s6,1,0.008043,7.023809,[17 40] ; [30 25],[23.91964286 33.08035714] ; [23.08035714 31.91964286],0
r1,1,0.017456,5.649943,[29 28] ; [40 15],[35.11607143 21.88392857] ; [33.88392857 21.11607143],0
p2,1,0.031761,4.611342,[28 29] ; [38 17],[33.58928571 23.41071429] ; [32.41071429 22.58928571],0
r2,1,0.036765,4.361281,[42 15] ; [49  6],[46.3125 10.6875] ; [44.6875 10.3125],0
p11,1,0.043972,4.057644,[31 26] ; [40 15],[36.13392857 20.86607143] ; [34.86607143 20.13392857],0
s3,1,0.046429,3.965972,[22 34] ; [32 23],[27.24324324 28.75675676] ; [26.75675676 28.24324324],0
b1,1,0.053746,3.720574,[30 27] ; [19 36],[24.9375 32.0625] ; [24.0625 30.9375],0
s2,1,0.078592,3.093788,[14 42] ; [22 32],[18.32727273 37.67272727] ; [17.67272727 36.32727273],0
a5,1,0.087618,2.917597,[17 40] ; [25 30],[21.375 35.625] ; [20.625 34.375],0
d2,1,0.091639,2.845336,[17 40] ; [ 9 46],[13.23214286 43.76785714] ; [12.76785714 42.23214286],0
n2,1,0.093135,2.819332,[17  9] ; [15  2],[19.34883721  6.65116279] ; [12.65116279  4.34883721],0
n3,1,0.103459,2.651395,[14 10] ; [14  3],[16.3902439  7.6097561] ; [11.6097561  5.3902439],0
p3,1,0.128338,2.312498,[ 8 49] ; [14 41],[11.19642857 45.80357143] ; [10.80357143 44.19642857],0
v3,1,0.150471,2.06747,[ 9 46] ; [15 39],[12.11009174 42.88990826] ; [11.88990826 42.11009174],0
s8,1,0.193106,1.693764,[ 8 49] ; [13 42],[10.6875 46.3125] ; [10.3125 44.6875],0
a2,1,0.222438,1.48857,[ 2 55] ; [ 5 50],[ 3.5625 53.4375] ; [ 3.4375 51.5625],0
a8,1,0.283757,1.149009,[ 5 47] ; [ 9 45],[ 6.86792453 45.13207547] ; [ 7.13207547 46.86792453],0
n4,1,0.312973,1.018086,[32 25] ; [36 19],[34.60714286 22.39285714] ; [33.39285714 21.60714286],0
s7,1,0.336846,0.9224,[11 42] ; [15 37],[13.12380952 39.87619048] ; [12.87619048 39.12380952],0
b5,1,0.340884,0.907104,[27 30] ; [31 24],[29.51785714 27.48214286] ; [28.48214286 26.51785714],0
a3,1,0.341955,0.903088,[25 31] ; [29 25],[27.49090909 28.50909091] ; [26.50909091 27.49090909],0
p6,1,0.382667,0.762117,[ 7 49] ; [10 44],[ 8.65454545 47.34545455] ; [ 8.34545455 45.65454545],0
n1,1,0.393882,0.726923,[ 8 18] ; [7 9],[ 9.28571429 16.71428571] ; [ 5.71428571 10.28571429],0
s4,1,0.413821,0.667795,[ 9 48] ; [12 43],[10.6875 46.3125] ; [10.3125 44.6875],0
s1,1,0.414009,0.667257,[ 4 51] ; [ 2 52],[ 3.02752294 51.97247706] ; [ 2.97247706 51.02752294],0
u2,1,0.484936,0.487742,[13 19] ; [12 12],[14.28571429 17.71428571] ; [10.71428571 13.28571429],0
a1,1,0.495559,0.464434,[ 5 52] ; [ 3 52],[ 4.07142857 52.92857143] ; [ 3.92857143 51.07142857],0
p1,1,0.495559,0.464434,[ 5 52] ; [ 3 52],[ 4.07142857 52.92857143] ; [ 3.92857143 51.07142857],0
v1,1,0.534359,0.386096,[20 36] ; [22 31],[21.57798165 34.42201835] ; [20.42201835 32.57798165],0
b2,1,0.535086,0.384724,[15 23] ; [10 21],[13.76811594 24.23188406] ; [11.23188406 19.76811594],0
b3,1,0.535086,0.384724,[15 23] ; [10 21],[13.76811594 24.23188406] ; [11.23188406 19.76811594],0
u3,1,0.535913,0.383167,[14 18] ; [13 12],[15.15789474 16.84210526] ; [11.84210526 13.15789474],0
u1,1,0.537438,0.380309,[ 1 56] ; [ 2 53],[ 1.52678571 55.47321429] ; [ 1.47321429 53.52678571],0
s5,1,0.732577,0.116758,[ 9 46] ; [10 43],[ 9.67592593 45.32407407] ; [ 9.32407407 43.67592593],0
n5,1,0.786909,0.073076,[35 21] ; [33 22],[34.30630631 21.69369369] ; [33.69369369 21.30630631],0
p7,1,0.868016,0.027616,[22 34] ; [20 33],[21.57798165 34.42201835] ; [20.42201835 32.57798165],0
p4,1,0.918507,0.010468,[15 41] ; [14 40],[14.76363636 41.23636364] ; [14.23636364 39.76363636],0
a4,1,0.96236,0.002227,[11 45] ; [11 44],[11.0990991 44.9009009] ; [10.9009009 44.0990991],0
d1,1,0.964132,0.002022,[ 3 54] ; [ 3 52],[ 3.05357143 53.94642857] ; [ 2.94642857 52.05357143],0
p5,1,0.981897,0.000515,[ 3 53] ; [ 3 52],[ 3.02702703 52.97297297] ; [ 2.97297297 52.02702703],0
b4,1,0.986481,0.000287,[31 26] ; [30 25],[31.04464286 25.95535714] ; [29.95535714 25.04464286],0
