Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.026082,4.950585,[ 1 12] ; [13 18],[4.13636364 8.86363636] ; [ 9.86363636 21.13636364],0
d3,1,0.466904,0.529294,[7 8] ; [18 13],[8.15217391 6.84782609] ; [16.84782609 14.15217391],0
s3,1,0.510704,0.432624,[ 4 10] ; [12 19],[4.97777778 9.02222222] ; [11.02222222 19.97777778],0
p12,1,0.545437,0.365556,[ 1 14] ; [ 4 28],[ 1.59574468 13.40425532] ; [ 3.40425532 28.59574468],0
r1,1,0.555113,0.348236,[9 6] ; [22 10],[9.89361702 5.10638298] ; [21.10638298 10.89361702],0
d4,1,0.605286,0.267097,[9 6] ; [21 10],[9.7826087 5.2173913] ; [20.2173913 10.7826087],0
r2,1,0.622463,0.242422,[12  2] ; [29  3],[12.47826087  1.52173913] ; [28.52173913  3.47826087],0
n6,1,0.641838,0.216346,[10  5] ; [22  8],[10.66666667  4.33333333] ; [21.33333333  8.66666667],0
v1,1,0.658545,0.195295,[6 9] ; [15 17],[6.70212766 8.29787234] ; [14.29787234 17.70212766],0
p1,1,0.681606,0.168323,[ 2 13] ; [ 3 29],[ 1.59574468 13.40425532] ; [ 3.40425532 28.59574468],0
s8,1,0.699234,0.14927,[ 4 11] ; [10 21],[ 4.56521739 10.43478261] ; [ 9.43478261 21.56521739],0
p11,1,0.708318,0.139963,[9 6] ; [21 11],[9.57446809 5.42553191] ; [20.42553191 11.57446809],0
p9,1,0.715892,0.132463,[10  5] ; [23  9],[10.53191489  4.46808511] ; [22.46808511  9.53191489],0
r4,1,0.717601,0.130803,[11  4] ; [25  7],[11.4893617  3.5106383] ; [24.5106383  7.4893617],0
p10,1,0.748756,0.102579,[11  4] ; [22 10],[10.53191489  4.46808511] ; [22.46808511  9.53191489],0
a7,1,0.781685,0.076797,[10  5] ; [20 12],[9.57446809 5.42553191] ; [20.42553191 11.57446809],0
a8,1,0.810899,0.057249,[ 1 12] ; [ 3 27],[ 1.20930233 11.79069767] ; [ 2.79069767 27.20930233],0
p6,1,0.851283,0.03515,[7 8] ; [14 18],[6.70212766 8.29787234] ; [14.29787234 17.70212766],0
b4,1,0.851283,0.03515,[8 7] ; [18 14],[8.29787234 6.70212766] ; [17.70212766 14.29787234],0
s4,1,0.936394,0.006369,[ 2 13] ; [ 4 28],[ 1.91489362 13.08510638] ; [ 4.08510638 27.91489362],0
n4,1,0.967535,0.001656,[9 6] ; [19 13],[8.93617021 6.06382979] ; [19.06382979 12.93617021],0
b5,1,0.989354,0.000178,[8 7] ; [17 15],[7.9787234 7.0212766] ; [17.0212766 14.9787234],0
n1,1,1.0,0.0,[2 2] ; [4 4],[2. 2.] ; [4. 4.],0
