Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.5e-05,17.132761,[39 14] ; [30 51],[27.29104478 25.70895522] ; [41.70895522 39.29104478],1
p5,1,0.000342,12.826367,[10 45] ; [ 1 81],[ 4.41605839 50.58394161] ; [ 6.58394161 75.41605839],1
a3,1,0.002192,9.381522,[15 41] ; [43 38],[23.7080292 32.2919708] ; [34.2919708 46.7080292],0
p11,1,0.002792,8.938746,[44 12] ; [44 38],[35.71014493 20.28985507] ; [52.28985507 29.71014493],0
p4,1,0.003484,8.535079,[31 25] ; [25 57],[22.72463768 33.27536232] ; [33.27536232 48.72463768],0
d2,1,0.004559,8.046617,[ 3 53] ; [19 62],[ 8.99270073 47.00729927] ; [13.00729927 67.99270073],0
p2,1,0.006816,7.320913,[46  9] ; [51 31],[38.94160584 16.05839416] ; [58.05839416 23.94160584],0
p10,1,0.008574,6.909431,[41 12] ; [44 36],[33.87218045 19.12781955] ; [51.12781955 28.87218045],0
p3,1,0.017607,5.6348,[26 30] ; [22 60],[19.47826087 36.52173913] ; [28.52173913 53.47826087],0
r3,1,0.01849,5.549093,[49  7] ; [57 24],[43.32846715 12.67153285] ; [62.67153285 18.32846715],0
n6,1,0.024892,5.031408,[46 10] ; [53 29],[40.17391304 15.82608696] ; [58.82608696 23.17391304],0
v4,1,0.025814,4.968416,[49  5] ; [62 20],[44.07352941  9.92647059] ; [66.92647059 15.07352941],0
s6,1,0.029263,4.752049,[29 23] ; [30 52],[22.89552239 29.10447761] ; [36.10447761 45.89552239],0
p6,1,0.034143,4.487542,[19 36] ; [15 66],[13.75 41.25] ; [20.25 60.75],0
b1,1,0.061466,3.49739,[19 37] ; [41 41],[24.34782609 31.65217391] ; [35.65217391 46.34782609],0
s1,1,0.067473,3.343439,[ 4 52] ; [ 1 81],[ 2.02898551 53.97101449] ; [ 2.97101449 79.02898551],0
p12,1,0.083043,3.004313,[ 5 50] ; [ 2 80],[ 2.81021898 52.18978102] ; [ 4.18978102 77.81021898],0
s2,1,0.099802,2.708711,[24 32] ; [24 58],[19.47826087 36.52173913] ; [28.52173913 53.47826087],0
b3,1,0.108214,2.580111,[ 7 25] ; [18 28],[10.25641026 21.74358974] ; [14.74358974 31.25641026],0
b2,1,0.108214,2.580111,[ 7 25] ; [18 28],[10.25641026 21.74358974] ; [14.74358974 31.25641026],0
p9,1,0.148152,2.09118,[45 11] ; [54 24],[41.37313433 14.62686567] ; [57.62686567 20.37313433],0
a4,1,0.156913,2.003725,[ 7 49] ; [18 64],[10.14492754 45.85507246] ; [14.85507246 67.14492754],0
s8,1,0.169074,1.891135,[15 41] ; [14 68],[11.76811594 44.23188406] ; [17.23188406 64.76811594],0
p1,1,0.18343,1.769612,[ 6 49] ; [ 4 78],[ 4.01459854 50.98540146] ; [ 5.98540146 76.01459854],0
a2,1,0.222591,1.487587,[ 1 55] ; [ 5 77],[ 2.43478261 53.56521739] ; [ 3.56521739 78.43478261],0
s7,1,0.256104,1.289694,[19 34] ; [21 58],[16.06060606 36.93939394] ; [23.93939394 55.06060606],0
v2,1,0.305363,1.050625,[18 37] ; [20 61],[15.36764706 39.63235294] ; [22.63235294 58.36764706],0
a5,1,0.407896,0.684923,[23 33] ; [28 54],[20.69565217 35.30434783] ; [30.30434783 51.69565217],0
n2,1,0.474549,0.511364,[10  5] ; [23  7],[11.  4.] ; [22.  8.],0
b4,1,0.480606,0.497487,[28 28] ; [46 36],[30.02898551 25.97101449] ; [43.97101449 38.02898551],0
r4,1,0.536156,0.382711,[31 25] ; [41 41],[29.2173913 26.7826087] ; [42.7826087 39.2173913],0
u2,1,0.551696,0.354287,[20 21] ; [16 22],[18.6835443 22.3164557] ; [17.3164557 20.6835443],0
a7,1,0.584939,0.298317,[31 25] ; [41 40],[29.43065693 26.56934307] ; [42.56934307 38.43065693],0
n1,1,0.603364,0.269952,[ 5 10] ; [12 17],[5.79545455 9.20454545] ; [11.20454545 17.79545455],0
d4,1,0.625934,0.237615,[29 27] ; [39 43],[27.5942029 28.4057971] ; [40.4057971 41.5942029],0
s3,1,0.631005,0.230701,[24 31] ; [32 49],[22.64705882 32.35294118] ; [33.35294118 47.64705882],0
r2,1,0.651489,0.204028,[40 13] ; [59 23],[38.86666667 14.13333333] ; [60.13333333 21.86666667],0
n5,1,0.677872,0.172531,[35 20] ; [55 27],[36.13138686 18.86861314] ; [53.86861314 28.13138686],0
u3,1,0.698697,0.149831,[15 25] ; [13 26],[14.17721519 25.82278481] ; [13.82278481 25.17721519],0
d5,1,0.73371,0.115732,[26 30] ; [40 41],[26.97810219 29.02189781] ; [39.02189781 41.97810219],0
b5,1,0.745696,0.105183,[35 21] ; [49 33],[34.08695652 21.91304348] ; [49.91304348 32.08695652],0
v1,1,0.754114,0.098106,[20 35] ; [27 53],[19.14814815 35.85185185] ; [27.85185185 52.14814815],0
a1,1,0.76659,0.088113,[ 4 52] ; [ 7 75],[ 4.46376812 51.53623188] ; [ 6.53623188 75.46376812],0
s4,1,0.783407,0.07556,[12 44] ; [16 66],[11.36231884 44.63768116] ; [16.63768116 65.36231884],0
n4,1,0.798088,0.065445,[34 22] ; [48 34],[33.27536232 22.72463768] ; [48.72463768 33.27536232],0
n3,1,0.816099,0.054087,[11  4] ; [21  9],[10.66666667  4.33333333] ; [21.33333333  8.66666667],0
d3,1,0.861666,0.030365,[19 37] ; [26 54],[18.52941176 37.47058824] ; [26.47058824 53.52941176],0
v3,1,0.878713,0.023287,[12 43] ; [17 65],[11.64233577 43.35766423] ; [17.35766423 64.64233577],0
s5,1,0.918285,0.010525,[10 42] ; [15 66],[ 9.77443609 42.22556391] ; [15.22556391 65.77443609],0
a6,1,0.939862,0.005692,[29 27] ; [43 39],[29.2173913 26.7826087] ; [42.7826087 39.2173913],0
a8,1,0.979508,0.00066,[ 6 46] ; [ 9 70],[ 5.95419847 46.04580153] ; [ 9.04580153 69.95419847],0
