Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,31.847084,[57  3] ; [ 5 10],[49.6 10.4] ; [12.4  2.6],1
r1,1,0.000113,14.908722,[52  8] ; [6 9],[46.4 13.6] ; [11.6  3.4],1
p4,1,0.001566,9.99886,[35 22] ; [ 2 12],[29.70422535 27.29577465] ; [7.29577465 6.70422535],0
s7,1,0.001888,9.654995,[30 24] ; [ 1 12],[24.98507463 29.01492537] ; [6.01492537 6.98507463],0
s8,1,0.002766,8.955508,[29 30] ; [ 1 14],[23.91891892 35.08108108] ; [6.08108108 8.91891892],0
s2,1,0.003037,8.784826,[37 22] ; [ 3 12],[31.89189189 27.10810811] ; [8.10810811 6.89189189],0
v4,1,0.004474,8.080808,[56  4] ; [10  5],[52.8  7.2] ; [13.2  1.8],0
a5,1,0.005876,7.587793,[46 14] ; [6 9],[41.6 18.4] ; [10.4  4.6],0
s3,1,0.006374,7.441314,[31 28] ; [ 2 13],[26.31081081 32.68918919] ; [6.68918919 8.31081081],0
s5,1,0.007622,7.120155,[25 32] ; [ 1 14],[20.58333333 36.41666667] ; [5.41666667 9.58333333],0
s6,1,0.013803,6.063158,[42 15] ; [6 9],[38. 19.] ; [10.  5.],0
p2,1,0.018597,5.538978,[41 18] ; [5 9],[37.17808219 21.82191781] ; [8.82191781 5.17808219],0
s1,1,0.022108,5.237259,[ 2 57] ; [ 3 12],[ 3.98648649 55.01351351] ; [ 1.01351351 13.98648649],0
p6,1,0.023984,5.095809,[21 36] ; [ 1 14],[17.41666667 39.58333333] ; [ 4.58333333 10.41666667],0
n2,1,0.02492,5.029466,[14  3] ; [3 5],[11.56  5.44] ; [5.44 2.56],0
v2,1,0.034122,4.488568,[41 18] ; [6 9],[37.47297297 21.52702703] ; [9.52702703 5.47297297],0
p9,1,0.053109,3.740501,[39 19] ; [6 9],[35.75342466 22.24657534] ; [9.24657534 5.75342466],0
n6,1,0.055088,3.679406,[46 13] ; [8 7],[43.05405405 15.94594595] ; [10.94594595  4.05405405],0
p7,1,0.061241,3.503458,[30 28] ; [ 3 10],[26.95774648 31.04225352] ; [6.04225352 6.95774648],0
p10,1,0.071823,3.24085,[38 20] ; [6 9],[34.95890411 23.04109589] ; [9.04109589 5.95890411],0
r2,1,0.102707,2.662993,[58  2] ; [12  2],[56.75675676  3.24324324] ; [13.24324324  0.75675676],0
a1,1,0.112339,2.521008,[ 4 56] ; [ 3 12],[ 5.6 54.4] ; [ 1.4 13.6],0
n3,1,0.112339,2.521008,[13  3] ; [4 4],[11.33333333  4.66666667] ; [5.66666667 2.33333333],0
a4,1,0.161277,1.962209,[28 32] ; [ 4 11],[25.6 34.4] ; [6.4 8.6],0
a2,1,0.191695,1.704545,[18 42] ; [ 2 13],[16. 44.] ; [ 4. 11.],0
n4,1,0.191695,1.704545,[46 14] ; [9 6],[44. 16.] ; [11.  4.],0
p8,1,0.202565,1.623783,[26 32] ; [ 4 11],[23.83561644 34.16438356] ; [6.16438356 8.83561644],0
d2,1,0.24716,1.339286,[34 26] ; [6 9],[32. 28.] ; [8. 7.],0
d5,1,0.269943,1.217039,[48 12] ; [10  5],[46.4 13.6] ; [11.6  3.4],0
n5,1,0.274904,1.192111,[41 19] ; [8 7],[39.2 20.8] ; [9.8 5.2],0
b4,1,0.274904,1.192111,[41 19] ; [8 7],[39.2 20.8] ; [9.8 5.2],0
p3,1,0.289388,1.122466,[26 33] ; [ 4 10],[24.24657534 34.75342466] ; [5.75342466 8.24657534],0
b3,1,0.292584,1.107692,[ 8 24] ; [2 2],[ 8.88888889 23.11111111] ; [1.11111111 2.88888889],0
b2,1,0.292584,1.107692,[ 8 24] ; [2 2],[ 8.88888889 23.11111111] ; [1.11111111 2.88888889],0
u3,1,0.315086,1.009234,[11 10] ; [1 3],[10.08 10.92] ; [1.92 2.08],0
d1,1,0.355568,0.853485,[32 28] ; [6 9],[30.4 29.6] ; [7.6 7.4],0
p1,1,0.406362,0.689421,[ 4 55] ; [ 2 13],[ 4.78378378 54.21621622] ; [ 1.21621622 13.78378378],0
a7,1,0.457717,0.551471,[42 18] ; [9 6],[40.8 19.2] ; [10.2  4.8],0
u2,1,0.490279,0.475913,[10 12] ; [2 1],[10.56 11.44] ; [1.44 1.56],0
a3,1,0.51396,0.425997,[38 21] ; [11  4],[39.06756757 19.93243243] ; [9.93243243 5.06756757],0
b5,1,0.540291,0.375,[41 19] ; [9 6],[40. 20.] ; [10.  5.],0
a6,1,0.55569,0.347222,[37 23] ; [8 7],[36. 24.] ; [9. 6.],0
v1,1,0.562834,0.334821,[31 29] ; [9 6],[32. 28.] ; [8. 7.],0
d4,1,0.572935,0.317797,[48 12] ; [11  4],[47.2 12.8] ; [11.8  3.2],0
s4,1,0.629365,0.232922,[11 48] ; [ 2 13],[10.36486486 48.63513514] ; [ 2.63513514 12.36486486],0
n1,1,0.679109,0.171131,[ 5 10] ; [2 6],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
b1,1,0.729011,0.120021,[31 29] ; [7 8],[30.4 29.6] ; [7.6 7.4],0
d3,1,1.0,0.0,[44 16] ; [11  4],[44. 16.] ; [11.  4.],0
