Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.030087,4.704301,[2 2] ; [ 3 28],[0.57142857 3.42857143] ; [ 4.42857143 26.57142857],0
p2,1,0.068331,3.322668,[3 1] ; [ 9 22],[1.37142857 2.62857143] ; [10.62857143 20.37142857],0
d2,1,0.128949,2.305108,[3 1] ; [11 20],[1.6 2.4] ; [12.4 18.6],0
v4,1,0.167493,1.905242,[3 1] ; [12 19],[1.71428571 2.28571429] ; [13.28571429 17.71428571],0
d3,1,0.167493,1.905242,[3 1] ; [12 19],[1.71428571 2.28571429] ; [13.28571429 17.71428571],0
s8,1,0.212346,1.55536,[1 3] ; [ 2 29],[0.34285714 3.65714286] ; [ 2.65714286 28.34285714],0
a7,1,0.261125,1.262782,[3 1] ; [14 17],[1.94285714 2.05714286] ; [15.05714286 15.94285714],0
d1,1,0.313439,1.016129,[2 2] ; [ 8 23],[1.14285714 2.85714286] ; [ 8.85714286 22.14285714],0
d5,1,0.316222,1.004507,[3 1] ; [15 16],[2.05714286 1.94285714] ; [15.94285714 15.05714286],0
d4,1,0.316222,1.004507,[3 1] ; [15 16],[2.05714286 1.94285714] ; [15.94285714 15.05714286],0
p4,1,0.364673,0.821735,[1 3] ; [ 3 28],[0.45714286 3.54285714] ; [ 3.54285714 27.45714286],0
n4,1,0.376881,0.780852,[3 1] ; [16 15],[2.17142857 1.82857143] ; [16.82857143 14.17142857],0
p10,1,0.421885,0.645059,[2 2] ; [ 9 21],[1.29411765 2.70588235] ; [ 9.70588235 20.29411765],0
v1,1,0.481717,0.494974,[2 2] ; [10 21],[1.37142857 2.62857143] ; [10.62857143 20.37142857],0
s4,1,0.515252,0.423387,[1 3] ; [ 4 27],[0.57142857 3.42857143] ; [ 4.42857143 26.57142857],0
b5,1,0.515252,0.423387,[1 3] ; [13 18],[1.6 2.4] ; [12.4 18.6],0
u3,1,0.591208,0.288462,[1 1] ; [4 9],[0.66666667 1.33333333] ; [4.33333333 8.66666667],0
s7,1,0.60524,0.267165,[1 3] ; [ 4 23],[0.64516129 3.35483871] ; [ 4.35483871 22.64516129],0
r2,1,0.606238,0.26569,[2 2] ; [19 11],[2.47058824 1.52941176] ; [18.52941176 11.47058824],0
p3,1,0.657738,0.196283,[1 3] ; [ 5 26],[0.68571429 3.31428571] ; [ 5.31428571 25.68571429],0
b1,1,0.677607,0.172832,[3 1] ; [20 11],[2.62857143 1.37142857] ; [20.37142857 10.62857143],0
p9,1,0.702665,0.145714,[2 2] ; [12 18],[1.64705882 2.35294118] ; [12.35294118 17.64705882],0
a3,1,0.702665,0.145714,[2 2] ; [18 12],[2.35294118 1.64705882] ; [17.64705882 12.35294118],0
a5,1,0.759046,0.094086,[2 2] ; [13 18],[1.71428571 2.28571429] ; [13.28571429 17.71428571],0
a4,1,0.759046,0.094086,[2 2] ; [13 18],[1.71428571 2.28571429] ; [13.28571429 17.71428571],0
n5,1,0.759046,0.094086,[2 2] ; [18 13],[2.28571429 1.71428571] ; [17.71428571 13.28571429],0
p11,1,0.790517,0.070565,[1 3] ; [ 6 25],[0.8 3.2] ; [ 6.2 24.8],0
v3,1,0.790517,0.070565,[1 3] ; [ 6 25],[0.8 3.2] ; [ 6.2 24.8],0
a1,1,0.790517,0.070565,[1 3] ; [ 6 25],[0.8 3.2] ; [ 6.2 24.8],0
s3,1,0.83667,0.0425,[1 3] ; [ 9 21],[1.17647059 2.82352941] ; [ 8.82352941 21.17647059],0
b4,1,0.854935,0.033425,[2 2] ; [17 14],[2.17142857 1.82857143] ; [16.82857143 14.17142857],0
a6,1,0.854935,0.033425,[2 2] ; [14 17],[1.82857143 2.17142857] ; [14.17142857 16.82857143],0
r1,1,0.866579,0.028226,[1 3] ; [ 9 22],[1.14285714 2.85714286] ; [ 8.85714286 22.14285714],0
n2,1,0.866815,0.028125,[1 1] ; [7 9],[0.88888889 1.11111111] ; [7.11111111 8.88888889],0
p7,1,0.913303,0.011853,[1 3] ; [ 8 21],[1.09090909 2.90909091] ; [ 7.90909091 21.09090909],0
n1,1,1.0,0.0,[1 1] ; [8 8],[1. 1.] ; [8. 8.],0
