Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000337,12.85065,[5 3] ; [76  3],[7.44827586 0.55172414] ; [73.55172414  5.44827586],1
p3,1,0.002906,8.865405,[3 5] ; [67 14],[6.29213483 1.70786517] ; [63.70786517 17.29213483],0
p9,1,0.003342,8.610766,[6 2] ; [79  2],[7.64044944 0.35955056] ; [77.35955056  3.64044944],0
p10,1,0.018272,5.569841,[5 2] ; [76  4],[6.51724138 0.48275862] ; [74.48275862  5.51724138],0
r4,1,0.023529,5.129013,[5 3] ; [73  8],[7.01123596 0.98876404] ; [70.98876404 10.01123596],0
s2,1,0.042745,4.105454,[2 6] ; [49 30],[4.68965517 3.31034483] ; [46.31034483 32.68965517],0
u3,1,0.079839,3.068182,[1 2] ; [10  2],[2.2 0.8] ; [8.8 3.2],0
a3,1,0.102013,2.673786,[5 3] ; [69 12],[6.65168539 1.34831461] ; [67.34831461 13.65168539],0
p7,1,0.10949,2.561562,[4 3] ; [65 14],[5.61627907 1.38372093] ; [63.38372093 15.61627907],0
a6,1,0.147297,2.100018,[7 1] ; [50 31],[5.12359551 2.87640449] ; [51.87640449 29.12359551],0
p8,1,0.165236,1.925645,[5 3] ; [67 14],[6.47191011 1.52808989] ; [65.52808989 15.47191011],0
u2,1,0.170904,1.875,[1 2] ; [9 3],[2. 1.] ; [8. 4.],0
p4,1,0.180207,1.795918,[5 2] ; [72  9],[6.125 0.875] ; [70.875 10.125],0
v2,1,0.197899,1.657815,[3 5] ; [47 30],[4.70588235 3.29411765] ; [45.29411765 31.70588235],0
p6,1,0.203066,1.620183,[3 5] ; [48 31],[4.68965517 3.31034483] ; [46.31034483 32.68965517],0
d5,1,0.254832,1.29662,[6 2] ; [72  9],[7.01123596 0.98876404] ; [70.98876404 10.01123596],0
d2,1,0.318774,0.993972,[6 2] ; [46 35],[4.6741573 3.3258427] ; [47.3258427 33.6741573],0
b4,1,0.318774,0.993972,[6 2] ; [46 35],[4.6741573 3.3258427] ; [47.3258427 33.6741573],0
s5,1,0.348443,0.879121,[4 4] ; [48 24],[5.2 2.8] ; [46.8 25.2],0
a7,1,0.366187,0.816564,[7 1] ; [59 22],[5.93258427 2.06741573] ; [60.06741573 20.93258427],0
p1,1,0.366187,0.816564,[1 7] ; [22 59],[2.06741573 5.93258427] ; [20.93258427 60.06741573],0
p11,1,0.382941,0.76124,[6 2] ; [70 11],[6.83146067 1.16853933] ; [69.16853933 11.83146067],0
v4,1,0.389125,0.741676,[7 1] ; [75  4],[7.54022989 0.45977011] ; [74.45977011  4.54022989],0
b5,1,0.400001,0.708323,[5 3] ; [38 43],[3.86516854 4.13483146] ; [39.13483146 41.86516854],0
n6,1,0.413925,0.667498,[6 1] ; [76  5],[6.52272727 0.47727273] ; [75.47727273  5.52272727],0
s7,1,0.428664,0.626441,[4 3] ; [55 22],[4.91666667 2.08333333] ; [54.08333333 22.91666667],0
d3,1,0.438478,0.600262,[7 1] ; [61 20],[6.11235955 1.88764045] ; [61.88764045 19.11235955],0
s3,1,0.460339,0.545071,[4 4] ; [50 29],[4.96551724 3.03448276] ; [49.03448276 29.96551724],0
n1,1,0.465693,0.532176,[2 1] ; [7 9],[1.42105263 1.57894737] ; [7.57894737 8.42105263],0
s1,1,0.495941,0.463611,[1 7] ; [ 5 76],[0.53932584 7.46067416] ; [ 5.46067416 75.53932584],0
s6,1,0.518148,0.417578,[6 2] ; [63 12],[6.65060241 1.34939759] ; [62.34939759 12.65060241],0
a5,1,0.522036,0.409868,[7 1] ; [63 18],[6.29213483 1.70786517] ; [63.70786517 17.29213483],0
v1,1,0.597835,0.278274,[5 3] ; [55 22],[5.64705882 2.35294118] ; [54.35294118 22.64705882],0
r1,1,0.66943,0.18227,[6 2] ; [65 15],[6.45454545 1.54545455] ; [64.54545455 15.45454545],0
b1,1,0.705682,0.142628,[3 5] ; [36 45],[3.50561798 4.49438202] ; [35.49438202 45.50561798],0
v3,1,0.770389,0.085186,[5 3] ; [44 33],[4.61176471 3.38823529] ; [44.38823529 32.61176471],0
b2,1,0.783706,0.075347,[3 4] ; [29 31],[3.34328358 3.65671642] ; [28.65671642 31.34328358],0
b3,1,0.783706,0.075347,[3 4] ; [29 31],[3.34328358 3.65671642] ; [28.65671642 31.34328358],0
a2,1,0.791615,0.069809,[2 6] ; [17 64],[1.70786517 6.29213483] ; [17.29213483 63.70786517],0
d1,1,0.838486,0.041547,[6 2] ; [58 23],[5.75280899 2.24719101] ; [58.24719101 22.75280899],0
a1,1,0.859621,0.031278,[1 7] ; [12 69],[1.16853933 6.83146067] ; [11.83146067 69.16853933],0
a4,1,0.920349,0.009999,[4 4] ; [39 42],[3.86516854 4.13483146] ; [39.13483146 41.86516854],0
u1,1,0.921875,0.009618,[2 6] ; [19 62],[1.88764045 6.11235955] ; [19.11235955 61.88764045],0
p12,1,0.938845,0.005886,[2 6] ; [21 59],[2.09090909 5.90909091] ; [20.90909091 59.09090909],0
a8,1,0.955816,0.00307,[1 6] ; [11 62],[1.05 5.95] ; [10.95 62.05],0
n3,1,1.0,0.0,[2 2] ; [8 8],[2. 2.] ; [8. 8.],0
n2,1,1.0,0.0,[3 1] ; [12  4],[3. 1.] ; [12.  4.],0
s8,1,1.0,0.0,[5 3] ; [50 30],[5. 3.] ; [50. 30.],0
