Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,48.820487,[126  32] ; [28 54],[101.38333333  56.61666667] ; [52.61666667 29.38333333],1
s8,1,0.0,36.264589,[119  38] ; [30 53],[97.47083333 59.52916667] ; [51.52916667 31.47083333],1
s3,1,1e-05,19.491034,[113  43] ; [36 47],[97.25523013 58.74476987] ; [51.74476987 31.25523013],1
s6,1,0.000142,14.481164,[132  23] ; [50 29],[120.55555556  34.44444444] ; [61.44444444 17.55555556],1
s5,1,0.000556,11.917688,[83 64] ; [26 54],[70.58590308 76.41409692] ; [38.41409692 41.58590308],1
a3,1,0.002731,8.978788,[134  23] ; [58 26],[125.07883817  31.92116183] ; [66.92116183 17.07883817],0
u3,1,0.003204,8.687756,[21  3] ; [12 13],[16.16326531  7.83673469] ; [16.83673469  8.16326531],0
p5,1,0.0165,5.74884,[ 37 121] ; [ 9 75],[ 30.03305785 127.96694215] ; [15.96694215 68.03305785],0
v3,1,0.017624,5.633175,[75 79] ; [26 54],[66.47008547 87.52991453] ; [34.52991453 45.47008547],0
u2,1,0.019284,5.475559,[18  6] ; [11 15],[13.92 10.08] ; [15.08 10.92],0
n1,1,0.035116,4.439547,[15 17] ; [ 2 12],[11.82608696 20.17391304] ; [5.17391304 8.82608696],0
p11,1,0.036324,4.381832,[124  34] ; [75  9],[129.92561983  28.07438017] ; [69.07438017 14.92561983],0
b4,1,0.053277,3.735203,[85 73] ; [56 28],[92.05785124 65.94214876] ; [48.94214876 35.05785124],0
n6,1,0.05729,3.614164,[148   8] ; [74 10],[144.3  11.7] ; [77.7  6.3],0
d2,1,0.060228,3.531102,[107  50] ; [47 37],[100.32365145  56.67634855] ; [53.67634855 30.32365145],0
p8,1,0.067102,3.35252,[103  53] ; [65 19],[109.2  46.8] ; [58.8 25.2],0
n4,1,0.086707,2.934469,[142  16] ; [69 15],[137.76033058  20.23966942] ; [73.23966942 10.76033058],0
a7,1,0.08769,2.91627,[112  46] ; [68 16],[117.52066116  40.47933884] ; [62.47933884 21.52066116],0
s1,1,0.102976,2.658842,[  9 149] ; [ 1 80],[  6.61087866 151.38912134] ; [ 3.38912134 77.61087866],0
p12,1,0.104476,2.635845,[ 25 132] ; [ 7 76],[ 20.93333333 136.06666667] ; [11.06666667 71.93333333],0
v2,1,0.11467,2.488647,[101  56] ; [43 37],[95.39240506 61.60759494] ; [48.60759494 31.39240506],0
n5,1,0.122851,2.380595,[132  25] ; [63 20],[127.5625  29.4375] ; [67.4375 15.5625],0
a8,1,0.129583,2.29749,[ 22 121] ; [ 6 68],[ 18.4516129 124.5483871] ; [ 9.5483871 64.4516129],0
u1,1,0.138703,2.192287,[ 50 108] ; [19 65],[ 45.04958678 112.95041322] ; [23.95041322 60.04958678],0
s4,1,0.139825,2.179888,[ 38 118] ; [13 68],[ 33.56962025 122.43037975] ; [17.43037975 63.56962025],0
p3,1,0.180145,1.796431,[114  43] ; [54 30],[109.4439834  47.5560166] ; [58.5560166 25.4439834],0
r2,1,0.193459,1.691075,[153   3] ; [77  4],[151.39240506   4.60759494] ; [78.60759494  2.39240506],0
d3,1,0.217343,1.521829,[125  32] ; [61 23],[121.17012448  35.82987552] ; [64.82987552 19.17012448],0
p9,1,0.22044,1.501502,[150   7] ; [77  7],[147.87966805   9.12033195] ; [79.12033195  4.87966805],0
p2,1,0.234835,1.411332,[139  19] ; [78  6],[141.67768595  16.32231405] ; [75.32231405  8.67768595],0
b2,1,0.295367,1.094994,[57 55] ; [21 29],[53.92592593 58.07407407] ; [24.07407407 25.92592593],0
b3,1,0.295367,1.094994,[57 55] ; [21 29],[53.92592593 58.07407407] ; [24.07407407 25.92592593],0
b1,1,0.375065,0.786814,[64 94] ; [39 45],[67.24793388 90.75206612] ; [35.75206612 48.24793388],0
v1,1,0.382623,0.762257,[104  52] ; [50 32],[100.94117647  55.05882353] ; [53.05882353 28.94117647],0
a1,1,0.423276,0.641202,[ 14 144] ; [ 5 79],[ 12.40495868 145.59504132] ; [ 6.59504132 77.40495868],0
a2,1,0.424115,0.638883,[ 57 101] ; [26 58],[ 54.19008264 103.80991736] ; [28.80991736 55.19008264],0
u4,1,0.431763,0.618078,[  7 151] ; [ 2 81],[  5.90041494 152.09958506] ; [ 3.09958506 79.90041494],0
v4,1,0.51972,0.414449,[153   5] ; [79  4],[152.09958506   5.90041494] ; [79.90041494  3.09958506],0
p10,1,0.575786,0.313097,[140  17] ; [75  7],[141.23430962  15.76569038] ; [73.76569038  8.23430962],0
r1,1,0.636364,0.22353,[135  23] ; [69 14],[133.74273859  24.25726141] ; [70.25726141 12.74273859],0
a6,1,0.648419,0.2079,[107  49] ; [60 24],[108.55  47.45] ; [58.45 25.55],0
p4,1,0.700651,0.147796,[132  25] ; [69 15],[130.94190871  26.05809129] ; [70.05809129 13.94190871],0
n2,1,0.748756,0.102579,[22 10] ; [11  4],[22.46808511  9.53191489] ; [10.53191489  4.46808511],0
p7,1,0.751091,0.100616,[131  24] ; [68 14],[130.14767932  24.85232068] ; [68.85232068 13.14767932],0
r3,1,0.762805,0.091083,[151   7] ; [80  3],[151.4439834   6.5560166] ; [79.5560166  3.4439834],0
r4,1,0.763487,0.090544,[147  11] ; [79  5],[147.55371901  10.44628099] ; [78.44628099  5.55371901],0
p1,1,0.844767,0.038337,[ 21 136] ; [12 72],[ 21.49792531 135.50207469] ; [11.50207469 72.49792531],0
d5,1,0.936537,0.00634,[135  21] ; [73 11],[135.2  20.8] ; [72.8 11.2],0
d4,1,0.950338,0.003879,[137  19] ; [74 10],[137.15  18.85] ; [73.85 10.15],0
d1,1,0.966636,0.00175,[120  38] ; [64 20],[120.1322314  37.8677686] ; [63.8677686 20.1322314],0
n3,1,0.975316,0.000957,[23  9] ; [10  4],[22.95652174  9.04347826] ; [10.04347826  3.95652174],0
a4,1,0.986249,0.000297,[95 63] ; [50 33],[95.06224066 62.93775934] ; [49.93775934 33.06224066],0
b5,1,0.987361,0.000251,[92 66] ; [49 35],[92.05785124 65.94214876] ; [48.94214876 35.05785124],0
