Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.3e-05,19.014938,[24 35] ; [91 32],[37.28021978 21.71978022] ; [77.71978022 45.28021978],1
a6,1,0.0001,15.138004,[28 31] ; [94 29],[39.54945055 19.45054945] ; [82.45054945 40.54945055],1
a2,1,0.000428,12.40505,[ 4 55] ; [37 86],[13.29120879 45.70879121] ; [27.70879121 95.29120879],1
v4,1,0.009168,6.789882,[51  8] ; [118   4],[55.08839779  3.91160221] ; [113.91160221   8.08839779],0
u1,1,0.010771,6.502687,[ 5 54] ; [30 93],[11.34615385 47.65384615] ; [23.65384615 99.34615385],0
r2,1,0.043135,4.090117,[51  8] ; [115   6],[54.41111111  4.58888889] ; [111.58888889   9.41111111],0
a3,1,0.044862,4.023824,[35 24] ; [91 32],[40.84615385 18.15384615] ; [85.15384615 37.84615385],0
v2,1,0.049327,3.864179,[19 39] ; [58 62],[25.08988764 32.91011236] ; [51.91011236 68.08988764],0
b5,1,0.050444,3.826631,[23 36] ; [67 56],[29.17582418 29.82417582] ; [60.82417582 62.17582418],0
p11,1,0.059217,3.559183,[40 19] ; [99 24],[45.06043956 13.93956044] ; [93.93956044 29.06043956],0
s4,1,0.072459,3.226414,[17 42] ; [ 21 101],[12.38674033 46.61325967] ; [25.61325967 96.38674033],0
u3,1,0.08007,3.063476,[ 9 15] ; [19 12],[12.21818182 11.78181818] ; [15.78181818 15.21818182],0
p9,1,0.081397,3.036781,[44 15] ; [104  18],[48.24309392 10.75690608] ; [99.75690608 22.24309392],0
n3,1,0.130802,2.282956,[11  6] ; [22  4],[13.04651163  3.95348837] ; [19.95348837  6.04651163],0
b1,1,0.1607,1.96763,[30 29] ; [49 74],[25.60989011 33.39010989] ; [53.39010989 69.60989011],0
r4,1,0.163518,1.941389,[49 10] ; [111  12],[51.86813187  7.13186813] ; [108.13186813  14.86813187],0
n2,1,0.175568,1.83475,[9 8] ; [19  7],[11.06976744  5.93023256] ; [16.93023256  9.06976744],0
p1,1,0.244532,1.354279,[11 48] ; [ 15 108],[ 8.42857143 50.57142857] ; [ 17.57142857 105.42857143],0
p4,1,0.246088,1.345377,[43 16] ; [99 24],[46.03296703 12.96703297] ; [95.96703297 27.03296703],0
d4,1,0.246088,1.345377,[43 16] ; [99 24],[46.03296703 12.96703297] ; [95.96703297 27.03296703],0
d5,1,0.253886,1.301791,[42 17] ; [97 26],[45.06043956 13.93956044] ; [93.93956044 29.06043956],0
p10,1,0.257731,1.280906,[43 16] ; [98 24],[45.96132597 13.03867403] ; [95.03867403 26.96132597],0
p2,1,0.274566,1.193792,[46 13] ; [104  19],[48.62637363 10.37362637] ; [101.37362637  21.62637363],0
r3,1,0.286119,1.137795,[53  6] ; [114   7],[54.73888889  4.26111111] ; [112.26111111   8.73888889],0
r1,1,0.318095,0.996762,[43 16] ; [97 25],[45.63535912 13.36464088] ; [94.36464088 27.63535912],0
