Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5.6e-05,16.237386,[50 46] ; [13 51],[37.8 58.2] ; [25.2 38.8],1
p9,1,0.000367,12.69562,[73 23] ; [30 32],[62.58227848 33.41772152] ; [40.41772152 21.58227848],1
v4,1,0.003383,8.588324,[83 11] ; [46 20],[75.7875 18.2125] ; [53.2125 12.7875],0
p10,1,0.004795,7.955207,[63 32] ; [28 36],[54.37106918 40.62893082] ; [36.62893082 27.37106918],0
n6,1,0.007275,7.20388,[74 20] ; [39 27],[66.3875 27.6125] ; [46.6125 19.3875],0
n5,1,0.013238,6.136994,[73 22] ; [38 27],[65.90625 29.09375] ; [45.09375 19.90625],0
n4,1,0.014557,5.969359,[72 23] ; [38 28],[64.9068323 30.0931677] ; [45.0931677 20.9068323],0
a5,1,0.02951,4.737629,[63 33] ; [32 34],[56.2962963 39.7037037] ; [38.7037037 27.2962963],0
a2,1,0.035058,4.442348,[12 84] ; [ 2 64],[ 8.2962963 87.7037037] ; [ 5.7037037 60.2962963],0
s4,1,0.035524,4.419797,[10 85] ; [15 51],[14.7515528 80.2484472] ; [10.2484472 55.7515528],0
r3,1,0.046235,3.973,[82 14] ; [48 18],[77.03703704 18.96296296] ; [52.96296296 13.03703704],0
s1,1,0.047525,3.926717,[ 3 92] ; [ 7 57],[ 5.97484277 89.02515723] ; [ 4.02515723 59.97484277],0
a6,1,0.048138,3.905154,[47 49] ; [22 44],[40.88888889 55.11111111] ; [28.11111111 37.88888889],0
s6,1,0.051949,3.777424,[55 40] ; [27 37],[48.99371069 46.00628931] ; [33.00628931 30.99371069],0
d5,1,0.053038,3.74272,[68 28] ; [37 29],[62.22222222 33.77777778] ; [42.77777778 23.22222222],0
p11,1,0.058966,3.566233,[69 27] ; [38 28],[63.40740741 32.59259259] ; [43.59259259 22.40740741],0
p4,1,0.065041,3.403935,[37 59] ; [16 49],[31.60248447 64.39751553] ; [21.39751553 43.60248447],0
a3,1,0.072146,3.233509,[69 26] ; [39 27],[63.72670807 31.27329193] ; [44.27329193 21.72670807],0
a8,1,0.081442,3.035888,[11 75] ; [ 3 63],[ 7.92105263 78.07894737] ; [ 6.07894737 59.92105263],0
n1,1,0.087126,2.926697,[10 24] ; [16 16],[13.39393939 20.60606061] ; [12.60606061 19.39393939],0
v2,1,0.09077,2.86066,[40 53] ; [18 43],[35.02597403 57.97402597] ; [22.97402597 38.02597403],0
d3,1,0.094176,2.801502,[40 56] ; [19 47],[34.96296296 61.03703704] ; [24.03703704 41.96296296],0
u1,1,0.095446,2.780042,[ 7 89] ; [ 1 65],[ 4.74074074 91.25925926] ; [ 3.25925926 62.74074074],0
p1,1,0.109431,2.562421,[ 4 92] ; [ 7 59],[ 6.51851852 89.48148148] ; [ 4.48148148 61.51851852],0
v1,1,0.135984,2.222824,[45 47] ; [24 41],[40.43312102 51.56687898] ; [28.56687898 36.43312102],0
p3,1,0.143857,2.136204,[32 64] ; [15 51],[27.85185185 68.14814815] ; [19.14814815 46.85185185],0
