Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,111.376731,[237 166] ; [ 62 253],[167.82311978 235.17688022] ; [131.17688022 183.82311978],1
v1,1,0.0,55.477857,[269 134] ; [121 191],[219.81818182 183.18181818] ; [170.18181818 141.81818182],1
r1,1,5.9e-05,16.124482,[352  59] ; [233  83],[330.7221458  80.2778542] ; [254.2778542  61.7221458],1
d4,1,0.000254,13.383431,[354  55] ; [241  76],[335.19972452  73.80027548] ; [259.80027548  57.19972452],1
d1,1,0.000412,12.477708,[269 142] ; [167 151],[245.81069959 165.18930041] ; [190.18930041 127.81069959],1
a5,1,0.001671,9.88014,[322  88] ; [217 101],[303.55769231 106.44230769] ; [235.44230769  82.55769231],0
a3,1,0.002269,9.318406,[311  98] ; [207 108],[292.62707182 116.37292818] ; [225.37292818  89.62707182],0
p3,1,0.002706,8.99547,[231 178] ; [143 173],[210.98758621 198.01241379] ; [163.01241379 152.98758621],0
a7,1,0.003408,8.57481,[314  94] ; [213 104],[296.5737931 111.4262069] ; [230.4262069  86.5737931],0
a6,1,0.003991,8.28797,[291 118] ; [194 124],[272.85419532 136.14580468] ; [212.14580468 105.85419532],0
p7,1,0.005257,7.788717,[276 123] ; [185 128],[258.34129213 140.65870787] ; [202.65870787 110.34129213],0
s8,1,0.005696,7.644059,[203 204] ; [125 191],[184.6417704 222.3582296] ; [143.3582296 172.6417704],0
d3,1,0.006018,7.54476,[299 111] ; [201 116],[281.98074278 128.01925722] ; [218.01925722  98.98074278],0
p10,1,0.00928,6.768064,[348  58] ; [245  68],[334.8511822  71.1488178] ; [258.1488178  54.8511822],0
u1,1,0.009541,6.718575,[ 92 319] ; [ 47 271],[ 78.36625514 332.63374486] ; [ 60.63374486 257.36625514],0
p9,1,0.011384,6.404342,[358  47] ; [254  57],[346.17318436  58.82681564] ; [265.82681564  45.17318436],0
d2,1,0.014598,5.964399,[218 191] ; [140 177],[201.68319559 207.31680441] ; [156.31680441 160.68319559],0
r4,1,0.016035,5.799069,[389  22] ; [286  32],[380.55555556  30.44444444] ; [294.44444444  23.55555556],0
a2,1,0.016228,5.777963,[113 298] ; [ 63 255],[ 99.22633745 311.77366255] ; [ 76.77366255 241.22633745],0
p11,1,0.017066,5.689618,[342  69] ; [242  76],[329.25102881  81.74897119] ; [254.74897119  63.25102881],0
r3,1,0.017541,5.641381,[398  12] ; [296  21],[391.38927098  18.61072902] ; [302.61072902  14.38927098],0
d5,1,0.021179,5.312013,[344  67] ; [243  73],[331.85281981  79.14718019] ; [255.14718019  60.85281981],0
b1,1,0.026408,4.929105,[134 277] ; [129 189],[148.27572016 262.72427984] ; [114.72427984 203.27572016],0
s7,1,0.033843,4.502637,[215 176] ; [143 162],[201.11781609 189.88218391] ; [156.88218391 148.11781609],0
s4,1,0.033924,4.498522,[ 60 346] ; [ 65 247],[ 70.68245125 335.31754875] ; [ 54.31754875 257.68245125],0
r2,1,0.040968,4.177348,[396  11] ; [297  18],[390.65235457  16.34764543] ; [302.34764543  12.65235457],0
p12,1,0.061361,3.500218,[ 40 367] ; [ 19 298],[ 33.16712707 373.83287293] ; [ 25.83287293 291.16712707],0
n4,1,0.071782,3.241804,[340  70] ; [246  71],[330.48143054  79.51856946] ; [255.51856946  61.48143054],0
n1,1,0.072126,3.233966,[22 53] ; [37 49],[27.48447205 47.51552795] ; [31.51552795 54.48447205],0
a1,1,0.080312,3.058568,[ 26 385] ; [ 11 307],[ 20.8600823 390.1399177] ; [ 16.1399177 301.8600823],0
s1,1,0.090993,2.856711,[  9 396] ; [ 14 300],[ 12.95549374 392.04450626] ; [ 10.04450626 303.95549374],0
p8,1,0.118869,2.432156,[229 172] ; [162 154],[218.67642957 182.32357043] ; [172.32357043 143.67642957],0
b4,1,0.12724,2.325854,[248 163] ; [174 144],[237.91769547 173.08230453] ; [184.08230453 133.91769547],0
s2,1,0.159316,1.980708,[218 188] ; [153 163],[208.6232687 197.3767313] ; [162.3767313 153.6232687],0
s5,1,0.197247,1.662643,[149 245] ; [102 206],[140.87464387 253.12535613] ; [110.12535613 197.87464387],0
a4,1,0.206421,1.596351,[194 215] ; [135 181],[185.60137931 223.39862069] ; [143.39862069 172.60137931],0
a8,1,0.252256,1.310765,[ 55 311] ; [ 35 258],[ 49.98482549 316.01517451] ; [ 40.01517451 252.98482549],0
p4,1,0.262288,1.25664,[258 147] ; [189 128],[250.74099723 154.25900277] ; [196.25900277 120.74099723],0
p6,1,0.280016,1.167012,[163 239] ; [116 201],[155.99165508 246.00834492] ; [123.00834492 193.99165508],0
u4,1,0.312975,1.01808,[ 11 400] ; [  5 313],[  9.02057613 401.97942387] ; [  6.97942387 311.02057613],0
p2,1,0.3266,0.962331,[349  60] ; [262  55],[344.21349862  64.78650138] ; [266.78650138  50.21349862],0
n3,1,0.367649,0.811596,[57 19] ; [59 27],[54.41975309 21.58024691] ; [61.58024691 24.41975309],0
s6,1,0.497461,0.460348,[280 123] ; [208 102],[275.82608696 127.17391304] ; [212.17391304  97.82608696],0
n2,1,0.641851,0.216329,[57 17] ; [65 23],[55.72839506 18.27160494] ; [66.27160494 21.72839506],0
s3,1,0.652862,0.202312,[223 180] ; [169 146],[220.02228412 182.97771588] ; [171.97771588 143.02228412],0
n5,1,0.658783,0.195005,[328  81] ; [250  67],[325.62258953  83.37741047] ; [252.37741047  64.62258953],0
u3,1,0.676469,0.174128,[57 43] ; [59 50],[55.50239234 44.49760766] ; [60.49760766 48.50239234],0
p1,1,0.691712,0.157238,[ 34 375] ; [ 29 288],[ 35.49173554 373.50826446] ; [ 27.50826446 289.49173554],0
b5,1,0.717423,0.130975,[244 167] ; [193 125],[246.3744856 164.6255144] ; [190.6255144 127.3744856],0
u2,1,0.79345,0.068557,[49 49] ; [57 53],[49.94230769 48.05769231] ; [56.05769231 53.94230769],0
b2,1,0.831219,0.045428,[100 158] ; [ 71 117],[ 98.91928251 159.08071749] ; [ 72.08071749 115.91928251],0
b3,1,0.831219,0.045428,[100 158] ; [ 71 117],[ 98.91928251 159.08071749] ; [ 72.08071749 115.91928251],0
p5,1,0.83564,0.043045,[ 50 359] ; [ 40 274],[ 50.91286307 358.08713693] ; [ 39.08713693 274.91286307],0
