Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,183.752213,[102 274] ; [264  75],[192.46993007 183.53006993] ; [173.53006993 165.46993007],1
s2,1,0.0,100.955455,[137 250] ; [254  97],[205.03658537 181.96341463] ; [185.96341463 165.03658537],1
s6,1,0.0,79.445546,[210 170] ; [298  50],[265.16483516 114.83516484] ; [242.83516484 105.16483516],1
s3,1,0.0,74.345503,[165 221] ; [259  90],[222.67210884 163.32789116] ; [201.32789116 147.67210884],1
s5,1,0.0,32.445763,[ 97 279] ; [155 180],[133.26582278 242.73417722] ; [118.73417722 216.26582278],1
p6,1,0.0,25.264297,[116 267] ; [169 180],[149.11885246 233.88114754] ; [135.88114754 213.11885246],1
d2,1,2e-06,22.706996,[153 235] ; [201 152],[185.36032389 202.63967611] ; [168.63967611 184.36032389],1
a3,1,2e-06,22.204071,[253 135] ; [284  68],[281.56216216 106.43783784] ; [255.43783784  96.56216216],1
v1,1,4e-06,21.305426,[182 198] ; [221 119],[212.69444444 167.30555556] ; [190.30555556 149.69444444],1
p3,1,6e-06,20.586218,[171 218] ; [214 139],[201.83962264 187.16037736] ; [183.16037736 169.83962264],1
v3,1,1.6e-05,18.653684,[121 253] ; [163 175],[149.17977528 224.82022472] ; [134.82022472 203.17977528],1
d1,1,1.9e-05,18.247959,[204 186] ; [239 114],[232.53028264 157.46971736] ; [210.46971736 142.53028264],1
a5,1,2.6e-05,17.686807,[267 123] ; [289  64],[291.84387618  98.15612382] ; [264.15612382  88.84387618],1
p7,1,8e-05,15.553005,[228 154] ; [253  91],[253.08815427 128.91184573] ; [227.91184573 116.08815427],1
p4,1,0.000172,14.118056,[214 173] ; [242 110],[238.79837618 148.20162382] ; [217.20162382 134.79837618],1
u1,1,0.000312,12.995589,[ 51 339] ; [ 82 271],[ 69.8115747 320.1884253] ; [ 63.1884253 289.8115747],1
n4,1,0.000532,12.001,[283 107] ; [292  59],[302.63157895  87.36842105] ; [272.36842105  78.63157895],1
r1,1,0.000865,11.096099,[293  96] ; [298  52],[311.0947226  77.9052774] ; [279.9052774  70.0947226],1
b3,1,0.000927,10.9683,[ 62 139] ; [112 130],[ 78.94808126 122.05191874] ; [ 95.05191874 146.94808126],1
b2,1,0.000927,10.9683,[ 62 139] ; [112 130],[ 78.94808126 122.05191874] ; [ 95.05191874 146.94808126],1
u4,1,0.001174,10.531361,[  3 387] ; [ 16 337],[  9.9730821 380.0269179] ; [  9.0269179 343.9730821],0
p12,1,0.002615,9.058448,[ 23 365] ; [ 43 308],[ 34.65223275 353.34776725] ; [ 31.34776725 319.65223275],0
a8,1,0.003234,8.670313,[ 39 318] ; [ 61 261],[ 52.57731959 304.42268041] ; [ 47.42268041 274.57731959],0
p8,1,0.00328,8.644664,[189 195] ; [209 139],[208.78688525 175.21311475] ; [189.21311475 158.78688525],0
p5,1,0.00347,8.542186,[ 35 354] ; [ 56 292],[ 48.0312076 340.9687924] ; [ 42.9687924 305.0312076],0
n5,1,0.013039,6.163853,[283 104] ; [283  67],[297.20759837  89.79240163] ; [268.79240163  81.20759837],0
d5,1,0.01586,5.818321,[304  84] ; [300  52],[316.69189189  71.30810811] ; [287.30810811  64.69189189],0
a2,1,0.0165,5.748769,[ 80 310] ; [ 99 254],[ 93.95693136 296.04306864] ; [ 85.04306864 267.95693136],0
u3,1,0.018005,5.595678,[68 66] ; [47 22],[75.91133005 58.08866995] ; [39.08866995 29.91133005],0
r4,1,0.022523,5.204944,[353  37] ; [335  18],[361.13055182  28.86944818] ; [326.86944818  26.13055182],0
p1,1,0.044785,4.0267,[ 25 363] ; [ 37 314],[ 32.55209743 355.44790257] ; [ 29.44790257 321.55209743],0
n6,1,0.045252,4.009225,[325  63] ; [311  39],[334.37398374  53.62601626] ; [301.62601626  48.37398374],0
b1,1,0.046347,3.968933,[122 268] ; [135 218],[134.89905787 255.10094213] ; [122.10094213 230.89905787],0
a4,1,0.046361,3.968437,[166 224] ; [176 177],[179.51547779 210.48452221] ; [162.48452221 190.51547779],0
v2,1,0.059078,3.563087,[205 166] ; [211 128],[217.37464789 153.62535211] ; [198.62535211 140.37464789],0
d4,1,0.065405,3.394727,[314  75] ; [302  50],[323.37921727  65.62078273] ; [292.62078273  59.37921727],0
n1,1,0.097538,2.745348,[27 59] ; [31 39],[31.97435897 54.02564103] ; [26.02564103 43.97435897],0
a7,1,0.183935,1.765543,[291  98] ; [248 104],[282.95681511 106.04318489] ; [256.04318489  95.95681511],0
s4,1,0.186687,1.743571,[ 60 324] ; [ 68 284],[ 66.7826087 317.2173913] ; [ 61.2173913 290.7826087],0
a6,1,0.189199,1.723843,[276 113] ; [234 118],[267.73279352 121.26720648] ; [242.26720648 109.73279352],0
r2,1,0.231385,1.432325,[363  23] ; [334  14],[366.54223433  19.45776567] ; [330.45776567  17.54223433],0
n2,1,0.25176,1.313513,[69 18] ; [50 20],[65.94267516 21.05732484] ; [53.05732484 16.94267516],0
p10,1,0.268545,1.224164,[347  40] ; [323  28],[351.34146341  35.65853659] ; [318.65853659  32.34146341],0
